method,trial_key,mouse_id,genotype,trial_type,timepoint,peak_number,peak_time_s,peak_amp_z,is_social_interaction,social_bout_number,time_from_social_onset_s,time_from_social_offset_s
rolling_60s,Preinduction__ID580_NE__3CT_FP11_3__3CT_Preinduction_C3-Trial____13,580,NE,Social,Preinduction,28,194.0401920000004,4.251205632500376,True,6.0,1.4601920000003759,-6.1798079999996105
rolling_60s,Preinduction__ID580_NE__3CT_FP11_3__3CT_Preinduction_C3-Trial____13,580,NE,Social,Preinduction,29,196.60019199999988,2.4134000765418766,True,6.0,4.0201919999998665,-3.61980800000012
rolling_60s,Preinduction__ID580_NE__3CT_FP11_3__3CT_Preinduction_C3-Trial____13,580,NE,Social,Preinduction,30,197.96019200000046,2.10345496875419,True,6.0,5.380192000000449,-2.2598079999995377
rolling_60s,Preinduction__ID580_NE__3CT_FP11_3__3CT_Preinduction_C3-Trial____13,580,NE,Social,Preinduction,31,198.56019200000082,2.558429899678789,True,6.0,5.980192000000812,-1.659807999999174
rolling_60s,Preinduction__ID580_NE__3CT_FP11_3__3CT_Preinduction_C3-Trial____13,580,NE,Social,Preinduction,32,227.0001599999996,3.197995318498559,True,8.0,0.20015999999958467,-3.0998400000003983
rolling_60s,Preinduction__ID580_NE__3CT_FP11_3__3CT_Preinduction_C3-Trial____13,580,NE,Social,Preinduction,33,229.40016000000105,1.7698719839276296,True,8.0,2.60016000000104,-0.6998399999989431
rolling_60s,Preinduction__ID580_NE__3CT_FP11_3__3CT_Preinduction_C3-Trial____13,580,NE,Social,Preinduction,34,248.52016000000003,1.8959540543491435,False,,,
rolling_60s,Preinduction__ID580_NE__3CT_FP11_3__3CT_Preinduction_C3-Trial____13,580,NE,Social,Preinduction,35,252.76015999999981,2.8824776952480633,True,9.0,1.7201599999998223,-7.299840000000188
rolling_60s,Preinduction__ID580_NE__3CT_FP11_3__3CT_Preinduction_C3-Trial____13,580,NE,Social,Preinduction,36,256.0001599999996,2.7376700675086614,True,9.0,4.960159999999604,-4.059840000000406
rolling_60s,Preinduction__ID580_NE__3CT_FP11_3__3CT_Preinduction_C3-Trial____13,580,NE,Social,Preinduction,37,256.52016000000003,2.93996623762281,True,9.0,5.4801600000000406,-3.5398399999999697
rolling_60s,Preinduction__ID580_NE__3CT_FP11_3__3CT_Preinduction_C3-Trial____13,580,NE,Social,Preinduction,38,280.480160000001,1.8487558972181548,False,,,
rolling_60s,Preinduction__ID580_NE__3CT_FP11_3__3CT_Preinduction_C3-Trial____13,580,NE,Social,Preinduction,39,283.64016000000083,2.290309984918506,False,,,
rolling_60s,Preinduction__ID580_NE__3CT_FP11_3__3CT_Preinduction_C3-Trial____13,580,NE,Social,Preinduction,40,284.52016000000003,3.3979476963468813,False,,,
rolling_60s,Preinduction__ID580_NE__3CT_FP11_3__3CT_Preinduction_C3-Trial____13,580,NE,Social,Preinduction,41,294.0801599999995,3.8929739164780646,False,,,
rolling_60s,Preinduction__ID580_NE__3CT_FP12_3__3CT_Preinduction_C3-Trial____14,580,NE,Novel,Preinduction,1,12.960000000000946,1.7761987930701597,False,,,
rolling_60s,Preinduction__ID580_NE__3CT_FP12_3__3CT_Preinduction_C3-Trial____14,580,NE,Novel,Preinduction,2,14.479999999999563,1.4430812219790157,False,,,
rolling_60s,Preinduction__ID580_NE__3CT_FP12_3__3CT_Preinduction_C3-Trial____14,580,NE,Novel,Preinduction,3,15.159999999999854,1.5940174191059002,False,,,
rolling_60s,Preinduction__ID580_NE__3CT_FP12_3__3CT_Preinduction_C3-Trial____14,580,NE,Novel,Preinduction,4,17.200000000000728,2.361237005558559,False,,,
rolling_60s,Preinduction__ID580_NE__3CT_FP12_3__3CT_Preinduction_C3-Trial____14,580,NE,Novel,Preinduction,5,17.960000000000946,1.4511296140862622,False,,,
rolling_60s,Preinduction__ID580_NE__3CT_FP12_3__3CT_Preinduction_C3-Trial____14,580,NE,Novel,Preinduction,6,21.280000000000655,1.5293670379791675,False,,,
rolling_60s,Preinduction__ID580_NE__3CT_FP12_3__3CT_Preinduction_C3-Trial____14,580,NE,Novel,Preinduction,7,46.04000000000087,1.9375787282314194,False,,,
rolling_60s,Preinduction__ID580_NE__3CT_FP12_3__3CT_Preinduction_C3-Trial____14,580,NE,Novel,Preinduction,8,47.280000000000655,1.53848212623159,False,,,
rolling_60s,Preinduction__ID580_NE__3CT_FP12_3__3CT_Preinduction_C3-Trial____14,580,NE,Novel,Preinduction,9,48.719999999999345,1.4862920778864357,False,,,
rolling_60s,Preinduction__ID580_NE__3CT_FP12_3__3CT_Preinduction_C3-Trial____14,580,NE,Novel,Preinduction,10,55.23999999999978,3.058187002773675,False,,,
rolling_60s,Preinduction__ID580_NE__3CT_FP12_3__3CT_Preinduction_C3-Trial____14,580,NE,Novel,Preinduction,11,57.44000000000051,2.2790729304729282,False,,,
rolling_60s,Preinduction__ID580_NE__3CT_FP12_3__3CT_Preinduction_C3-Trial____14,580,NE,Novel,Preinduction,12,58.280000000000655,2.4314726773631343,False,,,
rolling_60s,Preinduction__ID580_NE__3CT_FP12_3__3CT_Preinduction_C3-Trial____14,580,NE,Novel,Preinduction,13,60.76000000000022,2.511454644533348,False,,,
rolling_60s,Preinduction__ID580_NE__3CT_FP12_3__3CT_Preinduction_C3-Trial____14,580,NE,Novel,Preinduction,14,81.47999999999956,2.053500096551147,False,,,
rolling_60s,Preinduction__ID580_NE__3CT_FP12_3__3CT_Preinduction_C3-Trial____14,580,NE,Novel,Preinduction,15,104.0,1.7820187031241725,False,,,
rolling_60s,Preinduction__ID580_NE__3CT_FP12_3__3CT_Preinduction_C3-Trial____14,580,NE,Novel,Preinduction,16,107.36000000000058,3.659632560062503,False,,,
rolling_60s,Preinduction__ID580_NE__3CT_FP12_3__3CT_Preinduction_C3-Trial____14,580,NE,Novel,Preinduction,17,107.84000000000015,3.3772584432157937,False,,,
rolling_60s,Preinduction__ID580_NE__3CT_FP12_3__3CT_Preinduction_C3-Trial____14,580,NE,Novel,Preinduction,18,111.36000000000058,2.0454089343268693,False,,,
rolling_60s,Preinduction__ID580_NE__3CT_FP12_3__3CT_Preinduction_C3-Trial____14,580,NE,Novel,Preinduction,19,131.35996800000066,1.9572744776817552,False,,,
rolling_60s,Preinduction__ID580_NE__3CT_FP12_3__3CT_Preinduction_C3-Trial____14,580,NE,Novel,Preinduction,20,134.11996800000088,2.719577805717847,False,,,
rolling_60s,Preinduction__ID580_NE__3CT_FP12_3__3CT_Preinduction_C3-Trial____14,580,NE,Novel,Preinduction,21,161.6399679999995,1.9760021823435223,False,,,
rolling_60s,Preinduction__ID580_NE__3CT_FP12_3__3CT_Preinduction_C3-Trial____14,580,NE,Novel,Preinduction,22,173.0799360000001,2.5853331098490555,False,,,
rolling_60s,Preinduction__ID580_NE__3CT_FP12_3__3CT_Preinduction_C3-Trial____14,580,NE,Novel,Preinduction,23,173.55993599999965,3.684518811929699,False,,,
rolling_60s,Preinduction__ID580_NE__3CT_FP12_3__3CT_Preinduction_C3-Trial____14,580,NE,Novel,Preinduction,24,174.03993599999922,3.5951254561883768,False,,,
rolling_60s,Preinduction__ID580_NE__3CT_FP12_3__3CT_Preinduction_C3-Trial____14,580,NE,Novel,Preinduction,25,174.87993599999936,3.1183120414859835,False,,,
rolling_60s,Preinduction__ID580_NE__3CT_FP12_3__3CT_Preinduction_C3-Trial____14,580,NE,Novel,Preinduction,26,199.63993599999958,4.463431940615427,True,1.0,14.079935999999577,-11.800064000000418
rolling_60s,Preinduction__ID580_NE__3CT_FP12_3__3CT_Preinduction_C3-Trial____14,580,NE,Novel,Preinduction,27,200.27993600000082,4.385614514536712,True,1.0,14.719936000000814,-11.160063999999181
rolling_60s,Preinduction__ID580_NE__3CT_FP12_3__3CT_Preinduction_C3-Trial____14,580,NE,Novel,Preinduction,28,201.03993599999922,3.4474267609802047,True,1.0,15.479935999999213,-10.400064000000782
rolling_60s,Preinduction__ID580_NE__3CT_FP12_3__3CT_Preinduction_C3-Trial____14,580,NE,Novel,Preinduction,29,203.35993600000074,3.3755107952388825,True,1.0,17.79993600000074,-8.080063999999254
rolling_60s,Preinduction__ID580_NE__3CT_FP12_3__3CT_Preinduction_C3-Trial____14,580,NE,Novel,Preinduction,30,204.87993599999936,3.3133722018630096,True,1.0,19.31993599999936,-6.5600640000006365
rolling_60s,Preinduction__ID580_NE__3CT_FP12_3__3CT_Preinduction_C3-Trial____14,580,NE,Novel,Preinduction,31,205.5199360000006,3.228219406323732,True,1.0,19.959936000000596,-5.9200639999994
rolling_60s,Preinduction__ID580_NE__3CT_FP12_3__3CT_Preinduction_C3-Trial____14,580,NE,Novel,Preinduction,32,250.63993599999958,2.3045439682797744,False,,,
rolling_60s,Preinduction__ID580_NE__3CT_FP12_3__3CT_Preinduction_C3-Trial____14,580,NE,Novel,Preinduction,33,256.6399359999996,3.3208152359085377,False,,,
rolling_60s,Preinduction__ID580_NE__3CT_FP12_3__3CT_Preinduction_C3-Trial____14,580,NE,Novel,Preinduction,34,257.11993600000096,3.0408875928651304,False,,,
rolling_60s,Preinduction__ID580_NE__3CT_FP12_3__3CT_Preinduction_C3-Trial____14,580,NE,Novel,Preinduction,35,264.23996799999986,2.002000424527168,True,3.0,4.419967999999869,-7.6000320000001125
rolling_60s,Preinduction__ID580_NE__3CT_FP12_3__3CT_Preinduction_C3-Trial____14,580,NE,Novel,Preinduction,36,264.8399680000002,1.5116174840587249,True,3.0,5.019968000000233,-7.000031999999749
rolling_60s,Preinduction__ID580_NE__3CT_FP12_3__3CT_Preinduction_C3-Trial____14,580,NE,Novel,Preinduction,37,265.5199680000005,1.6354670256298558,True,3.0,5.699968000000524,-6.320031999999458
rolling_60s,Preinduction__ID580_NE__3CT_FP12_3__3CT_Preinduction_C3-Trial____14,580,NE,Novel,Preinduction,38,266.03996800000095,3.6641301462858635,True,3.0,6.219968000000961,-5.800031999999021
rolling_60s,Preinduction__ID580_NE__3CT_FP12_3__3CT_Preinduction_C3-Trial____14,580,NE,Novel,Preinduction,39,266.6399679999995,1.5801060782673726,True,3.0,6.8199679999995055,-5.200032000000476
rolling_60s,Preinduction__ID533_NE__3CT_FP20_3__3CT_Preinduction_C3-Trial____22,533,NE,Hab,Preinduction,1,20.280064000002312,5.354947701260014,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP20_3__3CT_Preinduction_C3-Trial____22,533,NE,Hab,Preinduction,2,48.720064000001,2.38746825490477,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP20_3__3CT_Preinduction_C3-Trial____22,533,NE,Hab,Preinduction,3,52.24009600000136,2.1404853806724953,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP20_3__3CT_Preinduction_C3-Trial____22,533,NE,Hab,Preinduction,4,55.080096000001504,2.476412983150703,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP20_3__3CT_Preinduction_C3-Trial____22,533,NE,Hab,Preinduction,5,58.64009600000281,2.2661853133444034,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP20_3__3CT_Preinduction_C3-Trial____22,533,NE,Hab,Preinduction,6,61.40009600000121,2.30103886609942,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP20_3__3CT_Preinduction_C3-Trial____22,533,NE,Hab,Preinduction,7,61.92009600000165,3.312101276947923,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP20_3__3CT_Preinduction_C3-Trial____22,533,NE,Hab,Preinduction,8,65.36009600000034,3.313558785101841,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP20_3__3CT_Preinduction_C3-Trial____22,533,NE,Hab,Preinduction,9,72.84012799999982,3.5731330066227756,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP20_3__3CT_Preinduction_C3-Trial____22,533,NE,Hab,Preinduction,10,74.52012800000011,2.566777008999116,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP20_3__3CT_Preinduction_C3-Trial____22,533,NE,Hab,Preinduction,11,92.04016000000047,2.796267747409458,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP20_3__3CT_Preinduction_C3-Trial____22,533,NE,Hab,Preinduction,12,108.80019200000243,3.6774640555936053,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP20_3__3CT_Preinduction_C3-Trial____22,533,NE,Hab,Preinduction,13,109.64019200000257,5.6650424894959,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP20_3__3CT_Preinduction_C3-Trial____22,533,NE,Hab,Preinduction,14,110.32019200000286,2.742070577371615,True,1.0,0.44019200000286673,-2.0798079999971435
rolling_60s,Preinduction__ID533_NE__3CT_FP20_3__3CT_Preinduction_C3-Trial____22,533,NE,Hab,Preinduction,15,121.56022400000074,2.721998970901994,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP20_3__3CT_Preinduction_C3-Trial____22,533,NE,Hab,Preinduction,16,147.1202880000019,2.004312924114499,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP20_3__3CT_Preinduction_C3-Trial____22,533,NE,Hab,Preinduction,17,156.32028800000262,2.2200457564766434,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP20_3__3CT_Preinduction_C3-Trial____22,533,NE,Hab,Preinduction,18,161.32032000000254,2.4208465167973157,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP20_3__3CT_Preinduction_C3-Trial____22,533,NE,Hab,Preinduction,19,162.00032000000283,2.3881101140947196,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP20_3__3CT_Preinduction_C3-Trial____22,533,NE,Hab,Preinduction,20,172.00032000000283,2.271839932952604,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP20_3__3CT_Preinduction_C3-Trial____22,533,NE,Hab,Preinduction,21,191.56038400000034,6.343744293843881,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP20_3__3CT_Preinduction_C3-Trial____22,533,NE,Hab,Preinduction,22,226.8804479999999,1.714289101922627,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP20_3__3CT_Preinduction_C3-Trial____22,533,NE,Hab,Preinduction,23,228.8804479999999,1.676876227057869,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP20_3__3CT_Preinduction_C3-Trial____22,533,NE,Hab,Preinduction,24,238.16048000000228,2.271375878455483,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP20_3__3CT_Preinduction_C3-Trial____22,533,NE,Hab,Preinduction,25,245.64048000000184,1.5804577002591578,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP20_3__3CT_Preinduction_C3-Trial____22,533,NE,Hab,Preinduction,26,250.8405120000025,1.8471124197314557,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP20_3__3CT_Preinduction_C3-Trial____22,533,NE,Hab,Preinduction,27,252.20051200000307,1.812617347018939,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP20_3__3CT_Preinduction_C3-Trial____22,533,NE,Hab,Preinduction,28,255.80051200000162,1.7665676922947022,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP20_3__3CT_Preinduction_C3-Trial____22,533,NE,Hab,Preinduction,29,256.5205120000028,1.5524549985478673,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP20_3__3CT_Preinduction_C3-Trial____22,533,NE,Hab,Preinduction,30,262.0405120000032,1.951370396766641,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP20_3__3CT_Preinduction_C3-Trial____22,533,NE,Hab,Preinduction,31,269.9205440000005,2.051089031218436,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP20_3__3CT_Preinduction_C3-Trial____22,533,NE,Hab,Preinduction,32,280.9605760000013,2.3614672977561444,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP20_3__3CT_Preinduction_C3-Trial____22,533,NE,Hab,Preinduction,33,281.6405760000016,2.567199012766102,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP21_3__3CT_Preinduction_C3-Trial____23,533,NE,Social,Preinduction,1,21.200064000000566,5.835573829018411,True,1.0,1.2400640000005652,-2.3599359999994327
rolling_60s,Preinduction__ID533_NE__3CT_FP21_3__3CT_Preinduction_C3-Trial____23,533,NE,Social,Preinduction,2,22.00006399999984,6.558036982901788,True,1.0,2.0400639999998376,-1.5599360000001603
rolling_60s,Preinduction__ID533_NE__3CT_FP21_3__3CT_Preinduction_C3-Trial____23,533,NE,Social,Preinduction,3,35.76006399999824,2.81794822629461,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP21_3__3CT_Preinduction_C3-Trial____23,533,NE,Social,Preinduction,4,72.4000640000013,2.29324964835389,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP21_3__3CT_Preinduction_C3-Trial____23,533,NE,Social,Preinduction,5,73.44006399999853,2.4410068623342607,True,2.0,0.7400639999985259,-5.319936000001476
rolling_60s,Preinduction__ID533_NE__3CT_FP21_3__3CT_Preinduction_C3-Trial____23,533,NE,Social,Preinduction,6,73.92006399999809,4.102270839008024,True,2.0,1.2200639999980893,-4.839936000001913
rolling_60s,Preinduction__ID533_NE__3CT_FP21_3__3CT_Preinduction_C3-Trial____23,533,NE,Social,Preinduction,7,74.92006399999809,3.860233629572889,True,2.0,2.2200639999980893,-3.839936000001913
rolling_60s,Preinduction__ID533_NE__3CT_FP21_3__3CT_Preinduction_C3-Trial____23,533,NE,Social,Preinduction,8,90.96009599999888,1.8108193095500473,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP21_3__3CT_Preinduction_C3-Trial____23,533,NE,Social,Preinduction,9,130.0001599999996,1.4691696103416192,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP21_3__3CT_Preinduction_C3-Trial____23,533,NE,Social,Preinduction,10,130.52016000000003,2.51065497527693,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP21_3__3CT_Preinduction_C3-Trial____23,533,NE,Social,Preinduction,11,137.52019199999995,1.638275702811397,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP21_3__3CT_Preinduction_C3-Trial____23,533,NE,Social,Preinduction,12,138.8001919999988,1.588747785922766,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP21_3__3CT_Preinduction_C3-Trial____23,533,NE,Social,Preinduction,13,146.6801919999998,1.5426586365318335,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP21_3__3CT_Preinduction_C3-Trial____23,533,NE,Social,Preinduction,14,148.6801919999998,1.4602196103420384,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP21_3__3CT_Preinduction_C3-Trial____23,533,NE,Social,Preinduction,15,149.4401919999982,1.450587765741087,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP21_3__3CT_Preinduction_C3-Trial____23,533,NE,Social,Preinduction,16,167.84022399999958,1.5379175705706767,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP21_3__3CT_Preinduction_C3-Trial____23,533,NE,Social,Preinduction,17,170.4002240000009,1.663879370682854,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP21_3__3CT_Preinduction_C3-Trial____23,533,NE,Social,Preinduction,18,171.20022400000016,1.6460785622021956,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP21_3__3CT_Preinduction_C3-Trial____23,533,NE,Social,Preinduction,19,174.36025599999994,2.1346149231347136,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP21_3__3CT_Preinduction_C3-Trial____23,533,NE,Social,Preinduction,20,175.4002560000008,1.8306744208401022,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP21_3__3CT_Preinduction_C3-Trial____23,533,NE,Social,Preinduction,21,183.04025600000023,2.9099214641709303,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP21_3__3CT_Preinduction_C3-Trial____23,533,NE,Social,Preinduction,22,217.48031999999876,2.27679233255323,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP21_3__3CT_Preinduction_C3-Trial____23,533,NE,Social,Preinduction,23,218.2403200000008,1.71887398652113,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP21_3__3CT_Preinduction_C3-Trial____23,533,NE,Social,Preinduction,24,235.88035200000013,2.421254232623056,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP21_3__3CT_Preinduction_C3-Trial____23,533,NE,Social,Preinduction,25,236.56035200000042,1.9189073775334935,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP21_3__3CT_Preinduction_C3-Trial____23,533,NE,Social,Preinduction,26,238.96035199999824,1.6859469072121485,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP21_3__3CT_Preinduction_C3-Trial____23,533,NE,Social,Preinduction,27,241.64038399999845,1.7164894956904881,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP21_3__3CT_Preinduction_C3-Trial____23,533,NE,Social,Preinduction,28,242.88038400000005,1.620132466014764,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP21_3__3CT_Preinduction_C3-Trial____23,533,NE,Social,Preinduction,29,261.68041599999924,2.42007327935841,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP21_3__3CT_Preinduction_C3-Trial____23,533,NE,Social,Preinduction,30,262.88041599999997,2.1673644569273485,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP21_3__3CT_Preinduction_C3-Trial____23,533,NE,Social,Preinduction,31,291.44051200000104,2.682481461133271,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP21_3__3CT_Preinduction_C3-Trial____23,533,NE,Social,Preinduction,32,292.72051199999987,6.097916909057481,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP22_3__3CT_Preinduction_C3-Trial____24,533,NE,Novel,Preinduction,1,25.880096000000776,7.250110520055157,True,1.0,1.060096000000776,-4.639903999999223
rolling_60s,Preinduction__ID533_NE__3CT_FP22_3__3CT_Preinduction_C3-Trial____24,533,NE,Novel,Preinduction,2,26.68009600000005,3.2146262502619916,True,1.0,1.8600960000000484,-3.839903999999951
rolling_60s,Preinduction__ID533_NE__3CT_FP22_3__3CT_Preinduction_C3-Trial____24,533,NE,Novel,Preinduction,3,27.800096000002668,4.4933753643159475,True,1.0,2.9800960000026677,-2.7199039999973316
rolling_60s,Preinduction__ID533_NE__3CT_FP22_3__3CT_Preinduction_C3-Trial____24,533,NE,Novel,Preinduction,4,28.440096000002086,3.5680639161500722,True,1.0,3.6200960000020856,-2.0799039999979136
rolling_60s,Preinduction__ID533_NE__3CT_FP22_3__3CT_Preinduction_C3-Trial____24,533,NE,Novel,Preinduction,5,57.120192000002135,2.848670949571866,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP22_3__3CT_Preinduction_C3-Trial____24,533,NE,Novel,Preinduction,6,57.680191999999806,3.9427657836179613,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP22_3__3CT_Preinduction_C3-Trial____24,533,NE,Novel,Preinduction,7,80.80025600000226,1.8572897610693322,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP22_3__3CT_Preinduction_C3-Trial____24,533,NE,Novel,Preinduction,8,82.92025600000125,1.6363468244553234,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP22_3__3CT_Preinduction_C3-Trial____24,533,NE,Novel,Preinduction,9,93.72028800000044,2.061930618919643,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP22_3__3CT_Preinduction_C3-Trial____24,533,NE,Novel,Preinduction,10,113.48035200000231,4.708583848779508,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP22_3__3CT_Preinduction_C3-Trial____24,533,NE,Novel,Preinduction,11,114.20035199999984,2.850223070976577,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP22_3__3CT_Preinduction_C3-Trial____24,533,NE,Novel,Preinduction,12,133.7204160000001,2.684564356998135,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP22_3__3CT_Preinduction_C3-Trial____24,533,NE,Novel,Preinduction,13,170.72051199999987,1.8788225879698466,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP22_3__3CT_Preinduction_C3-Trial____24,533,NE,Novel,Preinduction,14,171.4805120000019,1.9952403477232301,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP22_3__3CT_Preinduction_C3-Trial____24,533,NE,Novel,Preinduction,15,177.68054400000256,2.595125041771795,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP22_3__3CT_Preinduction_C3-Trial____24,533,NE,Novel,Preinduction,16,186.16054400000212,2.5621293182049287,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP22_3__3CT_Preinduction_C3-Trial____24,533,NE,Novel,Preinduction,17,186.88054399999965,2.3546681462565826,True,2.0,0.4005439999996554,-3.5394560000003423
rolling_60s,Preinduction__ID533_NE__3CT_FP22_3__3CT_Preinduction_C3-Trial____24,533,NE,Novel,Preinduction,18,187.64054400000168,2.780949595194431,True,2.0,1.1605440000016927,-2.779455999998305
rolling_60s,Preinduction__ID533_NE__3CT_FP22_3__3CT_Preinduction_C3-Trial____24,533,NE,Novel,Preinduction,19,188.32054400000197,5.236735591309613,True,2.0,1.8405440000019837,-2.099455999998014
rolling_60s,Preinduction__ID533_NE__3CT_FP22_3__3CT_Preinduction_C3-Trial____24,533,NE,Novel,Preinduction,20,188.88054399999965,3.234247584569486,True,2.0,2.4005439999996554,-1.5394560000003423
rolling_60s,Preinduction__ID533_NE__3CT_FP22_3__3CT_Preinduction_C3-Trial____24,533,NE,Novel,Preinduction,21,203.3206080000018,2.7319056105721913,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP22_3__3CT_Preinduction_C3-Trial____24,533,NE,Novel,Preinduction,22,203.84060800000225,3.3167191070583577,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP22_3__3CT_Preinduction_C3-Trial____24,533,NE,Novel,Preinduction,23,223.20064000000275,1.5582676442154122,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP22_3__3CT_Preinduction_C3-Trial____24,533,NE,Novel,Preinduction,24,243.68070400000215,1.6577694482423038,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP22_3__3CT_Preinduction_C3-Trial____24,533,NE,Novel,Preinduction,25,244.32070400000157,1.8990088894069022,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP22_3__3CT_Preinduction_C3-Trial____24,533,NE,Novel,Preinduction,26,273.5607999999993,2.4979664993171515,False,,,
rolling_60s,Preinduction__ID533_NE__3CT_FP22_3__3CT_Preinduction_C3-Trial____24,533,NE,Novel,Preinduction,27,299.08086399999956,2.5448682577033774,False,,,
rolling_60s,Preinduction__ID541_NE__3CT_FP23_3__3CT_Preinduction_C3-Trial____25,541,NE,Hab,Preinduction,1,21.68006400000013,2.1350708786671673,False,,,
rolling_60s,Preinduction__ID541_NE__3CT_FP23_3__3CT_Preinduction_C3-Trial____25,541,NE,Hab,Preinduction,2,27.92006400000173,2.698962908533449,False,,,
rolling_60s,Preinduction__ID541_NE__3CT_FP23_3__3CT_Preinduction_C3-Trial____25,541,NE,Hab,Preinduction,3,29.560064000001148,4.029877530737625,False,,,
rolling_60s,Preinduction__ID541_NE__3CT_FP23_3__3CT_Preinduction_C3-Trial____25,541,NE,Hab,Preinduction,4,51.80009600000267,2.1118287930708064,False,,,
rolling_60s,Preinduction__ID541_NE__3CT_FP23_3__3CT_Preinduction_C3-Trial____25,541,NE,Hab,Preinduction,5,56.120128000002296,2.479926397911695,False,,,
rolling_60s,Preinduction__ID541_NE__3CT_FP23_3__3CT_Preinduction_C3-Trial____25,541,NE,Hab,Preinduction,6,64.36012800000026,2.298057047140664,False,,,
rolling_60s,Preinduction__ID541_NE__3CT_FP23_3__3CT_Preinduction_C3-Trial____25,541,NE,Hab,Preinduction,7,66.52012800000011,3.088242290944897,False,,,
