syllable,centroid x,centroid y,heading,latent_state 0,latent_state 1,latent_state 2,latent_state 3,latent_state 4,latent_state 5,latent_state 6
16,468.6758,838.9502,2.1504,3.7051,-1.8412,-1.2916,-2.5424,-3.2788,5.3049,-4.274
16,467.5496,837.419,0.7262,-3.1527,0.3089,-0.7828,5.3485,3.1209,-3.0186,-0.2162
16,466.7905,837.3295,0.9577,-0.7973,1.1174,-0.2257,1.3665,0.5609,1.6079,-0.016
16,467.5863,838.3551,0.9348,-0.7319,1.0681,-0.2936,1.429,0.4463,1.4521,-0.0317
16,468.5656,839.0055,0.8794,-0.805,1.0364,-0.0992,1.2398,0.4023,1.3123,0.0152
16,469.1132,840.4481,0.8871,-0.8106,1.0121,-0.2126,1.1042,0.2464,1.2695,0.117
16,469.039,839.3455,0.8502,-0.7691,0.9525,-0.4719,1.0924,0.1715,1.2416,0.195
16,468.9741,840.2288,0.8555,-0.7841,1.0387,-0.5966,1.2277,-0.0067,1.1137,0.03
16,469.3255,841.0106,0.8199,-0.6716,0.9159,-0.6155,1.1965,0.0351,0.9049,-0.0335
16,469.9383,842.7593,0.7735,-0.6563,0.8746,-0.5818,1.1732,-0.0454,1.0523,-0.019
16,469.8887,843.0903,0.7893,-0.6289,0.9149,-0.6876,1.0642,-0.0604,0.9894,0.2773
16,469.292,843.2617,0.715,-0.5725,1.0267,-0.5732,1.2382,-0.081,0.8421,0.4313
16,470.2958,844.2072,0.7485,-0.7611,0.7864,-0.7024,1.0761,0.0921,1.244,0.6885
16,469.9462,843.4998,0.7205,-0.9425,0.91,-0.4954,1.2284,0.0988,1.1487,0.3293
16,470.2803,843.0025,0.7443,-0.9612,0.849,-0.6986,1.1647,-0.0469,1.1481,0.3647
16,469.3204,843.7309,0.7428,-0.9644,0.7408,-0.7118,1.0476,-0.2321,1.0332,0.3682
16,468.9428,843.9227,0.7401,-0.9802,0.7388,-0.6637,1.1736,-0.1645,1.09,0.2019
16,468.4701,843.4592,0.7506,-0.8731,0.7335,-0.7346,1.2735,-0.1796,1.336,0.679
17,466.9131,842.5544,0.737,-0.9388,0.6802,-0.705,1.3526,-0.2272,0.9761,0.3641
17,465.2338,841.4489,0.72,-0.7135,0.838,-0.4399,1.2992,0.0592,0.8095,0.2914
17,463.5047,841.1184,0.7539,-0.6845,0.8788,-0.4252,1.3082,0.0719,0.7592,0.3121
17,461.289,840.2712,0.7038,-0.6751,0.8507,-0.1689,1.1747,0.2799,0.8307,0.2555
17,460.253,839.0553,0.7716,-0.4474,0.9452,-0.2138,1.0198,0.1098,0.7388,0.1978
17,459.4281,838.48,0.7989,-0.4413,0.8752,-0.3891,1.0319,-0.015,0.7017,0.1698
17,458.0518,838.2076,0.8264,-0.4872,0.9767,-0.3461,1.2524,0.0863,0.831,0.1161
