syllable,centroid x,centroid y,heading,latent_state 0,latent_state 1,latent_state 2,latent_state 3,latent_state 4,latent_state 5,latent_state 6
38,445.5935,822.5882,-2.0421,0.6579,0.6956,0.6156,-0.2479,-1.1395,-1.1849,-1.3859
38,446.9789,822.743,-1.956,1.3991,-0.025,-0.8125,0.2345,-0.5476,0.6992,2.1592
38,447.5677,823.0629,-2.0406,0.9135,0.3583,-0.298,-0.256,-0.6163,0.559,0.2384
38,447.699,823.272,-2.0536,0.7933,0.3689,-0.0694,-0.2245,-0.6043,0.1234,0.0686
38,447.4357,823.9629,-2.0477,0.9819,0.1602,-0.3233,-0.1872,-0.6616,0.3706,0.6227
38,447.8294,823.4457,-2.0606,0.8524,0.3049,-0.2524,-0.3628,-0.5658,0.4821,0.4803
38,448.0007,823.7572,-2.0327,0.8104,0.3119,-0.2211,-0.203,-0.6774,0.3581,0.2602
38,448.6937,823.2221,-2.0371,0.8726,0.2291,-0.1723,-0.0876,-0.6104,0.3915,0.3649
38,448.4088,822.925,-2.0652,0.9072,0.2052,-0.0802,-0.1566,-0.6189,0.4103,0.4947
38,447.6471,823.123,-2.0158,0.8862,0.1365,-0.1533,-0.2562,-0.6272,0.4986,0.5928
38,447.0642,823.0679,-1.9917,0.9041,0.1686,-0.036,-0.1857,-0.6261,0.3818,0.6185
38,447.5562,823.6575,-2.0331,0.811,0.2373,-0.0723,-0.3127,-0.522,0.3288,0.3531
38,447.5321,823.6523,-2.0518,0.9679,0.2641,-0.1923,-0.0826,-0.4961,0.527,0.4316
38,447.642,823.2615,-2.0451,0.896,0.1643,-0.227,-0.1601,-0.6838,0.511,0.4293
38,447.0396,824.0624,-2.0374,0.9357,0.2132,-0.2747,-0.2565,-0.7264,0.5769,0.3573
38,447.4323,823.7545,-2.0379,0.8908,0.3658,-0.2203,-0.1392,-0.6761,0.3744,0.5893
38,446.9935,823.0602,-2.0546,0.8477,0.3452,-0.2626,-0.1522,-0.7044,0.5184,0.4415
38,446.7937,823.6884,-1.984,0.8004,0.268,-0.3276,-0.0514,-0.4474,0.4825,0.3116
38,447.0498,823.352,-1.9953,0.86,0.361,-0.2409,-0.1106,-0.4888,0.3364,0.2976
38,446.9963,824.004,-1.9834,0.76,0.3689,-0.2298,-0.023,-0.498,0.7513,0.3996
38,447.5636,824.481,-2.0266,0.9012,0.3796,-0.3325,0.0004,-0.5592,0.4331,0.2255
38,446.7955,824.2753,-2.0466,0.9728,0.317,-0.4002,-0.0046,-0.4214,0.5006,0.4504
38,445.9982,824.873,-2.0316,1.0409,0.3043,-0.3719,0.0501,-0.269,0.6292,0.5432
38,446.5809,824.6696,-2.0954,0.9739,0.3732,-0.4456,0.2017,-0.3779,0.4346,0.3013
38,446.2208,824.5145,-2.0957,1.0063,0.31,-0.2421,0.3128,-0.4704,0.3405,0.2302
38,445.9528,824.9844,-2.1287,1.1065,0.3547,-0.1569,0.2064,-0.2813,0.3953,0.2489
38,446.4385,825.5215,-2.129,0.9853,0.3659,-0.3061,0.35,-0.2978,0.4385,0.2526
38,445.924,826.0958,-2.1252,1.0483,0.2086,-0.389,0.3813,-0.2392,0.1201,0.1455
38,445.8065,826.1092,-2.0993,1.0756,0.3461,-0.3267,0.3173,-0.4182,0.1955,0.5771
38,445.9436,826.5153,-2.146,0.9576,0.2743,-0.3649,0.3233,-0.274,0.2706,0.3298
38,446.1242,826.8928,-2.1425,0.9769,0.2082,-0.3666,0.3858,-0.2158,0.3567,0.3419
38,446.5104,826.6263,-2.1238,1.032,0.2399,-0.3245,0.564,-0.4227,0.2856,0.4486
38,447.6409,825.5463,-2.127,1.0503,0.165,-0.5151,0.6372,-0.2454,0.0386,0.4559
38,446.9359,826.4466,-2.1745,1.0503,0.1497,-0.6004,0.5315,-0.32,0.0462,0.4155
38,446.3517,825.8928,-2.1696,1.0533,0.2241,-0.5412,0.5257,-0.3172,0.3183,0.4509
38,445.7384,824.8063,-2.1944,1.0102,0.2392,-0.4115,0.5905,-0.2829,0.2317,0.3465
38,445.7059,822.88,-2.1212,0.9801,0.3289,-0.6918,0.4437,-0.3044,0.2092,0.5229
38,444.3545,823.2124,-2.1438,1.0732,0.3268,-0.7633,0.3183,-0.3932,0.2457,0.4499
38,444.5251,822.9767,-2.1214,0.9912,0.3619,-0.5663,0.3881,-0.1043,0.4405,0.4264
38,443.9129,822.6793,-2.0688,0.9095,0.3659,-0.5501,0.3443,0.1112,0.3892,0.2472
38,442.9007,821.8648,-2.1391,0.9232,0.3569,-0.5168,0.3878,-0.1907,0.3815,0.2363
38,442.8341,821.5633,-2.1104,1.0032,0.4692,-0.3539,0.4069,-0.1458,0.4925,0.2959
38,441.8957,821.5907,-2.0264,1.0444,0.3492,-0.3688,0.5499,-0.1446,0.6624,0.3282
38,441.3262,821.5265,-2.1174,1.1006,0.2856,-0.6915,0.274,-0.1037,0.4013,0.3636
38,439.8423,821.7623,-2.0781,0.9955,0.1424,-0.6709,0.0589,-0.1277,0.5136,0.2736
38,439.7373,821.789,-2.1279,1.0816,0.1467,-0.5031,0.4244,-0.1782,0.8236,0.4725
38,440.4931,821.5155,-2.1023,1.2029,0.1442,-0.6981,0.1627,-0.0842,0.4219,0.7278
38,440.4917,820.5789,-2.0838,1.1399,0.1501,-0.6796,0.2097,-0.1751,0.5894,0.4923
38,439.5537,820.3359,-2.0376,0.962,0.087,-0.6778,0.3797,-0.3027,0.3296,0.4936
38,439.0593,819.9336,-2.0307,1.0591,0.1058,-0.5812,0.1929,-0.1369,0.2603,0.4611
38,438.5905,819.001,-1.9748,0.9755,0.1747,-0.6284,0.3377,-0.3307,0.3393,0.3279
38,438.9519,820.0215,-2.0706,1.0405,-0.0115,-0.6686,0.3547,-0.0908,0.4239,0.4319
38,439.1643,821.741,-2.0371,1.0788,-0.0014,-0.6992,0.4147,-0.2145,0.5264,0.4942
38,439.4262,822.8817,-2.0259,1.1247,0.0162,-0.7219,0.4624,-0.0849,0.6098,0.6302
38,438.7988,823.7813,-2.0534,1.1915,0.0925,-0.685,0.2293,-0.0395,0.515,0.6035
38,439.6651,823.9271,-2.0661,1.3023,0.0013,-0.7037,0.0976,-0.1274,0.5176,0.738
38,439.6945,825.2311,-2.0385,1.1809,-0.29,-0.6086,0.3596,-0.0762,0.6421,0.6634
38,440.1805,825.2415,-1.9964,1.165,-0.1447,-0.8812,0.273,0.0428,0.3339,0.6677
38,441.4607,823.7064,-1.9562,1.2808,-0.1302,-0.887,0.1149,-0.0678,0.5289,0.7385
38,441.91,825.1308,-1.9484,1.2979,0.0028,-0.8387,0.0813,0.1547,0.5974,0.4972
38,442.4067,824.7036,-2.0125,1.1897,-0.1253,-1.0855,0.1638,-0.0578,0.1713,0.6141
38,442.4838,825.246,-1.9846,1.2956,-0.1582,-1.0262,0.2209,0.023,0.1585,0.6603
38,443.0606,825.9734,-1.9885,1.356,-0.2058,-1.058,0.0942,0.3077,0.5183,0.5955
38,444.521,825.0722,-2.0415,1.2388,-0.3412,-1.0535,0.1428,0.0608,0.3343,0.4257
38,445.029,824.2641,-2.05,1.2226,-0.2428,-0.9565,0.3168,0.1171,0.0368,0.6181
38,444.3945,824.821,-2.0291,1.22,-0.2749,-1.0963,0.2892,0.1324,0.1182,0.5919
38,444.5784,824.4546,-2.0885,1.2426,-0.1914,-1.1251,0.1414,0.0545,0.1242,0.547
38,445.3249,823.5537,-2.0283,1.2291,-0.0896,-1.1005,0.2514,0.0631,0.2329,0.3385
38,444.8611,824.1274,-1.9688,1.193,-0.0586,-0.9877,0.1186,0.0591,0.2702,0.5612
38,444.9991,823.796,-1.9961,1.1221,-0.2234,-1.1081,-0.0134,0.0901,0.1586,0.4399
38,444.4866,824.1553,-1.9732,1.1423,-0.0664,-1.1445,0.0083,0.0709,0.2526,0.5737
38,444.6752,824.4459,-1.9768,1.192,-0.1409,-1.0809,-0.1322,-0.106,0.0819,0.5749
38,444.155,823.9709,-1.9758,1.2117,-0.3137,-1.2179,0.0375,-0.0801,0.0982,0.558
38,443.9366,823.862,-2.0174,1.1869,-0.2866,-1.1036,0.0323,0.0138,0.1478,0.4137
38,443.9372,825.3283,-2.0445,1.2375,-0.2952,-0.9464,-0.0755,-0.2995,-0.0486,0.4269
38,445.0253,826.0128,-2.0235,1.1032,-0.0393,-0.8811,-0.181,-0.0919,0.0665,0.4019
38,444.7317,826.1776,-1.994,1.1825,-0.3459,-0.7798,-0.2638,-0.1829,0.211,0.5283
38,444.1758,825.2161,-2.0129,1.127,-0.1906,-0.8492,-0.2211,-0.1775,-0.044,0.5776
38,444.4966,825.2666,-2.0389,1.0307,-0.2495,-0.8037,-0.2306,0.0507,0.0676,0.4565
38,443.884,824.6619,-1.9893,1.158,-0.2895,-0.8194,-0.2649,-0.0609,0.2906,0.3724
38,444.2528,825.7354,-2.0763,1.0168,-0.4008,-0.7885,-0.0465,-0.299,0.28,0.6088
38,444.9485,825.8352,-2.0383,1.1552,-0.1265,-0.7625,0.0971,0.0312,0.2061,0.7063
38,443.6611,826.1267,-2.0638,1.2877,-0.0858,-0.9261,-0.0374,-0.067,0.0856,0.6454
38,444.9052,826.6961,-2.0317,1.1348,-0.2028,-0.7757,-0.1549,-0.0706,0.2191,0.7489
38,443.3301,826.6204,-2.0829,1.1347,-0.3292,-0.6025,-0.127,-0.0834,0.1706,0.8648
38,443.2974,826.626,-2.0413,1.3033,-0.0805,-0.8139,0.065,-0.1929,0.3417,0.8812
38,443.4898,826.9777,-2.133,1.205,-0.1353,-0.8011,0.0026,-0.0966,0.1174,0.7146
38,443.9926,826.6688,-2.0764,1.1606,-0.4217,-0.7209,-0.1122,-0.1228,0.1132,0.6957
