mouse_id,genotype,condition,week,behavior,pre_mean_dFF,post_mean_dFF,n_events
588,NE,Novel,Preinduction,Novel_interaction,0.015972535285578182,-0.05682177607939949,4
588,NE,Novel,Preinduction,Social_interaction,1.40443930807416,4.103586000469705,3
590,NE,Novel,Preinduction,Novel_interaction,-0.8598328293180753,0.10680687994756614,11
590,NE,Novel,Preinduction,Social_interaction,0.9111877409711863,1.8172960565143361,8
566,NE,Novel,Preinduction,Novel_interaction,-0.24898016489345975,1.657911261571592,10
566,NE,Novel,Preinduction,Social_interaction,-1.288315543171932,0.10411870200950357,7
580,NE,Novel,Preinduction,Novel_interaction,0.40559742489714534,1.0249707321639687,4
580,NE,Novel,Preinduction,Social_interaction,-0.3422336360962835,0.9149671329268269,6
533,NE,Novel,Preinduction,Novel_interaction,-0.4438243259099521,1.2689259438499179,3
533,NE,Novel,Preinduction,Social_interaction,0.7368363765553202,6.949819745336516,3
541,NE,Novel,Preinduction,Novel_interaction,4.221266778197357,5.500774243042729,1
541,NE,Novel,Preinduction,Social_interaction,1.7441103799362638,0.7070256043764568,6
588,NE,Novel,W1,Novel_interaction,-1.0074661501108566,2.7021480193046483,6
588,NE,Novel,W1,Social_interaction,-1.2774497757022045,0.9334803538967504,4
566,NE,Novel,W1,Novel_interaction,-0.1543124495850079,1.4318140808170299,8
566,NE,Novel,W1,Social_interaction,-0.3763087663629916,0.15398945642448,15
580,NE,Novel,W1,Novel_interaction,0.41939045716294,1.7575822348979684,5
580,NE,Novel,W1,Social_interaction,0.26195873592746044,0.2135885183708581,11
533,NE,Novel,W1,Novel_interaction,-0.5013050969925866,1.723202514563001,7
533,NE,Novel,W1,Social_interaction,-0.6351007111484163,1.6212965927009797,4
541,NE,Novel,W1,Novel_interaction,-0.19494423567456462,2.0161197665750863,6
541,NE,Novel,W1,Social_interaction,1.2920643611662626,3.234712899506529,5
588,NE,Novel,W2,Novel_interaction,-0.0576787876256612,1.924488723837084,8
588,NE,Novel,W2,Social_interaction,-0.7219851296246915,0.5466675219251865,9
590,NE,Novel,W2,Novel_interaction,0.30020055006927693,1.6433817296678594,13
590,NE,Novel,W2,Social_interaction,0.26004398762874453,0.6033820673295368,8
566,NE,Novel,W2,Novel_interaction,0.06920798156011454,1.1100734318311518,18
566,NE,Novel,W2,Social_interaction,0.9910701245603714,-0.011050463081345496,8
580,NE,Novel,W2,Novel_interaction,-0.1620691701942542,0.09148138719133758,8
580,NE,Novel,W2,Social_interaction,-0.1266332702073471,-0.19350545034355385,9
533,NE,Novel,W2,Novel_interaction,0.12777874770289185,1.609444389811909,12
533,NE,Novel,W2,Social_interaction,-0.05240808644300543,0.6398646338996176,8
541,NE,Novel,W2,Novel_interaction,2.499207744521685,0.21448319966765733,7
541,NE,Novel,W2,Social_interaction,0.4553250887426221,1.7732242879752935,15
