syllable,centroid x,centroid y,heading,latent_state 0,latent_state 1,latent_state 2,latent_state 3,latent_state 4,latent_state 5,latent_state 6
68,101.5788,801.1019,-0.2966,3.5672,-0.9921,2.0438,-4.7215,-2.0151,0.0693,1.6015
68,100.3456,800.6898,-0.7873,0.8347,-1.5199,-0.5129,-1.467,-2.6549,-3.6928,-0.0891
68,100.091,800.6963,-0.4819,1.0011,0.2282,-0.1066,0.6303,-1.0588,-0.6824,0.3163
68,100.2167,802.1543,-0.5469,1.0039,0.5188,-0.7631,0.6708,-0.4989,-0.9817,0.276
68,99.6193,801.302,-0.6269,0.9209,0.2095,-0.6354,0.6809,-0.7784,-1.0049,-0.3538
68,99.2244,800.3726,-0.3959,0.8199,-0.1241,-0.7897,0.4756,-0.6313,-1.7924,0.1569
41,98.6711,799.1512,-0.4394,0.8937,0.1076,-0.7938,0.5377,-0.5814,-1.3151,0.025
41,98.5018,800.0674,-0.4646,0.8448,-0.1985,-0.9425,0.5569,-0.5816,-1.5691,0.2895
41,100.4156,800.9785,-0.3648,0.7639,-0.2547,-1.076,0.3446,-0.6856,-1.0061,0.1128
41,103.278,801.8538,-0.3267,0.6478,-0.3564,-1.0034,0.4474,-0.4894,-1.1204,0.0857
41,103.8038,801.7926,-0.2761,0.6482,-0.2244,-1.1837,0.234,-0.5543,-1.2346,0.0811
41,105.0997,802.6837,-0.2582,0.5966,-0.3034,-1.0379,0.2694,-0.421,-0.8375,-0.1487
41,106.7104,804.3079,-0.2278,0.5369,-0.2584,-1.12,0.2549,-0.3059,-1.1568,-0.0593
41,107.7023,804.699,-0.1652,0.508,-0.1316,-0.9405,0.3004,-0.2515,-0.9897,-0.2189
41,109.3428,805.6504,-0.0877,0.3836,-0.1823,-0.8977,0.211,-0.4459,-0.9203,-0.1797
41,109.6288,806.3268,-0.1262,0.3704,-0.0421,-0.9199,0.3269,-0.4942,-1.11,-0.0414
41,110.9706,806.6847,-0.1383,0.3468,-0.0598,-0.9142,0.0997,-0.6172,-1.0457,-0.2651
41,109.7475,807.1852,-0.1896,0.3819,-0.1089,-0.8313,0.2007,-0.6889,-1.0038,0.174
41,108.9364,806.8458,-0.1593,0.3987,-0.0985,-0.7516,0.2943,-0.6025,-0.5502,-0.1128
41,108.9612,805.6634,-0.1881,0.4178,-0.0115,-0.5322,0.3275,-0.8272,-0.8213,0.297
41,109.0945,805.397,-0.228,0.4203,0.0108,-0.5532,0.3746,-0.6337,-0.5144,0.1826
41,109.1377,805.0555,-0.2477,0.4093,0.1142,-0.6249,0.1829,-0.8024,-0.5618,0.1993
41,109.2918,804.591,-0.2799,0.4248,0.0925,-0.5091,0.2988,-0.7406,-0.4342,0.3717
41,109.1825,804.8067,-0.2826,0.3321,-0.0322,-0.5126,0.1722,-0.7865,-0.4967,0.3175
41,109.7491,805.1692,-0.2254,0.4186,0.016,-0.5502,0.0482,-0.7725,-0.2551,-0.0737
41,109.6538,804.9309,-0.2373,0.4954,-0.0622,-0.4573,-0.0667,-0.8528,-0.2369,0.3178
41,110.5113,805.0448,-0.2568,0.6049,0.1386,-0.5506,0.1268,-0.8237,-0.3158,0.2842
41,110.6484,804.8715,-0.2757,0.5292,0.19,-0.3699,0.1375,-1.1404,-0.4819,0.3607
41,109.5417,805.3528,-0.2658,0.4959,0.1247,-0.2779,0.1454,-1.0504,-0.4164,0.5333
41,109.0227,805.3871,-0.2562,0.3626,0.2016,-0.4236,-0.1264,-1.0356,-0.4231,0.45
41,108.0113,803.403,-0.2194,0.4005,0.2741,-0.3389,0.1305,-1.0711,-0.1099,0.2392
41,108.1845,802.4805,-0.2897,0.4814,0.3007,-0.2907,0.1418,-0.7436,-0.1807,0.3156
41,107.8034,802.6219,-0.3245,0.4684,0.2956,-0.1418,0.1847,-0.6962,-0.0891,0.5618
41,107.15,802.4265,-0.3443,0.4857,0.3754,-0.2744,0.1694,-0.8385,-0.2295,0.3817
41,107.4673,801.8448,-0.3839,0.5145,0.469,-0.0722,0.2062,-0.8927,0.0687,0.4405
41,106.8744,801.9317,-0.4298,0.4919,0.4689,-0.1834,0.1277,-0.9859,-0.0085,0.5951
41,107.2247,802.8397,-0.3883,0.4513,0.4266,-0.0135,0.1018,-0.9166,0.2688,0.4906
41,107.3959,802.8702,-0.4324,0.3899,0.5327,-0.0676,0.1668,-0.6487,0.2985,0.3032
41,107.3176,804.2324,-0.424,0.4789,0.523,0.0164,0.3032,-0.8173,0.3685,0.3972
41,107.7906,804.788,-0.4551,0.4525,0.545,0.05,0.3034,-0.6176,0.5579,0.3748
41,108.3117,806.0794,-0.4464,0.4936,0.5335,0.2719,0.3067,-0.715,0.6422,0.3519
41,107.9847,806.0397,-0.5227,0.5594,0.6423,0.17,0.7698,-0.7212,0.2628,0.3337
41,108.2095,805.6288,-0.4491,0.7325,0.7962,0.2407,0.9414,-0.6725,0.4397,0.0202
