syllable,centroid x,centroid y,heading,latent_state 0,latent_state 1,latent_state 2,latent_state 3,latent_state 4,latent_state 5,latent_state 6
7,315.6595,246.2245,-2.9859,0.6019,0.102,-0.3145,-1.5261,-0.2029,-0.6174,8.0952
7,314.0807,246.164,-2.7949,-0.8485,0.0537,-0.3433,0.196,2.1771,2.6429,-0.0469
7,312.9183,245.1822,-2.9122,-0.7198,0.6913,-0.8202,0.4297,-1.256,-0.987,0.729
7,312.0135,243.4667,-2.8921,-0.8945,0.6071,-1.3928,0.6465,-0.5918,0.4379,0.7725
7,310.9669,240.5114,-2.8996,-0.9845,0.6531,-1.0671,0.3628,-0.6847,-0.6382,0.4296
7,309.7683,236.7634,-2.857,-0.9969,0.5543,-1.2527,0.4005,-0.6156,-0.0853,0.4327
7,308.8459,233.8761,-2.8479,-0.9164,0.4199,-1.1264,0.4594,-0.6385,-0.3657,-0.075
8,307.3207,231.0252,-2.7876,-0.8722,0.3732,-0.9566,0.5008,-0.7213,-0.2411,0.0556
8,306.3005,228.3897,-2.7474,-0.7694,0.4584,-1.3019,0.5631,-0.5962,-0.1139,-0.0243
8,303.9103,226.53,-2.7017,-0.6556,0.4978,-0.98,0.4498,-0.6224,-0.1409,0.0962
8,302.9457,224.0897,-2.6612,-0.8195,0.5063,-1.1337,0.4524,-0.4632,0.0801,-0.0058
8,301.3562,222.4856,-2.6709,-1.0179,0.3812,-0.7375,0.6724,-0.3176,-0.187,0.1875
8,298.444,219.7243,-2.6392,-1.0675,0.3301,-0.8332,0.4452,-0.4228,0.0049,0.1422
8,295.3445,217.4023,-2.5916,-1.0982,0.5184,-0.8754,0.7733,-0.6535,-0.1352,-0.1198
8,291.5901,214.5918,-2.6338,-1.0541,0.522,-0.554,0.8707,-0.6233,-0.1771,0.2655
8,287.7785,210.852,-2.5796,-1.0917,0.4765,-0.2637,1.003,-0.4438,-0.1421,-0.1749
8,283.5725,207.284,-2.5317,-1.142,0.6201,-0.4244,1.157,-0.5679,-0.0797,-0.2236
8,279.4348,203.6833,-2.5204,-1.2298,0.5419,-0.5946,1.0449,-0.5381,-0.017,-0.3234
8,274.6176,200.8222,-2.4866,-1.1277,0.5554,-0.4954,1.01,-0.5727,-0.056,-0.0987
8,271.1553,198.2299,-2.452,-1.2374,0.4941,-0.6927,0.8765,-0.773,-0.0521,-0.1766
8,266.7988,193.4138,-2.4538,-1.3111,0.4616,-0.7771,0.865,-0.6682,-0.069,-0.1015
8,263.4794,190.4019,-2.4695,-1.1846,0.4285,-0.9671,0.8859,-0.6611,-0.2214,-0.0566
8,259.6311,186.5566,-2.4969,-1.1679,0.54,-0.9642,0.8919,-0.6998,0.064,-0.1771
8,256.8602,183.5981,-2.5108,-1.0815,0.5005,-0.9768,0.8957,-0.6039,-0.067,-0.2535
8,252.6207,180.5985,-2.5207,-1.1728,0.39,-1.0761,1.07,-0.5774,-0.0481,-0.2688
8,249.7223,177.4448,-2.544,-1.2504,0.4965,-1.0204,1.0255,-0.6348,0.2719,-0.3038
8,247.6636,175.1746,-2.5161,-1.0295,0.5295,-0.9491,1.1344,-0.4358,0.1777,-0.438
8,245.9784,172.0159,-2.5186,-1.2034,0.3857,-0.9165,0.9603,-0.4346,0.3383,-0.2181
8,243.6904,168.9952,-2.4478,-1.1359,0.4956,-1.0568,1.154,-0.4925,0.2688,-0.2969
8,242.5323,165.4441,-2.4207,-1.0367,0.4832,-0.8501,1.065,-0.5203,0.19,-0.3121
8,239.9861,160.7721,-2.3724,-0.9718,0.4617,-0.9693,1.0757,-0.54,0.1655,-0.366
8,238.1081,157.3209,-2.3565,-0.8851,0.4953,-0.9213,1.2139,-0.4958,0.0827,-0.5343
8,236.0987,154.2868,-2.3261,-1.03,0.3994,-1.0403,1.1311,-0.7282,-0.124,-0.3354
8,235.1941,151.2462,-2.2554,-0.9773,0.4219,-1.1773,1.1277,-0.6209,-0.0546,-0.2155
8,234.3459,149.8674,-2.2835,-1.2585,0.3254,-1.081,1.0297,-0.5932,-0.05,-0.1391
8,231.5929,147.6015,-2.2342,-1.0903,0.2842,-1.1085,0.9989,-0.5916,-0.3024,-0.3226
8,230.0969,145.0081,-2.2242,-1.1732,0.3178,-1.0178,0.987,-0.673,-0.199,-0.4616
8,227.834,141.7578,-2.2444,-1.198,0.3499,-1.1503,0.8539,-0.7765,-0.5786,-0.4541
8,225.5873,137.5253,-2.231,-1.2373,0.5396,-1.2252,0.9352,-0.7442,-0.6241,-0.8814
8,223.5761,132.8004,-2.2924,-1.1866,0.5938,-1.3734,1.0169,-0.8649,-0.3468,-1.0594
8,222.7977,128.1411,-2.2688,-1.1127,0.5273,-1.2925,1.1708,-0.6423,-0.1473,-0.9486
8,220.8412,124.3886,-2.273,-1.2432,0.5899,-1.2342,1.0894,-0.705,-0.1064,-0.7754
8,218.0264,119.8244,-2.3216,-1.2049,0.5231,-1.1362,1.0522,-0.6216,0.1993,-0.7966
8,215.4422,116.6369,-2.2798,-1.2588,0.5242,-1.07,1.0183,-0.6281,0.1845,-0.8835
8,213.5585,114.4119,-2.2793,-1.2464,0.6038,-1.1921,0.8644,-0.5986,0.0034,-0.7569
8,210.6217,111.2125,-2.2927,-1.5077,0.5089,-1.1251,0.8999,-0.79,-0.093,-0.7295
8,207.3503,108.4329,-2.2965,-1.4032,0.5767,-0.9315,1.0391,-0.8187,-0.3278,-0.5311
8,204.7045,106.2736,-2.2753,-1.4144,0.6431,-1.0157,0.9936,-0.8171,-0.3419,-0.3147
8,201.5887,102.628,-2.3083,-1.3434,0.7588,-1.031,1.0084,-0.7998,-0.1797,-0.5936
8,199.5143,100.8161,-2.2925,-1.428,0.6523,-1.0326,1.1431,-0.7764,-0.4404,-0.2829
8,196.1937,97.6448,-2.2709,-1.2714,0.6497,-1.0124,0.9211,-0.5684,-0.1628,-0.3918
8,193.1656,94.23,-2.2533,-1.317,0.5695,-0.9833,0.9743,-0.5794,-0.2934,-0.4053
8,190.6232,91.6399,-2.2784,-1.533,0.4398,-0.9463,0.829,-0.6045,0.0149,-0.3663
8,189.0858,89.5799,-2.3317,-1.4074,0.5616,-1.0121,0.7283,-0.4294,0.1155,-0.3647
8,187.0998,87.6382,-2.3492,-1.3777,0.4651,-0.9806,0.6782,-0.541,0.1087,-0.3006
8,185.0911,85.6485,-2.383,-1.2673,0.3624,-1.1757,0.6046,-0.392,0.4161,-0.5854
8,183.9352,84.1664,-2.4164,-1.2971,0.2487,-1.4913,0.5338,-0.3215,0.4234,-0.7499
8,182.9667,82.1438,-2.4193,-1.1653,0.1738,-1.4566,0.5851,-0.134,0.4725,-0.4126
8,181.9491,80.8159,-2.4637,-1.3017,0.1735,-1.6373,0.4284,-0.1296,0.4154,-0.5047
8,181.1405,79.7448,-2.4203,-1.3046,0.2062,-1.6788,0.4261,-0.2948,0.5487,-0.8048
8,180.0628,78.1253,-2.4172,-1.2515,0.1345,-1.7882,0.5375,-0.3078,0.6608,-0.6624
8,179.722,76.9033,-2.466,-1.1156,0.3388,-1.7433,0.3987,-0.3025,0.6328,-0.6286
8,177.9428,76.2017,-2.4313,-1.3147,0.431,-1.6436,0.5437,-0.2817,0.4429,-0.5163
8,175.8761,74.1183,-2.4726,-1.2574,0.402,-1.7502,0.6466,-0.3818,0.4874,-0.4545
8,173.277,73.109,-2.4393,-1.2824,0.4504,-1.5761,0.5407,-0.4042,0.3131,-0.3598
8,171.6289,72.3943,-2.4721,-1.278,0.4335,-1.4624,0.5313,-0.4179,0.3011,-0.1775
8,169.5977,71.5051,-2.4436,-1.3416,0.4417,-1.5562,0.5212,-0.3331,0.2351,-0.2585
8,166.9502,69.9608,-2.5073,-1.4539,0.3992,-1.4443,0.5305,-0.4988,0.3665,-0.0199
8,164.0488,68.5966,-2.5033,-1.292,0.4834,-1.2901,0.496,-0.7488,0.3856,0.0642
8,162.2078,69.4149,-2.4813,-1.2636,0.5149,-1.3413,0.4659,-0.3234,0.5104,0.0317
8,158.9462,68.563,-2.5144,-1.1003,0.5043,-1.4004,0.4424,-0.5642,0.404,0.1275
8,157.0412,68.168,-2.5447,-1.0864,0.5544,-1.2329,0.5821,-0.7353,0.6753,0.2481
8,153.8094,67.8637,-2.4923,-1.1056,0.5559,-1.1286,0.3966,-0.7453,0.9126,0.3458
8,152.2486,68.2208,-2.5907,-1.0327,0.5556,-1.2159,0.3685,-0.8374,0.7543,0.4569
8,150.0438,68.2333,-2.5898,-1.1355,0.549,-0.8511,0.4718,-0.8621,0.7745,0.4722
8,147.7806,67.1207,-2.6153,-1.1377,0.6037,-1.0595,0.5446,-1.0212,0.6423,0.3375
8,144.041,66.7292,-2.6464,-1.3217,0.4285,-1.0081,0.5999,-0.7266,0.4694,0.0083
8,142.1595,65.8852,-2.7297,-1.1082,0.6316,-1.422,0.4737,-0.7604,0.4895,-0.1195
8,139.2552,65.3869,-2.7501,-1.1192,0.5699,-1.1764,0.5452,-0.7842,0.5906,0.1352
8,135.4107,63.8173,-2.8078,-1.1239,0.5113,-1.2933,0.7213,-0.6625,0.5032,-0.1431
8,131.834,64.6656,-2.8478,-1.1468,0.5472,-1.2683,0.8459,-0.7241,0.658,0.1454
8,128.5481,64.0364,-2.9264,-1.1907,0.6648,-1.1882,0.8792,-0.6017,0.6734,-0.2672
8,126.2981,63.8481,-2.9742,-1.1946,0.7175,-0.9916,0.8781,-0.7881,0.5499,0.1017
8,122.3491,63.6963,-2.9738,-1.2096,0.6643,-1.0546,0.9664,-0.5768,0.6844,0.01
8,118.9244,63.3643,-3.0581,-1.2301,0.7328,-0.9389,0.9119,-0.5982,0.6304,-0.2661
8,114.2869,62.6633,-3.0553,-1.2795,0.674,-0.9743,1.1144,-0.4943,0.9089,-0.1499
8,109.4193,62.6155,-3.0907,-1.2159,0.6351,-1.1109,0.9655,-0.2951,0.6629,-0.389
8,107.2791,62.5785,-3.0321,-1.1548,0.6844,-1.3591,0.8669,-0.4037,0.666,-0.5258
8,104.6611,62.1444,-3.0789,-1.2009,0.8557,-1.3606,0.9016,-0.3512,0.8769,-0.6351
8,101.9233,61.1428,-3.0733,-1.1876,0.9654,-1.3106,0.9944,-0.2307,0.823,-0.7494
8,100.5028,61.2661,-3.0418,-1.2198,0.8254,-1.2286,0.9524,-0.3271,1.015,-0.583
8,100.4413,61.773,-3.0584,-1.2381,0.8755,-0.9782,0.8686,-0.0467,0.814,-0.6029
8,100.3486,62.1736,-3.0871,-1.1567,0.6782,-0.8845,0.8614,-0.1331,0.7387,-0.2102
8,100.1196,63.1929,-3.0505,-1.1806,0.813,-0.9281,0.8693,-0.3324,0.8054,-0.3312
8,99.1328,61.9284,-3.1075,-1.2189,0.8321,-0.9111,0.9591,-0.1937,0.7234,-0.119
8,98.4316,61.3745,-3.103,-1.2801,0.9786,-1.0583,1.176,0.0637,0.6902,-0.4993
8,98.3069,62.0525,-3.0826,-1.3719,0.9373,-1.0795,1.1723,-0.0821,0.5942,-0.6228
8,97.6311,61.6977,-3.0542,-1.3012,0.6968,-1.1668,1.1681,-0.143,0.5874,-0.4478
8,97.1599,61.4143,-3.1115,-1.435,0.7703,-0.6384,1.2515,-0.2235,0.5491,-0.5054
8,97.9366,61.7611,-3.0666,-1.2629,0.7672,-0.5612,1.1871,-0.0966,0.4827,-0.6387
8,99.1275,62.3854,-3.1046,-0.9997,0.7796,-0.4985,1.4094,-0.2054,0.2066,-0.656
8,99.6048,63.1269,3.1025,-0.8477,0.943,-0.3962,1.3749,0.0281,0.1778,-0.5626
8,101.2357,63.5368,3.1034,-0.7244,1.0704,-0.3477,1.4423,0.0628,0.049,-0.5142
8,102.1025,63.5737,3.0985,-0.659,0.973,-0.3602,1.5127,0.0402,-0.1417,-0.5395
8,103.4354,62.2368,3.0256,-0.6449,0.9362,-0.3016,1.4597,-0.0867,-0.1137,-0.133
8,105.5396,61.1441,3.0589,-0.4336,0.9759,-0.2875,1.4623,-0.053,-0.4535,-0.1173
8,105.8246,60.9072,3.1005,-0.5568,1.0386,-0.1291,1.4731,-0.0238,-0.3771,-0.245
8,105.8224,61.1486,3.0457,-0.4896,1.2174,-0.2278,1.6762,0.0214,-0.5556,-0.4323
8,106.7739,59.762,3.042,-0.4824,1.0856,0.0878,1.7307,0.0058,-0.5205,-0.3522
8,105.3616,60.0694,3.0624,-0.5869,1.2376,-0.1614,1.6837,0.0485,-0.3136,-0.3531
8,104.7876,59.9941,3.0628,-0.497,1.0591,-0.1329,1.6988,0.1326,-0.2986,-0.2819
8,103.8194,59.5177,3.0686,-0.6631,1.0906,-0.1133,1.6953,0.2043,-0.0764,-0.3122
8,103.6734,60.0294,3.0411,-0.7024,1.0613,-0.153,1.6167,0.3553,0.0493,-0.1522
8,103.1446,60.327,3.0592,-0.7038,1.0133,0.003,1.7632,0.1583,0.116,-0.0855
8,103.2606,60.2263,3.0887,-0.5736,1.1188,-0.174,1.8191,0.287,0.1875,-0.0698
8,103.4191,60.6759,3.0417,-0.4724,1.1346,-0.1842,1.9565,0.2324,-0.0074,-0.095
8,104.3117,62.0891,3.045,-0.4474,1.2156,-0.2519,1.8301,0.4842,0.1503,-0.2981
8,104.904,62.5451,3.0623,-0.4822,1.1281,-0.4853,1.7296,0.2316,0.1978,-0.355
8,104.5561,62.8312,3.0556,-0.2883,1.1385,-0.2926,1.7795,0.1562,-0.0003,-0.1085
8,104.6707,63.0385,3.0631,-0.3892,1.0589,-0.283,1.5898,0.3861,-0.0109,-0.0636
8,104.9257,63.1874,3.0275,-0.3577,1.2049,-0.0656,1.6002,0.302,0.0802,0.2308
8,104.6356,65.1243,2.9629,-0.449,1.1893,-0.2431,1.7385,0.4337,-0.1934,0.1104
8,104.3244,66.324,2.9682,-0.43,1.1623,-0.236,1.6452,0.4086,0.0241,0.1248
8,102.3108,65.7594,2.9525,-0.5363,1.1552,-0.3574,1.6577,0.4553,0.0104,0.1073
8,101.3567,65.383,2.9996,-0.593,1.2231,-0.3977,1.5199,0.4253,0.1305,0.2212
8,101.1533,65.468,3.0225,-0.54,1.1456,-0.4405,1.503,0.5015,0.2805,0.3253
8,100.6949,64.9742,3.0159,-0.4619,1.097,-0.5197,1.3732,0.7947,0.0594,0.0529
8,100.4479,64.7074,3.0323,-0.5148,1.1584,-0.6497,1.4326,0.6395,-0.0721,0.1049
8,99.974,63.6928,3.0113,-0.5096,1.1055,-0.6076,1.4154,0.6424,0.1053,0.04
8,100.3481,63.5997,3.025,-0.455,1.2274,-0.3706,1.513,0.5654,-0.0463,-0.1496
8,100.7712,63.198,3.0708,-0.4485,1.2259,-0.3549,1.5749,0.446,-0.2034,-0.1159
8,100.1979,63.7144,3.0711,-0.5268,1.0758,-0.3523,1.7467,0.5922,-0.128,-0.3789
8,100.7555,63.1619,3.0252,-0.3553,1.1881,-0.2683,1.822,0.5983,-0.3568,-0.3668
8,100.7211,62.4558,3.054,-0.6765,1.0389,-0.1972,1.7142,0.3286,-0.2577,-0.3097
8,99.9263,62.1441,3.0645,-0.4963,1.0389,-0.2666,1.6793,0.6394,-0.3142,-0.5714
8,99.4013,62.069,3.1023,-0.5157,1.0608,-0.3683,1.5726,0.3785,-0.1796,-0.4421
8,99.7351,61.3729,3.0992,-0.4876,0.9727,-0.4141,1.5651,0.2781,-0.0966,-0.2783
8,99.1186,60.3004,3.1234,-0.5788,0.9845,-0.6003,1.5022,0.2266,0.1625,-0.1616
8,98.6214,61.2885,3.1024,-0.5921,0.9262,-0.4722,1.3645,0.4813,0.4123,-0.1528
8,97.7067,61.2663,3.08,-0.6287,0.9393,-0.6224,1.3006,0.1683,0.4149,-0.0851
8,97.3355,62.7425,3.0561,-0.5537,1.0007,-0.5801,1.2577,0.2334,0.6541,-0.2286
8,96.0139,62.1956,3.0828,-0.4614,1.0377,-0.394,1.3911,0.1971,0.5098,-0.1597
8,96.6032,63.1445,3.0895,-0.5393,1.1837,-0.3782,1.4271,0.2527,0.5784,0.0217
8,94.9443,62.9498,3.0084,-0.6294,1.1645,-0.222,1.6066,0.112,0.3855,0.1675
8,94.2611,62.2667,3.0141,-0.714,1.1249,-0.3872,1.6277,0.0188,0.2913,0.156
8,94.2862,62.9205,2.9902,-0.6705,1.1085,-0.0575,1.5622,-0.0897,0.2817,0.1668
8,94.0288,63.4267,2.966,-0.5787,1.1081,-0.0879,1.7672,0.0212,0.1153,0.309
8,93.8184,63.1698,3.0158,-0.6428,1.1008,-0.0671,1.4155,0.0921,-0.0223,0.3049
8,93.3193,63.5794,3.0054,-0.5477,1.0948,-0.1819,1.5114,0.0325,0.1057,0.198
8,92.9895,63.7351,2.9883,-0.521,0.9606,-0.2251,1.4909,-0.141,0.0117,0.0842
8,93.631,64.2559,3.0005,-0.5013,0.9846,-0.177,1.568,0.0834,0.0289,0.0498
8,94.2515,64.6633,2.9605,-0.3952,0.9647,-0.1077,1.6017,0.0867,0.1274,-0.0441
8,94.4226,65.0127,2.9414,-0.3189,0.7713,0.0349,1.6396,0.222,0.0224,0.3712
8,95.2453,64.4692,2.9665,-0.4906,0.9805,0.0611,1.7592,0.092,-0.066,0.0006
8,96.0714,63.8557,2.9901,-0.4278,1.0768,0.1919,1.7917,0.0507,-0.0512,0.1746
8,96.7004,62.9204,2.9673,-0.4488,1.2322,0.1507,1.7558,-0.0146,-0.0869,-0.0215
8,99.0416,63.0992,2.9541,-0.3788,1.2224,-0.0451,1.7617,0.0696,-0.1027,0.1184
8,99.5776,63.7681,2.9994,-0.3119,1.2578,-0.28,1.8745,-0.0042,0.0096,0.1201
8,100.4465,64.4433,3.0415,-0.2985,1.1643,-0.1222,1.8091,0.0348,-0.1763,-0.0862
8,99.8633,65.1111,2.9833,-0.2117,1.295,-0.0218,1.8989,0.1602,-0.0217,-0.0652
8,100.4718,65.3947,3.0053,-0.1308,1.0673,0.0364,2.1158,0.2296,0.117,0.1932
8,100.2523,65.1366,2.9571,-0.308,0.9901,-0.2522,1.8881,0.261,0.2287,0.2153
8,100.2655,65.6257,3.0059,-0.288,1.079,-0.3636,1.7511,0.3622,0.3196,0.1948
8,100.9388,65.6784,2.9476,-0.3798,1.0388,-0.4043,1.7953,0.3417,0.3339,0.1589
8,100.98,66.3217,2.9601,-0.3466,1.0052,-0.3556,1.5956,0.4188,0.4573,0.1485
8,100.8514,66.8504,2.9579,-0.414,1.1355,-0.363,1.5822,0.5487,0.6471,-0.0435
8,100.0917,67.381,2.9796,-0.4241,1.0999,-0.3157,1.5359,0.3157,0.5146,0.0379
8,99.7629,67.9656,2.9679,-0.3524,1.0805,-0.3369,1.7823,0.4998,0.7632,-0.0748
8,98.7667,68.7715,2.9504,-0.2563,1.1186,-0.2672,1.6556,0.3603,0.9622,0.0974
8,99.1132,69.4967,2.942,-0.4109,1.2091,-0.4365,1.7539,0.2262,0.802,-0.1907
8,97.7288,70.1356,2.9383,-0.65,1.1272,-0.3212,1.5653,0.4423,0.6574,-0.1514
8,96.4894,72.0227,2.9361,-0.6979,1.1123,-0.2801,1.4496,0.2372,0.76,0.1239
8,94.8867,71.8706,2.9024,-0.6481,0.9236,-0.3681,1.2206,0.4532,0.6581,0.0009
8,94.7463,72.2679,2.9253,-0.8063,0.9415,-0.2882,1.2717,0.3551,0.658,-0.0702
8,94.1733,71.7453,2.9242,-0.6676,1.0037,-0.3512,1.2967,0.4062,0.7777,-0.2206
8,94.1274,71.2225,2.9612,-0.6339,0.7998,-0.3072,1.2526,0.3551,0.8565,-0.1485
8,93.9706,71.4381,2.932,-0.775,0.677,-0.4236,1.0979,0.3229,0.9375,-0.1394
8,93.4883,71.5905,2.988,-0.7572,0.7799,-0.4819,1.0273,0.3761,0.8644,-0.1688
