mouse_id,week,behavior,mean_dFF
533,Preinduction,Sniffing,0.46977818183271197
566,Preinduction,Sniffing,-0.5098179608524572
580,Preinduction,Sniffing,-0.7921585381788655
588,Preinduction,Sniffing,-0.006760632416145274
590,Preinduction,Sniffing,-1.1613723694956626
