syllable,centroid x,centroid y,heading,latent_state 0,latent_state 1,latent_state 2,latent_state 3,latent_state 4,latent_state 5,latent_state 6
3,153.4589,809.6414,-2.7955,-1.1466,2.5722,1.5496,-1.423,1.5838,0.2598,-3.7692
3,153.3344,808.858,-2.9239,-2.1364,-0.2219,0.5457,-0.8155,0.5583,-1.3228,-4.7704
3,151.9524,808.6831,-2.7839,-1.0307,0.0975,-1.3613,-0.0019,-0.1986,0.5748,-0.4899
3,149.9393,808.4337,-2.8228,-1.1829,0.3378,-1.7214,0.1426,-0.2784,-0.1665,-0.5923
3,146.2509,808.0028,-2.8707,-1.2064,0.2687,-1.7838,0.2199,-0.1064,0.1273,-0.2539
3,141.8276,807.6057,-2.9148,-1.145,0.3485,-1.446,0.2981,-0.4458,-0.0214,-0.1613
3,137.509,805.6526,-2.8789,-1.0893,0.5189,-1.4128,0.526,-0.3287,-0.1108,-0.2023
3,133.335,804.9725,-2.7969,-1.0754,0.5137,-1.1178,0.4976,-0.4222,0.0409,-0.2136
3,128.7608,804.9334,-2.8661,-1.1932,0.5796,-1.0621,0.5675,-0.5493,-0.3811,-0.355
3,124.2767,804.3965,-2.8035,-1.1813,0.5201,-1.0867,0.7415,-0.3845,-0.1099,-0.6106
3,121.0614,805.2303,-2.8532,-1.1574,0.5297,-0.9133,0.6809,-0.6185,-0.1592,-0.5997
3,118.6417,805.6173,-2.8594,-1.1361,0.4094,-1.1042,0.6614,-0.4615,-0.3258,-0.6203
3,116.1049,806.2467,-2.8587,-1.0494,0.4229,-1.0779,0.6464,-0.4453,-0.4963,-0.4147
3,114.3429,806.4636,-2.8921,-1.1253,0.4688,-1.1053,0.5333,-0.4926,-0.1921,-0.5655
3,111.9173,806.2581,-2.9284,-0.8964,0.5186,-0.9701,0.4043,-0.3941,-0.4588,-0.3365
3,109.8822,807.634,-3.0186,-0.956,0.6142,-0.8734,0.7578,-0.4618,-0.4527,-0.5254
3,109.5615,809.9259,-3.0689,-0.8064,0.6126,-0.6749,0.6311,-0.488,-0.1405,-0.1685
3,109.2751,811.4424,-3.0557,-0.8353,0.7216,-0.5964,0.5192,-0.4709,-0.0929,-0.2588
3,109.8321,813.4881,-3.12,-0.7286,0.5943,-0.7063,0.6272,-0.2211,0.1015,-0.26
3,110.999,816.0187,-3.1227,-0.6939,0.714,-0.6526,0.5867,-0.1834,0.0862,-0.1695
3,111.8045,817.6667,3.0668,-0.6348,0.9621,-0.8085,0.792,-0.1016,0.053,0.0612
3,111.0593,819.1328,3.0224,-0.6915,0.8408,-0.5584,1.1366,0.0339,0.4466,-0.1614
3,109.2562,821.6705,3.0181,-0.8336,1.0604,-0.6385,1.4201,-0.0874,0.2132,-0.1457
3,108.5575,823.2448,2.9867,-0.9898,1.0399,-0.5062,1.5796,-0.0067,0.3653,-0.3472
3,108.7848,824.8718,2.9208,-0.964,1.1099,-0.3341,1.4614,-0.2207,0.3054,-0.2617
3,105.6877,826.5305,2.9061,-1.147,1.0852,-0.4057,1.5777,-0.0532,0.4304,-0.3134
