genotype,trial_type,analysis_window,n_trials,n_animals,mean_duration_s,mean_n_peaks,mean_transient_freq_per_min,sem_transient_freq_per_min,mean_peak_amp_z,sem_peak_amp_z
NE,Hab,Entire_trial,18,6,299.8445902222225,36.833333333333336,7.370492051499094,0.35007687592849124,2.7786863359246254,0.0579085155008259
NE,Hab,Social_interaction,18,6,24.19483333333333,5.833333333333333,15.604857738328803,1.52110412635852,2.9358721771227874,0.12131627702988818
NE,Novel,Entire_trial,17,6,299.8566927058821,36.11764705882353,7.226958334226853,0.3473405360910412,2.9298649537884516,0.06140058893447414
NE,Novel,Social_interaction,17,6,33.0555294117647,6.764705882352941,16.615964756617267,3.0949919448002516,2.933122137600311,0.08953711122837318
NE,Social,Entire_trial,18,6,299.84678933333333,36.72222222222222,7.3481800198981055,0.39583654654195494,2.797248484992619,0.04223713318323245
NE,Social,Social_interaction,18,6,59.089388888888884,15.666666666666666,18.296124279376947,1.576464622911216,3.060218525925619,0.10367250265275763
