syllable,centroid x,centroid y,heading,latent_state 0,latent_state 1,latent_state 2,latent_state 3,latent_state 4,latent_state 5,latent_state 6
14,533.8682,653.6551,2.2745,-1.5494,2.1175,-2.0901,-1.517,-6.1851,-2.0235,2.1495
14,532.5455,654.378,3.0226,-2.7581,0.6717,3.2853,0.6426,-0.448,-6.6577,2.6104
14,533.1388,655.5518,-1.376,-0.082,0.5129,-0.5783,0.2405,0.1746,0.051,-1.8659
14,533.0531,655.8049,-2.6803,-0.5628,0.1096,0.8975,1.0508,-0.585,-1.1882,0.3739
14,532.3155,655.5139,-3.0964,0.0526,0.0584,-0.5113,0.4238,-0.1475,-0.5392,-0.6103
14,532.7557,656.5856,-3.0722,0.0528,0.1779,0.0628,0.4571,-0.1026,-0.3882,-0.313
14,533.1838,656.5281,0.7478,0.3324,0.0688,-0.4233,0.1767,-0.368,-0.4357,-0.3266
14,532.8747,657.0757,0.3188,0.2528,0.0139,-0.1648,0.4232,-0.1233,-0.1907,-0.2732
14,533.0274,655.4937,1.5607,0.353,0.0578,-0.1974,0.2304,-0.0766,-0.3722,-0.4548
14,535.6799,654.981,2.1694,0.2791,0.0151,-0.1696,0.1858,-0.1318,-0.0967,-0.683
14,535.8312,654.9201,0.1324,0.5033,0.1198,-0.0866,0.2036,-0.1199,-0.077,-0.5728
14,535.3539,656.009,1.0068,0.5482,0.248,-0.1243,0.2362,-0.0382,0.2304,-0.4944
14,534.2557,656.156,0.2287,0.6467,0.2116,-0.4193,0.1108,0.0958,0.1872,-0.6433
14,535.8449,655.1148,-3.106,0.6578,0.0936,-0.3875,0.1685,0.2217,0.1218,-0.5925
14,536.0791,655.5502,-3.0491,0.7338,0.1348,-0.1753,0.2294,0.2422,0.4036,-0.191
14,536.0172,655.8948,-3.1047,0.7539,-0.007,-0.3963,0.1836,0.4552,0.3739,-0.4644
14,535.2347,655.9989,-3.1395,0.8089,-0.0189,-0.036,0.4014,0.6685,0.4994,-0.6765
14,535.0014,655.8661,-3.0729,0.7797,0.0581,-0.357,0.3826,0.5276,0.4133,-0.6851
14,535.0719,656.7175,3.1389,0.7196,0.128,-0.2456,0.6397,0.6098,0.1403,-0.5152
14,535.2312,657.108,-3.128,0.7828,0.1767,-0.1416,0.523,0.5533,0.1966,-0.6085
14,535.4469,657.3216,3.1111,0.8162,0.452,-0.1978,0.8001,0.4454,0.3479,-0.4473
14,533.7279,657.4679,3.0764,0.9671,0.4638,-0.0827,0.5754,0.4526,0.0891,-0.6461
14,534.424,657.1084,3.0889,0.8047,0.4515,-0.1262,0.8091,0.5783,0.1978,-0.3144
14,533.8292,657.9168,3.062,0.7889,0.3131,-0.2116,0.55,0.6522,-0.2376,-0.2876
14,534.2798,657.7077,2.9837,0.7238,0.3401,-0.0241,0.6159,0.482,0.0665,-0.303
14,533.9807,658.5799,0.8674,0.7956,0.229,0.1094,0.445,0.4848,-0.0355,-0.4278
14,532.8409,658.4172,-0.5937,0.5973,0.5008,-0.0355,0.4981,0.5967,-0.0251,-0.6623
14,531.5555,658.1492,3.0461,0.7212,0.3918,-0.0823,0.3006,0.275,-0.0872,-0.5135
14,531.3406,657.3257,0.4077,0.4968,0.3137,-0.1568,0.4209,0.3839,-0.3609,-0.475
14,532.4389,658.0919,-0.2344,0.6347,0.247,-0.0443,0.6007,0.3631,-0.2242,-0.6055
14,531.9183,657.2495,0.9218,0.4135,0.2477,-0.1796,0.629,0.2658,-0.1911,-0.6204
14,531.3447,657.2119,1.1022,0.5967,0.2883,-0.0841,0.9088,0.274,-0.1988,-0.7722
14,531.7142,657.635,-2.251,0.4339,0.2736,0.0326,0.8009,0.3697,-0.3827,-0.7861
14,531.1969,657.5995,2.1838,0.5171,0.2313,0.0967,0.9059,0.3546,-0.3515,-0.7475
14,531.0091,657.143,-1.0328,0.3995,0.3536,0.3598,0.9036,0.3144,-0.36,-0.9292
14,530.3058,657.2257,-0.5245,0.4655,0.3815,0.1724,0.9436,0.4761,-0.2418,-1.2306
14,529.8942,656.7054,-0.1788,0.4495,0.2823,0.1817,0.9787,0.3542,-0.2012,-0.8785
14,528.8651,657.2812,2.1977,0.5038,0.293,0.0357,0.9031,0.3755,-0.4675,-1.0605
14,527.8328,658.1816,3.012,0.3228,0.4916,-0.1008,0.9842,0.1576,-0.2444,-1.2758
14,527.9914,658.0938,1.6322,0.3379,0.3548,0.0537,1.0014,-0.0967,-0.1245,-0.981
14,527.9953,658.1052,-0.4039,0.3153,0.2323,-0.1333,0.7079,0.0299,0.0342,-1.1691
14,527.5654,658.8583,-2.2945,0.2186,0.3685,-0.3004,0.6047,0.2286,0.1379,-1.3801
14,527.8348,659.2968,-2.1193,0.1412,0.3691,-0.5374,0.587,0.1236,0.3309,-1.6002
14,528.4516,660.8367,-1.1533,-0.0629,0.1138,-0.5541,0.4618,0.2854,0.2108,-1.3095
14,528.8499,661.1252,-2.7606,-0.1229,0.1879,-0.47,0.596,0.1113,-0.022,-1.3319
14,528.9031,661.1567,0.4395,-0.1097,0.1657,-0.7524,0.6209,0.1609,-0.2533,-1.2537
14,528.9662,662.8586,-2.0178,0.0201,0.1723,-0.5882,0.3323,0.1034,-0.2022,-1.2581
14,529.6538,662.6605,2.3832,-0.1308,0.0278,-1.1185,0.058,0.053,-0.1957,-1.3099
14,529.7588,662.6325,2.8818,-0.0637,-0.1107,-0.7339,-0.015,0.1574,-0.1445,-1.2232
14,529.6572,663.1123,2.5263,-0.0993,-0.0421,-0.9679,-0.1801,0.0656,-0.263,-1.1287
14,531.2175,662.0514,-0.3788,0.0248,0.155,-0.6538,0.0802,-0.0244,-0.3714,-0.8866
14,530.835,661.6269,1.7558,-0.0078,0.1821,-0.669,-0.0582,-0.2392,-0.7008,-0.4792
14,530.0854,661.7795,2.7363,0.0122,0.3162,-0.5946,0.1294,-0.3675,-0.3969,-0.1504
14,530.8436,662.4375,2.8137,0.0004,0.4179,-0.4973,0.1495,-0.309,-0.359,-0.191
14,529.9401,662.4232,2.778,0.0675,0.507,-0.6892,0.0537,-0.269,-0.0988,-0.128
14,530.7228,663.4226,2.82,0.0316,0.4193,-0.4612,0.1389,-0.1279,-0.1415,-0.3294
14,529.5956,663.3949,2.9602,0.1658,0.298,-0.4212,0.0773,-0.2529,-0.0331,-0.1895
14,528.3613,662.6883,3.0232,0.1124,0.4082,-0.2099,-0.009,-0.1581,0.3061,-0.5187
14,527.6855,663.2865,3.0807,0.3306,0.3885,-0.1924,0.0052,-0.224,0.4009,-0.3213
14,527.1442,663.0908,1.5879,0.314,0.3094,-0.2542,-0.0118,-0.031,0.6604,-0.6804
14,528.0132,664.8368,2.2857,0.2868,0.2021,-0.5606,-0.0707,-0.0829,0.583,-0.4028
14,527.03,663.6577,-1.0636,0.4321,0.1177,-0.627,-0.2729,-0.126,0.7283,-0.2469
48,526.5977,662.6911,0.9153,0.4643,0.0866,-1.7504,-0.5185,-0.2753,0.2099,-0.4186
48,527.2232,662.3239,0.5491,0.4967,-0.1555,-1.9493,-0.9026,-0.3371,-0.7461,-0.3705
48,526.6306,662.3859,-2.9863,0.154,-0.107,-1.6007,-0.6687,-0.2375,-0.1835,-0.7105
48,527.4397,661.6412,3.0731,-0.0097,-0.0272,-1.7894,-0.6532,-0.4992,0.0057,-0.9554
48,526.9586,661.286,-3.0973,0.364,0.4265,-0.3443,-0.0339,-0.3346,0.6693,-0.9566
48,526.0229,660.7517,3.1161,0.698,-0.0188,-0.6711,-0.1757,-0.2002,-0.4819,-1.1556
48,525.4239,661.0475,-3.0373,0.8466,-0.2972,-0.4985,-0.3376,0.0571,0.1299,-0.7147
48,525.3035,660.9481,3.1008,0.8017,-0.208,0.1037,0.163,0.0723,0.2893,-0.6415
48,524.6286,661.1059,-3.0046,0.9951,-0.1417,0.2612,0.1767,-0.1648,1.1299,-0.5404
48,524.8659,660.6926,3.0895,0.6924,-0.1488,-0.3562,-0.2141,-0.3647,0.1137,-0.8151
