syllable,centroid x,centroid y,heading,latent_state 0,latent_state 1,latent_state 2,latent_state 3,latent_state 4,latent_state 5,latent_state 6
17,389.349,60.8488,0.2871,0.4506,3.0105,-2.5725,-2.0214,-2.3526,2.1122,1.5034
17,391.0486,61.685,0.0801,-0.5305,0.099,-0.5794,1.413,-1.9136,1.7512,-0.094
17,391.6447,61.0678,0.0888,0.1745,0.3905,-0.3395,0.0418,-0.2249,-0.7527,-0.5183
17,392.1863,60.3534,0.0987,0.1178,0.5454,-0.3227,0.1985,-0.3523,0.0442,-0.0728
17,391.9653,60.5097,0.0413,0.1945,0.4633,-0.2913,0.0163,-0.6069,-0.6258,-0.1908
17,392.0492,60.9815,0.0939,0.0839,0.4311,-0.3137,-0.1572,-0.39,-0.114,-0.1687
17,392.6084,60.2683,0.068,0.0972,0.5252,-0.4176,-0.0785,-0.498,-0.3325,-0.162
17,392.1135,60.3299,0.1047,0.1127,0.4351,-0.3671,-0.1513,-0.5507,-0.1588,-0.1432
38,392.3504,60.7219,0.1151,0.174,0.4242,-0.54,-0.0713,-0.3721,-0.0381,-0.19
38,392.3936,60.0808,0.0668,0.1226,0.4591,-0.4403,-0.0889,-0.5415,-0.3923,0.0312
38,392.2359,60.5457,0.0718,0.2072,0.5165,-0.342,-0.2914,-0.3936,-0.2326,-0.3774
38,391.8937,60.0837,0.097,0.2218,0.4151,-0.4172,-0.2473,-0.5637,0.0328,-0.2615
38,391.5728,60.8418,0.0607,0.1239,0.4917,-0.5236,-0.2653,-0.6324,-0.4343,-0.2248
38,391.5765,60.1916,0.075,0.1989,0.5066,-0.3386,-0.145,-0.4752,-0.3947,-0.0766
38,391.8119,61.0147,0.1036,0.1147,0.4337,-0.6431,-0.1587,-0.5747,-0.2405,-0.2277
38,391.3884,61.6049,0.0679,0.2448,0.3627,-0.6809,-0.0298,-0.8754,-0.3911,-0.1306
38,392.3757,60.7667,0.026,0.2127,0.5472,-0.3709,-0.1403,-0.7348,-0.4822,-0.2855
38,392.5451,61.656,0.0775,0.1886,0.4108,-0.6875,-0.183,-0.7575,-0.4041,-0.2496
38,392.5017,62.179,0.0889,0.1717,0.3684,-0.6553,-0.1461,-0.7955,-0.2912,-0.1792
38,392.1673,61.7901,0.0734,0.1767,0.5112,-0.5747,-0.143,-0.7176,-0.0956,-0.1753
38,391.946,61.723,0.0915,0.246,0.3998,-0.6488,-0.0695,-0.5702,-0.0579,-0.4411
38,391.5602,61.3888,0.0531,0.1888,0.3718,-0.5741,-0.2305,-0.7259,-0.1873,-0.2165
38,391.8286,62.2446,0.073,0.3118,0.4949,-0.6433,-0.1444,-0.6814,-0.3104,-0.2861
38,392.2354,61.7297,0.0939,0.1644,0.3566,-0.7301,-0.0995,-0.6185,-0.1725,-0.2698
38,392.1345,60.8895,0.0282,0.0403,0.4069,-0.6413,-0.0937,-0.6419,-0.2447,-0.2977
38,391.2022,60.6219,0.0699,0.1238,0.4082,-0.3938,-0.2861,-0.7633,-0.0028,-0.453
38,392.0835,60.3755,0.0692,0.159,0.3145,-0.4881,-0.1169,-0.6523,-0.1045,-0.2707
38,391.2895,60.0416,0.0677,0.1358,0.3558,-0.5375,-0.2376,-0.5969,-0.2558,-0.1181
38,391.6978,60.3791,0.0982,0.1669,0.3285,-0.3534,-0.1563,-0.752,0.0605,-0.458
38,391.2391,60.1032,0.0947,0.0951,0.3362,-0.4312,-0.2641,-0.6604,-0.0255,-0.2299
38,391.4433,59.6094,0.0793,0.1345,0.4312,-0.5457,-0.077,-0.5786,-0.1773,-0.2418
38,391.5177,60.0558,0.0622,0.2602,0.4505,-0.3809,-0.0956,-0.6907,-0.1173,-0.4449
38,391.4217,59.474,0.0726,0.0083,0.5055,-0.4514,0.0348,-0.7688,-0.0224,-0.474
38,391.3453,59.4776,0.0805,0.1161,0.3702,-0.5123,0.0758,-0.7248,-0.3202,-0.2755
38,391.2413,59.4785,0.0815,0.159,0.3614,-0.4544,-0.0808,-0.7459,-0.3485,-0.3859
38,391.2612,59.582,0.1013,0.1401,0.4184,-0.5849,0.003,-0.7069,0.111,-0.2396
38,390.8869,60.1312,0.1055,0.099,0.4134,-0.491,0.1436,-0.7216,-0.1962,-0.4155
