syllable,centroid x,centroid y,heading,latent_state 0,latent_state 1,latent_state 2,latent_state 3,latent_state 4,latent_state 5,latent_state 6
8,98.4921,178.3403,0.7139,3.6633,2.4548,-0.9608,-1.6463,-2.0086,-0.0065,1.9679
8,96.6929,177.0337,0.6911,1.9487,1.8198,-0.3256,-0.1444,0.0423,0.5617,1.4431
8,95.5301,176.8431,0.655,0.8037,0.6391,0.2395,0.3209,0.6772,1.6266,0.2643
8,94.5037,176.7173,0.6904,0.9478,0.5848,0.3738,0.087,0.2597,1.5328,0.7041
8,95.305,176.5146,0.6305,0.7102,0.6717,0.2118,0.1417,0.3849,1.5633,0.5017
8,94.7452,176.8951,0.7061,0.6553,0.6541,0.2376,0.1702,0.1329,1.6564,0.4691
8,94.8191,176.5785,0.6926,0.7838,0.5688,0.1841,0.0587,0.0964,1.478,0.3743
8,94.9683,176.4488,0.6131,0.672,0.5047,0.0764,0.0502,0.2067,1.4922,0.3701
8,94.6704,176.3071,0.6311,0.7348,0.5907,0.083,0.1591,0.0853,1.4006,0.4043
8,94.1968,176.9714,0.6367,0.7952,0.6649,0.2411,0.0642,0.1391,1.5647,0.2421
8,95.3582,177.8493,0.6442,0.739,0.475,0.1516,0.2395,0.2438,1.3634,0.1662
8,96.309,178.1936,0.5956,0.7503,0.4011,0.1948,0.0934,0.1045,1.5344,0.3206
8,96.2633,178.8167,0.6065,0.7061,0.5601,0.2059,0.0976,0.0628,1.1569,0.3858
8,96.3006,179.0098,0.6795,0.7264,0.6774,0.2224,0.2512,-0.0362,1.2361,0.0831
8,96.3502,179.2896,0.6102,0.5863,0.6614,0.1961,0.2991,-0.0773,1.0831,0.0153
8,96.4116,178.8759,0.6778,0.5979,0.6568,0.3348,0.376,0.0128,0.9865,-0.0692
8,96.8247,179.1949,0.6463,0.5816,0.6705,0.2565,0.3683,-0.0479,1.1211,0.1015
8,96.5549,179.2784,0.6752,0.5811,0.5925,0.334,0.1717,0.1461,1.119,0.1118
8,96.788,179.1004,0.6646,0.6677,0.7527,0.1933,0.2107,-0.0392,1.113,0.2262
8,96.1414,178.4955,0.6394,0.6917,0.5847,0.219,0.231,0.1887,1.2597,0.2578
8,95.8735,178.3788,0.6476,0.6882,0.6737,0.1728,0.1262,0.0257,0.9149,0.2509
8,96.0402,177.9704,0.64,0.6957,0.652,-0.0179,0.0673,0.017,1.0674,0.0976
8,95.6929,178.4284,0.6651,0.8276,0.654,0.0745,0.1706,-0.0049,0.9837,0.0433
8,95.6683,178.1626,0.6794,0.8372,0.6281,0.1335,0.1894,0.135,0.9987,0.2336
8,95.721,178.2364,0.6528,0.8595,0.7621,0.2195,0.2086,-0.1182,0.9688,0.088
8,96.5019,178.8827,0.6345,0.8376,0.6228,0.1164,0.2382,0.0065,0.899,0.1778
8,95.8472,178.8788,0.6261,0.7759,0.6476,0.2646,0.3472,0.0896,0.8484,0.4615
8,95.0369,178.3546,0.5718,0.7828,0.7917,0.1772,0.206,0.1889,1.108,0.4338
8,94.3338,177.7412,0.5993,0.7891,0.6589,0.3377,0.3082,0.0727,1.2893,0.6643
8,94.9664,178.2609,0.6491,0.8863,0.7563,0.1473,0.3572,0.0082,1.2754,0.3259
8,94.4256,178.557,0.6577,0.8784,0.7661,0.2064,0.369,0.1389,1.3887,0.3468
8,94.7042,177.992,0.6387,0.8688,0.7458,0.3566,0.2565,-0.0137,1.009,0.3924
8,93.6156,178.0174,0.6914,0.9864,0.8035,0.3908,0.1494,0.2835,1.2221,0.4239
8,94.2938,177.3965,0.6758,0.9054,0.6937,0.2822,0.2624,0.1905,1.2327,0.3383
8,94.3937,177.7455,0.6557,0.8837,0.6642,0.3736,0.1881,0.1876,1.2955,0.3099
8,94.8036,177.085,0.6268,0.8907,0.7116,0.267,0.1909,0.2838,1.2945,0.0721
8,93.9842,177.2645,0.6371,0.8935,0.8209,0.2567,0.3329,0.0027,1.2493,0.2928
8,94.544,177.7754,0.6402,0.8872,0.8594,0.2944,0.2892,-0.0977,1.0875,0.1565
8,94.2738,177.2605,0.5968,0.7853,0.8073,0.2637,0.1862,0.1659,1.192,0.1204
8,94.5639,176.9312,0.5764,0.7679,0.6304,0.2614,0.2733,-0.0581,1.1517,0.515
8,94.4373,176.8922,0.6004,0.8403,0.7211,0.156,0.3008,-0.0244,1.2494,0.2427
8,95.4844,177.0796,0.6211,0.6665,0.7612,0.3084,0.1032,0.0772,1.0302,0.2354
8,95.3459,176.3287,0.6179,0.7434,0.8437,0.1503,0.3139,-0.3037,1.1113,0.1827
8,95.7558,176.6538,0.5664,0.8507,0.9341,0.4825,0.2795,-0.4069,0.9749,0.3286
8,96.0191,176.0621,0.5773,0.9197,0.9543,0.4918,0.2672,-0.2032,1.1231,0.1769
8,94.6615,176.2226,0.5679,0.7672,0.878,0.4678,0.1658,-0.3642,0.9769,-0.0149
8,95.357,176.4454,0.6005,0.7277,0.8371,0.1349,0.2341,-0.5928,0.9151,-0.1042
8,94.8368,175.7955,0.6114,0.7903,0.7394,0.1532,0.0365,-0.5665,1.1022,0.1521
8,94.0192,176.6727,0.6206,0.8406,0.8166,0.1427,0.1015,-0.3921,0.8608,0.2049
8,92.9128,177.0381,0.6538,0.7989,0.7565,0.333,0.0767,-0.612,1.2897,0.341
8,93.1302,175.5458,0.5751,0.9033,0.8465,0.3777,0.0315,-0.3502,1.1121,0.281
8,93.4687,175.9581,0.6572,0.9012,0.9587,0.3527,0.1108,-0.5052,1.2504,0.2937
8,94.0647,176.267,0.6301,0.7582,0.8506,0.5534,0.0785,-0.4794,1.1134,0.3572
8,93.5613,175.8758,0.6474,0.8135,0.7671,0.68,0.1749,-0.3202,1.1076,0.4007
8,94.197,176.0003,0.6506,0.8431,0.7476,0.3872,-0.0085,-0.1829,1.1546,0.1784
8,92.9567,175.6461,0.6372,0.7587,0.6216,0.5513,-0.0736,-0.3838,1.1138,0.308
8,92.8523,176.5103,0.5976,0.7561,0.6714,0.5826,0.032,-0.2327,1.1826,0.2221
8,93.0471,176.2373,0.595,0.8195,0.5504,0.4488,0.1106,-0.2572,1.249,0.3454
8,92.0051,175.6464,0.6387,0.7706,0.6321,0.3345,0.1847,-0.2454,1.067,-0.071
8,92.0778,175.035,0.6182,0.977,0.5347,0.1864,0.0454,-0.1065,1.4311,-0.0941
8,91.536,173.5414,0.7326,0.9638,0.6367,0.083,0.1714,-0.2173,1.6003,-0.0501
8,90.7613,172.2518,0.6437,1.0376,0.5991,0.2337,0.2063,-0.1583,1.5724,0.2102
8,89.6521,171.8031,0.6198,1.0365,0.6547,0.284,0.1397,-0.3269,1.7372,0.212
8,89.4751,172.7158,0.6442,1.1105,0.7279,0.1902,0.1389,-0.2215,1.4731,0.0011
8,89.6068,171.9596,0.6455,0.9456,0.619,0.1944,0.1302,0.1933,1.5717,0.0668
8,88.2557,171.2885,0.6998,0.9462,0.5442,0.2061,-0.0031,0.0585,1.4549,0.0157
8,87.2379,172.2247,0.6985,1.0742,0.6925,0.258,-0.1155,-0.023,1.3309,0.1415
8,86.9442,171.8399,0.6842,1.0405,0.7409,0.1584,-0.0565,0.0468,1.4281,0.2067
8,86.6781,171.9105,0.7414,1.0743,0.6746,0.1384,-0.1829,0.1681,1.3788,0.1508
8,86.3527,171.3713,0.7105,1.2467,0.5898,0.0469,-0.2794,-0.0602,1.5791,0.2601
8,86.4015,171.9776,0.7118,1.2297,0.5401,0.0485,-0.1488,0.1122,1.4592,-0.0868
8,88.0116,170.6831,0.757,1.2954,0.5722,0.1634,-0.1019,-0.0892,1.4941,0.1193
8,88.1209,170.88,0.682,1.178,0.4627,0.0862,-0.167,-0.1486,1.3982,0.0398
8,88.3251,171.4361,0.666,1.2556,0.4963,0.0253,-0.2687,-0.0573,1.374,-0.0153
8,87.8432,170.3656,0.7462,1.0938,0.3872,0.1123,-0.1047,-0.0711,1.3212,-0.1818
8,88.21,169.9424,0.6789,1.1923,0.3542,0.0906,-0.2518,-0.1234,1.124,-0.0714
8,88.2137,169.9305,0.7004,1.1137,0.2726,0.0334,-0.1233,-0.1624,1.0995,0.1797
8,89.1716,170.4567,0.6548,1.139,0.4982,0.0916,-0.1893,-0.2543,1.0609,0.1853
8,89.2249,170.1846,0.7066,1.1283,0.4711,0.0348,-0.1079,-0.2955,0.9716,0.0203
8,88.3692,169.1571,0.6893,1.152,0.3853,0.2153,0.2054,-0.0807,0.7561,-0.3282
8,88.4766,169.1054,0.7197,1.1613,0.3337,0.1171,-0.0524,-0.2833,0.9357,-0.2394
8,88.1445,168.1627,0.6128,1.2282,0.4032,0.0828,-0.0922,-0.2246,1.0864,-0.0311
8,87.7285,168.6948,0.6437,1.2857,0.3206,0.3547,-0.2259,-0.0777,1.0638,0.0445
8,87.3589,168.5559,0.7399,1.2203,0.4702,0.3111,-0.3425,-0.1684,1.3023,0.2382
8,87.0862,167.6717,0.6964,1.3767,0.514,0.44,-0.2651,-0.2723,1.1027,0.2924
8,86.7334,167.8491,0.6955,1.3724,0.5902,0.0607,-0.327,-0.2915,1.3623,-0.0531
8,87.0107,167.4367,0.6704,1.2703,0.6042,0.3512,-0.3117,-0.3035,1.2847,0.1085
8,86.8302,167.7795,0.6832,1.369,0.5446,0.3579,-0.2309,-0.4163,1.3017,0.1004
8,87.0942,167.168,0.6868,1.4613,0.441,0.3832,-0.1922,-0.1793,1.39,0.0723
8,86.6219,167.3964,0.6843,1.3932,0.4651,0.4234,-0.4238,-0.3069,1.2121,0.2229
8,85.3945,166.8739,0.7768,1.2114,0.6383,0.4631,-0.3964,-0.1339,1.3208,0.0094
8,84.7195,166.7542,0.6947,1.2619,0.4572,0.3205,-0.3906,-0.3879,1.2981,0.1903
8,84.4522,166.6865,0.7669,1.235,0.5128,0.5458,-0.3272,-0.3324,1.2289,0.2955
