"trial_type","timepoint","rate","SE","df","asymp.LCL","asymp.UCL"
"Hab","Preinduction",85.055183044508,6.63215171963868,Inf,73.000965688763,99.0998419606981
"Hab","W1",90.3749423819763,6.91262350828352,Inf,77.7931030370266,104.991700956549
"Hab","W2",94.0218167494523,7.103251180897,Inf,81.0814003775533,109.027495624199
"Social","Preinduction",86.1452709133483,3.1397826480885,Inf,80.2060713666429,92.5242637407186
"Social","W1",86.6451955974213,3.15139230920485,Inf,80.6835947958184,93.0472909531851
"Social","W2",83.5684936064322,3.07979041715818,Inf,77.7450645449564,89.8281217531172
"Novel","Preinduction",87.2100479399295,3.37707403303088,Inf,80.8360462735379,94.0866458998817
"Novel","W1",80.734450221578,3.2049349362423,Inf,74.6910456236902,87.2668389919165
"Novel","W2",90.8654739104613,3.47342809243804,Inf,84.3064541711555,97.9347836431437
