method,trial_key,mouse_id,genotype,trial_type,timepoint,peak_number,peak_time_s,peak_amp_z,trial_mean_z,mean_absolute_deviation,MAD_multiplier,threshold_z,is_social_interaction,social_bout_number,time_from_social_onset_s,time_from_social_offset_s
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,33,95.11990400000013,2.455128851608517,0.0,0.7116199755357224,1.5,1.0674299633035838,True,5.0,4.999904000000129,-4.620095999999862
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,34,95.95990399999982,1.1021868102643884,0.0,0.7116199755357224,1.5,1.0674299633035838,True,5.0,5.8399039999998195,-3.780096000000171
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,35,96.51990399999977,2.463075431660684,0.0,0.7116199755357224,1.5,1.0674299633035838,True,5.0,6.399903999999765,-3.2200960000002254
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,36,97.07990400000017,1.8861457991364312,0.0,0.7116199755357224,1.5,1.0674299633035838,True,5.0,6.959904000000165,-2.6600959999998253
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,37,103.71990400000004,2.2561482041742544,0.0,0.7116199755357224,1.5,1.0674299633035838,False,,,
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,38,105.31990399999995,1.3421426115592503,0.0,0.7116199755357224,1.5,1.0674299633035838,False,,,
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,39,110.91990399999986,3.456146953981679,0.0,0.7116199755357224,1.5,1.0674299633035838,False,,,
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,40,111.91990399999986,2.8015663889929314,0.0,0.7116199755357224,1.5,1.0674299633035838,False,,,
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,41,112.43990399999984,1.7778779035564767,0.0,0.7116199755357224,1.5,1.0674299633035838,False,,,
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,42,114.67990400000008,2.0585051187490615,0.0,0.7116199755357224,1.5,1.0674299633035838,True,6.0,0.17990400000007867,-2.1600959999999247
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,43,115.8799039999999,2.6758293957295183,0.0,0.7116199755357224,1.5,1.0674299633035838,True,6.0,1.3799039999998968,-0.9600960000001066
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,44,119.2398720000001,1.3022297267507135,0.0,0.7116199755357224,1.5,1.0674299633035838,False,,,
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,45,142.2398720000001,2.7070650774709626,0.0,0.7116199755357224,1.5,1.0674299633035838,False,,,
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,46,142.9598719999999,3.1134192424612888,0.0,0.7116199755357224,1.5,1.0674299633035838,False,,,
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,47,151.7598720000001,1.6883979936013958,0.0,0.7116199755357224,1.5,1.0674299633035838,False,,,
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,48,166.03987199999983,1.614500724969548,0.0,0.7116199755357224,1.5,1.0674299633035838,False,,,
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,49,168.79987200000005,1.2482802750881068,0.0,0.7116199755357224,1.5,1.0674299633035838,False,,,
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,50,170.3998719999995,1.7159944472574664,0.0,0.7116199755357224,1.5,1.0674299633035838,False,,,
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,51,171.79987200000005,1.075658505344824,0.0,0.7116199755357224,1.5,1.0674299633035838,False,,,
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,52,173.9598719999999,2.0613571443037064,0.0,0.7116199755357224,1.5,1.0674299633035838,True,7.0,2.1198719999999014,-4.280128000000104
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,53,175.0798719999998,1.2171760183008566,0.0,0.7116199755357224,1.5,1.0674299633035838,True,7.0,3.2398719999997923,-3.1601280000002134
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,54,175.6398720000002,2.0204139245047545,0.0,0.7116199755357224,1.5,1.0674299633035838,True,7.0,3.7998720000001924,-2.6001279999998133
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,55,176.3998719999995,1.203667278725496,0.0,0.7116199755357224,1.5,1.0674299633035838,True,7.0,4.559871999999501,-1.8401280000005045
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,56,179.15987199999972,1.7419186105713726,0.0,0.7116199755357224,1.5,1.0674299633035838,False,,,
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,57,202.9598719999999,1.102947403742347,0.0,0.7116199755357224,1.5,1.0674299633035838,False,,,
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,58,204.91987199999994,1.9748742388990617,0.0,0.7116199755357224,1.5,1.0674299633035838,False,,,
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,59,207.3998719999995,1.2645189322820243,0.0,0.7116199755357224,1.5,1.0674299633035838,True,8.0,0.07987199999951144,-14.820128000000494
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,60,208.03987199999983,1.7631313515482159,0.0,0.7116199755357224,1.5,1.0674299633035838,True,8.0,0.7198719999998389,-14.180128000000167
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,61,208.67987200000016,1.478683280401857,0.0,0.7116199755357224,1.5,1.0674299633035838,True,8.0,1.3598720000001663,-13.54012799999984
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,62,213.87987199999998,1.2283075438165731,0.0,0.7116199755357224,1.5,1.0674299633035838,True,8.0,6.559871999999984,-8.340128000000021
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,63,218.1998719999997,1.4592569681249126,0.0,0.7116199755357224,1.5,1.0674299633035838,True,8.0,10.879871999999693,-4.020128000000312
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,64,231.11987199999976,3.0159888587247132,0.0,0.7116199755357224,1.5,1.0674299633035838,False,,,
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,65,231.9598719999999,1.4095308900011436,0.0,0.7116199755357224,1.5,1.0674299633035838,False,,,
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,66,232.839872,2.0385911509406642,0.0,0.7116199755357224,1.5,1.0674299633035838,False,,,
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,67,234.11987199999976,1.5315914876174062,0.0,0.7116199755357224,1.5,1.0674299633035838,False,,,
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,68,237.2798719999996,1.5151906366560328,0.0,0.7116199755357224,1.5,1.0674299633035838,False,,,
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,69,239.59987200000023,1.3706987565157676,0.0,0.7116199755357224,1.5,1.0674299633035838,True,10.0,2.1998720000002265,-0.14012799999977688
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,70,240.43987200000038,1.0738961836696839,0.0,0.7116199755357224,1.5,1.0674299633035838,False,,,
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,71,246.55984000000035,1.21262033529265,0.0,0.7116199755357224,1.5,1.0674299633035838,False,,,
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,72,254.35983999999962,1.7482895120962036,0.0,0.7116199755357224,1.5,1.0674299633035838,False,,,
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,73,263.0398399999999,1.4300697823259223,0.0,0.7116199755357224,1.5,1.0674299633035838,False,,,
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,74,263.6398400000003,1.368688294296759,0.0,0.7116199755357224,1.5,1.0674299633035838,False,,,
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,75,264.4798399999995,1.1536159555063739,0.0,0.7116199755357224,1.5,1.0674299633035838,False,,,
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,76,269.5198400000004,1.2569079353163815,0.0,0.7116199755357224,1.5,1.0674299633035838,False,,,
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,77,270.1598399999998,1.214916890158456,0.0,0.7116199755357224,1.5,1.0674299633035838,False,,,
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,78,272.5998400000003,1.440268600157697,0.0,0.7116199755357224,1.5,1.0674299633035838,False,,,
whole_trial_mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,79,274.5998400000003,1.420575347456733,0.0,0.7116199755357224,1.5,1.0674299633035838,False,,,
