"trial_type","contrast","ratio","SE","df","null","z.ratio","p.value"
"Hab","W1 / Preinduction",1.06254479911806,0.0924904671526754,Inf,1,0.696949411723052,0.700864420157022
"Hab","W2 / Preinduction",1.10542136744626,0.0953117020847363,Inf,1,1.16242404728552,0.405425015747918
"Social","W1 / Preinduction",1.00580327484925,0.0441168765259929,Inf,1,0.131924148476728,0.98069946436967
"Social","W2 / Preinduction",0.970088000425374,0.0429390475367489,Inf,1,-0.686091307477762,0.707853218248208
"Novel","W1 / Preinduction",0.925747114336964,0.0411898112820336,Inf,1,-1.73405154933081,0.150989121061327
"Novel","W2 / Preinduction",1.04191519276597,0.0449962265306477,Inf,1,0.950782217366125,0.535463717792481
