"trial_type","dispersion_ratio","dispersion_p","singular_fit"
"Hab",1.91045887387459,0.0750849622271204,FALSE
"Social",0.790066803976224,0.798788202775286,FALSE
"Novel",0.645838877582947,0.941854781160271,FALSE
