"trial_type","contrast","ratio","SE","df","null","z.ratio","p.value"
"Hab","W1 / Preinduction",0.93521566835047,0.129235322182782,Inf,1,-0.484689336350588,0.830643229212006
"Hab","W2 / Preinduction",1.28698241619923,0.164805113076409,Inf,1,1.97024230466173,0.0910631259632348
"Social","W1 / Preinduction",1.00001692076737,0.0686651417109884,Inf,1,0.000246426499723235,0.999999221239717
"Social","W2 / Preinduction",0.950367020037303,0.0661027118721684,Inf,1,-0.73189681693678,0.678229463422295
"Novel","W1 / Preinduction",0.988075861976423,0.06845293671723,Inf,1,-0.173151975487555,0.969522662009813
"Novel","W2 / Preinduction",1.08135044597839,0.0732711796377883,Inf,1,1.15424845768639,0.410172221012657
