method,trial_key,mouse_id,genotype,trial_type,timepoint,peak_number,peak_time_s,peak_amp_z,analysis_window,interaction_bout_number,trial_mean_z,mean_absolute_deviation,threshold_z
mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,1,13.0,1.5050470895667394,Outside interaction,,0.0,0.7116199755357224,1.4232399510714449
mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,2,15.879967999999735,6.897823024380224,Interaction,1.0,0.0,0.7116199755357224,1.4232399510714449
mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,3,16.759967999999844,8.499840592789157,Interaction,1.0,0.0,0.7116199755357224,1.4232399510714449
mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,4,19.959968000000117,1.7485453652843401,Interaction,1.0,0.0,0.7116199755357224,1.4232399510714449
mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,5,22.639967999999953,3.332336098278129,Interaction,1.0,0.0,0.7116199755357224,1.4232399510714449
mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,6,23.759967999999844,2.995107424185618,Interaction,1.0,0.0,0.7116199755357224,1.4232399510714449
mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,7,26.59996799999999,1.859775244455745,Interaction,1.0,0.0,0.7116199755357224,1.4232399510714449
mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,8,33.23996799999986,3.878733915268938,Interaction,2.0,0.0,0.7116199755357224,1.4232399510714449
mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,9,34.439968000000135,2.2524387957186818,Interaction,2.0,0.0,0.7116199755357224,1.4232399510714449
mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,10,38.759967999999844,1.8671070522718725,Interaction,2.0,0.0,0.7116199755357224,1.4232399510714449
mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,11,40.07996800000001,2.3643909747690532,Interaction,2.0,0.0,0.7116199755357224,1.4232399510714449
mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,12,44.039936000000125,1.4233169060098438,Interaction,2.0,0.0,0.7116199755357224,1.4232399510714449
mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,13,45.95993599999974,2.722926980222189,Interaction,2.0,0.0,0.7116199755357224,1.4232399510714449
mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,14,52.879935999999816,1.576087697946001,Outside interaction,,0.0,0.7116199755357224,1.4232399510714449
mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,15,57.759935999999925,4.0864355370238705,Interaction,4.0,0.0,0.7116199755357224,1.4232399510714449
mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,16,58.359935999999834,4.237367416550357,Interaction,4.0,0.0,0.7116199755357224,1.4232399510714449
mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,17,58.91993599999978,1.5598575841413844,Interaction,4.0,0.0,0.7116199755357224,1.4232399510714449
mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,18,59.479935999999725,3.577748756992266,Interaction,4.0,0.0,0.7116199755357224,1.4232399510714449
mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,19,64.71993599999996,1.5036715785373804,Interaction,4.0,0.0,0.7116199755357224,1.4232399510714449
mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,20,67.71993599999996,1.4265971846393235,Outside interaction,,0.0,0.7116199755357224,1.4232399510714449
mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,21,70.83993599999985,1.475131691645482,Outside interaction,,0.0,0.7116199755357224,1.4232399510714449
mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,22,85.63990400000012,2.2844106201996737,Outside interaction,,0.0,0.7116199755357224,1.4232399510714449
mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,23,92.71990400000004,4.449393491789067,Interaction,5.0,0.0,0.7116199755357224,1.4232399510714449
mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,24,94.1599040000001,2.1712869171552325,Interaction,5.0,0.0,0.7116199755357224,1.4232399510714449
mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,25,95.11990400000013,2.455128851608517,Interaction,5.0,0.0,0.7116199755357224,1.4232399510714449
mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,26,96.51990399999977,2.463075431660684,Interaction,5.0,0.0,0.7116199755357224,1.4232399510714449
mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,27,97.07990400000017,1.8861457991364312,Interaction,5.0,0.0,0.7116199755357224,1.4232399510714449
mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,28,103.71990400000004,2.2561482041742544,Outside interaction,,0.0,0.7116199755357224,1.4232399510714449
mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,29,110.91990399999986,3.456146953981679,Outside interaction,,0.0,0.7116199755357224,1.4232399510714449
mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,30,111.91990399999986,2.8015663889929314,Outside interaction,,0.0,0.7116199755357224,1.4232399510714449
mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,31,112.43990399999984,1.7778779035564767,Outside interaction,,0.0,0.7116199755357224,1.4232399510714449
mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,32,114.67990400000008,2.0585051187490615,Interaction,6.0,0.0,0.7116199755357224,1.4232399510714449
mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,33,115.8799039999999,2.6758293957295183,Interaction,6.0,0.0,0.7116199755357224,1.4232399510714449
mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,34,142.2398720000001,2.7070650774709626,Outside interaction,,0.0,0.7116199755357224,1.4232399510714449
mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,35,142.9598719999999,3.1134192424612888,Outside interaction,,0.0,0.7116199755357224,1.4232399510714449
mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,36,151.7598720000001,1.6883979936013958,Outside interaction,,0.0,0.7116199755357224,1.4232399510714449
mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,37,166.03987199999983,1.614500724969548,Outside interaction,,0.0,0.7116199755357224,1.4232399510714449
mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,38,170.3998719999995,1.7159944472574664,Outside interaction,,0.0,0.7116199755357224,1.4232399510714449
mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,39,173.9598719999999,2.0613571443037064,Interaction,7.0,0.0,0.7116199755357224,1.4232399510714449
mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,40,175.6398720000002,2.0204139245047545,Interaction,7.0,0.0,0.7116199755357224,1.4232399510714449
mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,41,179.15987199999972,1.7419186105713726,Outside interaction,,0.0,0.7116199755357224,1.4232399510714449
mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,42,204.91987199999994,1.9748742388990617,Outside interaction,,0.0,0.7116199755357224,1.4232399510714449
mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,43,208.03987199999983,1.7631313515482159,Interaction,8.0,0.0,0.7116199755357224,1.4232399510714449
mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,44,208.67987200000016,1.478683280401857,Interaction,8.0,0.0,0.7116199755357224,1.4232399510714449
mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,45,218.1998719999997,1.4592569681249126,Interaction,8.0,0.0,0.7116199755357224,1.4232399510714449
mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,46,231.11987199999976,3.0159888587247132,Outside interaction,,0.0,0.7116199755357224,1.4232399510714449
mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,47,232.839872,2.0385911509406642,Outside interaction,,0.0,0.7116199755357224,1.4232399510714449
mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,48,234.11987199999976,1.5315914876174062,Outside interaction,,0.0,0.7116199755357224,1.4232399510714449
mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,49,237.2798719999996,1.5151906366560328,Outside interaction,,0.0,0.7116199755357224,1.4232399510714449
mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,50,254.35983999999962,1.7482895120962036,Outside interaction,,0.0,0.7116199755357224,1.4232399510714449
mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,51,263.0398399999999,1.4300697823259223,Outside interaction,,0.0,0.7116199755357224,1.4232399510714449
mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,52,272.5998400000003,1.440268600157697,Outside interaction,,0.0,0.7116199755357224,1.4232399510714449
mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,53,275.19983999999977,1.5236838973741786,Outside interaction,,0.0,0.7116199755357224,1.4232399510714449
mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,54,276.5998400000003,3.6816076886471714,Outside interaction,,0.0,0.7116199755357224,1.4232399510714449
mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,55,279.19983999999977,1.641891592941255,Outside interaction,,0.0,0.7116199755357224,1.4232399510714449
mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,56,281.23983999999973,1.9710495668995,Outside interaction,,0.0,0.7116199755357224,1.4232399510714449
mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,57,293.7198400000002,2.621461042327489,Outside interaction,,0.0,0.7116199755357224,1.4232399510714449
mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,58,295.5998400000003,1.6058477530051114,Outside interaction,,0.0,0.7116199755357224,1.4232399510714449
mean_MAD,Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,59,298.95984,2.138331993588959,Interaction,11.0,0.0,0.7116199755357224,1.4232399510714449
mean_MAD,Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,1,1.3200000000006185,4.11892063066,Outside interaction,,-2.0850927286544222e-17,0.7124421463483968,1.4248842926967935
mean_MAD,Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,2,2.600000000000364,2.6488173998826796,Outside interaction,,-2.0850927286544222e-17,0.7124421463483968,1.4248842926967935
mean_MAD,Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,3,11.600000000000364,1.86856860210127,Outside interaction,,-2.0850927286544222e-17,0.7124421463483968,1.4248842926967935
mean_MAD,Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,4,17.68000000000029,1.927077411472921,Outside interaction,,-2.0850927286544222e-17,0.7124421463483968,1.4248842926967935
mean_MAD,Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,5,18.720000000000255,3.270325407546668,Outside interaction,,-2.0850927286544222e-17,0.7124421463483968,1.4248842926967935
mean_MAD,Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,6,20.600000000000364,2.4563013310652164,Outside interaction,,-2.0850927286544222e-17,0.7124421463483968,1.4248842926967935
mean_MAD,Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,7,21.720000000000255,2.168152691394772,Outside interaction,,-2.0850927286544222e-17,0.7124421463483968,1.4248842926967935
mean_MAD,Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,8,22.360000000000582,4.411703954604116,Outside interaction,,-2.0850927286544222e-17,0.7124421463483968,1.4248842926967935
mean_MAD,Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,9,23.68000000000029,2.6639555947357545,Outside interaction,,-2.0850927286544222e-17,0.7124421463483968,1.4248842926967935
mean_MAD,Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,10,24.23999999999978,1.5561803129200804,Outside interaction,,-2.0850927286544222e-17,0.7124421463483968,1.4248842926967935
mean_MAD,Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,11,25.199999999999818,1.5979815063813032,Outside interaction,,-2.0850927286544222e-17,0.7124421463483968,1.4248842926967935
mean_MAD,Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,12,30.359967999999753,2.1567273608244335,Outside interaction,,-2.0850927286544222e-17,0.7124421463483968,1.4248842926967935
mean_MAD,Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,13,36.07996800000001,1.5924063735949685,Interaction,1.0,-2.0850927286544222e-17,0.7124421463483968,1.4248842926967935
mean_MAD,Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,14,43.95996800000012,1.9404846362496,Outside interaction,,-2.0850927286544222e-17,0.7124421463483968,1.4248842926967935
mean_MAD,Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,15,45.87996800000019,2.3072101424961122,Outside interaction,,-2.0850927286544222e-17,0.7124421463483968,1.4248842926967935
mean_MAD,Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,16,47.51996800000052,2.3461739674328213,Outside interaction,,-2.0850927286544222e-17,0.7124421463483968,1.4248842926967935
mean_MAD,Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,17,57.31996799999979,1.9492860081088519,Outside interaction,,-2.0850927286544222e-17,0.7124421463483968,1.4248842926967935
mean_MAD,Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,18,58.1999679999999,2.286590818668137,Outside interaction,,-2.0850927286544222e-17,0.7124421463483968,1.4248842926967935
mean_MAD,Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,19,66.47996800000055,2.6349270479422273,Interaction,2.0,-2.0850927286544222e-17,0.7124421463483968,1.4248842926967935
mean_MAD,Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,20,67.03996800000004,1.6656911686835172,Interaction,2.0,-2.0850927286544222e-17,0.7124421463483968,1.4248842926967935
mean_MAD,Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,21,80.79996800000026,2.016282696134086,Outside interaction,,-2.0850927286544222e-17,0.7124421463483968,1.4248842926967935
mean_MAD,Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,22,81.67996800000037,1.7115672102679664,Outside interaction,,-2.0850927286544222e-17,0.7124421463483968,1.4248842926967935
mean_MAD,Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,23,97.27996799999983,3.857450797888061,Outside interaction,,-2.0850927286544222e-17,0.7124421463483968,1.4248842926967935
mean_MAD,Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,24,106.35996799999975,1.736071950532269,Outside interaction,,-2.0850927286544222e-17,0.7124421463483968,1.4248842926967935
mean_MAD,Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,25,106.87996800000019,1.905503030756442,Outside interaction,,-2.0850927286544222e-17,0.7124421463483968,1.4248842926967935
mean_MAD,Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,26,109.55996800000048,1.5604183640362836,Outside interaction,,-2.0850927286544222e-17,0.7124421463483968,1.4248842926967935
mean_MAD,Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,27,110.43996800000059,1.9779518928199806,Outside interaction,,-2.0850927286544222e-17,0.7124421463483968,1.4248842926967935
mean_MAD,Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,28,123.99993600000016,5.026938985316856,Outside interaction,,-2.0850927286544222e-17,0.7124421463483968,1.4248842926967935
mean_MAD,Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,29,129.3999359999998,1.5017778771206385,Outside interaction,,-2.0850927286544222e-17,0.7124421463483968,1.4248842926967935
mean_MAD,Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,30,142.3999359999998,1.9759152561225495,Outside interaction,,-2.0850927286544222e-17,0.7124421463483968,1.4248842926967935
mean_MAD,Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,31,143.15993600000002,1.44090710126845,Outside interaction,,-2.0850927286544222e-17,0.7124421463483968,1.4248842926967935
mean_MAD,Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,32,150.59993600000053,1.5692254341743288,Outside interaction,,-2.0850927286544222e-17,0.7124421463483968,1.4248842926967935
mean_MAD,Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,33,157.23993599999994,1.7174492616258363,Outside interaction,,-2.0850927286544222e-17,0.7124421463483968,1.4248842926967935
mean_MAD,Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,34,160.2799359999999,1.4555936598502266,Outside interaction,,-2.0850927286544222e-17,0.7124421463483968,1.4248842926967935
mean_MAD,Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,35,162.6399360000005,1.6365022246814211,Outside interaction,,-2.0850927286544222e-17,0.7124421463483968,1.4248842926967935
mean_MAD,Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,36,174.0399040000002,2.3794738550221615,Outside interaction,,-2.0850927286544222e-17,0.7124421463483968,1.4248842926967935
mean_MAD,Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,37,174.91990400000032,2.3585098288502566,Outside interaction,,-2.0850927286544222e-17,0.7124421463483968,1.4248842926967935
mean_MAD,Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,38,177.75990400000046,2.803277999462375,Outside interaction,,-2.0850927286544222e-17,0.7124421463483968,1.4248842926967935
mean_MAD,Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,39,184.91990400000032,2.7026826791416423,Outside interaction,,-2.0850927286544222e-17,0.7124421463483968,1.4248842926967935
mean_MAD,Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,40,191.39990399999988,2.3393930227977795,Outside interaction,,-2.0850927286544222e-17,0.7124421463483968,1.4248842926967935
mean_MAD,Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,41,201.35990399999991,1.5349961935370335,Interaction,4.0,-2.0850927286544222e-17,0.7124421463483968,1.4248842926967935
mean_MAD,Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,42,208.1198720000002,2.0337391666180724,Outside interaction,,-2.0850927286544222e-17,0.7124421463483968,1.4248842926967935
mean_MAD,Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,43,208.75987200000054,2.3955171863170603,Outside interaction,,-2.0850927286544222e-17,0.7124421463483968,1.4248842926967935
mean_MAD,Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,44,210.07987200000025,2.8195590466184774,Outside interaction,,-2.0850927286544222e-17,0.7124421463483968,1.4248842926967935
mean_MAD,Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,45,211.75987200000054,2.642827041166774,Outside interaction,,-2.0850927286544222e-17,0.7124421463483968,1.4248842926967935
mean_MAD,Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,46,216.95987200000036,1.480414041521415,Outside interaction,,-2.0850927286544222e-17,0.7124421463483968,1.4248842926967935
mean_MAD,Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,47,225.359872,2.4533594537011063,Outside interaction,,-2.0850927286544222e-17,0.7124421463483968,1.4248842926967935
mean_MAD,Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,48,261.1198080000004,3.8438793328887533,Outside interaction,,-2.0850927286544222e-17,0.7124421463483968,1.4248842926967935
mean_MAD,Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,49,272.0797760000005,1.4854832674350746,Outside interaction,,-2.0850927286544222e-17,0.7124421463483968,1.4248842926967935
mean_MAD,Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,50,282.47977600000013,2.7796086402796933,Outside interaction,,-2.0850927286544222e-17,0.7124421463483968,1.4248842926967935
mean_MAD,Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,51,288.639776,2.1236976346819394,Outside interaction,,-2.0850927286544222e-17,0.7124421463483968,1.4248842926967935
mean_MAD,Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,52,293.2397440000004,2.146839247372421,Outside interaction,,-2.0850927286544222e-17,0.7124421463483968,1.4248842926967935
mean_MAD,Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,53,298.2397440000004,5.674233982736997,Outside interaction,,-2.0850927286544222e-17,0.7124421463483968,1.4248842926967935
mean_MAD,Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,54,298.8397439999999,8.646233192730891,Outside interaction,,-2.0850927286544222e-17,0.7124421463483968,1.4248842926967935
mean_MAD,Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,55,299.63974400000006,6.780165530948954,Outside interaction,,-2.0850927286544222e-17,0.7124421463483968,1.4248842926967935
mean_MAD,Preinduction__ID372_NE__3CT_FP_2_1__3CT_Preinduction-Trial_____8,372,NE,Social,Preinduction,1,10.399967999999717,4.2096665185193745,Outside interaction,,2.179869670865987e-17,0.7783003212318976,1.5566006424637953
mean_MAD,Preinduction__ID372_NE__3CT_FP_2_1__3CT_Preinduction-Trial_____8,372,NE,Social,Preinduction,2,15.239967999999863,1.694036819872068,Outside interaction,,2.179869670865987e-17,0.7783003212318976,1.5566006424637953
mean_MAD,Preinduction__ID372_NE__3CT_FP_2_1__3CT_Preinduction-Trial_____8,372,NE,Social,Preinduction,3,23.43996799999968,2.261944025415327,Outside interaction,,2.179869670865987e-17,0.7783003212318976,1.5566006424637953
mean_MAD,Preinduction__ID372_NE__3CT_FP_2_1__3CT_Preinduction-Trial_____8,372,NE,Social,Preinduction,4,24.279967999999826,1.7711422931691159,Outside interaction,,2.179869670865987e-17,0.7783003212318976,1.5566006424637953
mean_MAD,Preinduction__ID372_NE__3CT_FP_2_1__3CT_Preinduction-Trial_____8,372,NE,Social,Preinduction,5,25.31996799999979,2.905367661245264,Outside interaction,,2.179869670865987e-17,0.7783003212318976,1.5566006424637953
mean_MAD,Preinduction__ID372_NE__3CT_FP_2_1__3CT_Preinduction-Trial_____8,372,NE,Social,Preinduction,6,26.1999679999999,2.730310554910952,Outside interaction,,2.179869670865987e-17,0.7783003212318976,1.5566006424637953
mean_MAD,Preinduction__ID372_NE__3CT_FP_2_1__3CT_Preinduction-Trial_____8,372,NE,Social,Preinduction,7,28.399967999999717,2.6319868230971166,Outside interaction,,2.179869670865987e-17,0.7783003212318976,1.5566006424637953
