method,trial_key,mouse_id,genotype,trial_type,timepoint,analysis_window,duration_s,n_peaks,transient_freq_per_sec,transient_freq_per_min,mean_peak_amp_z,median_peak_amp_z,trial_mean_z,mean_absolute_deviation,threshold_z,trial_duration_s,interaction_duration_s,outside_interaction_duration_s,n_interaction_bouts
mean_MAD,W1__ID423_NE__3CT_FP16_1__3CT_W1_retracked-Trial____18,423,NE,Novel,W1,Outside interaction,264.4880320000001,43,0.16257824475021987,9.754694685013192,2.334106444605805,2.08927633313203,3.791077688462586e-18,0.7011717720605439,1.4023435441210879,299.84003200000006,35.352000000000004,264.4880320000001,6
mean_MAD,W2__ID423_NE__3CT_FP15_1__3CT_W2-Trial____17,423,NE,Novel,W2,Outside interaction,274.3203200000012,53,0.19320479066224394,11.592287439734637,2.40850129446626,2.0753591298278264,-7.582155376925172e-18,0.7258433256504734,1.4516866513009468,299.84032000000116,25.519999999999982,274.3203200000012,13
mean_MAD,Preinduction__ID429_WT__3CT_FP_9_1__3CT_Preinduction-Trial____15,429,WT,Novel,Preinduction,Outside interaction,244.49974399999982,42,0.17177932096321552,10.306759257792931,2.4022275468136676,2.2278314752771875,7.581144153215259e-18,0.760168383326889,1.520336766653778,299.87974399999985,55.38000000000002,244.49974399999982,13
mean_MAD,W1__ID429_WT__3CT_FP12_1__3CT_W1_retracked-Trial____15,429,WT,Novel,W1,Outside interaction,231.47722400000043,30,0.12960238368851332,7.776143021310799,2.6772550044160797,2.441686745545603,-2.653400453625341e-17,0.7286893500132484,1.4573787000264968,299.88022400000045,68.40300000000002,231.47722400000043,13
mean_MAD,W2__ID429_WT__3CT_FP12_1__3CT_W2-Trial____14,429,WT,Novel,W2,Outside interaction,271.7004480000009,43,0.15826252888622347,9.495751733173408,2.2892247928274614,2.0411839871111215,-3.0328621507700686e-17,0.7395110907794742,1.4790221815589484,299.84044800000083,28.139999999999937,271.7004480000009,9
mean_MAD,Preinduction__ID450_NE__3CT_FP19_3__3CT_Preinduction_C3_check_arena_settings-Trial____21,450,NE,Novel,Preinduction,Outside interaction,283.9205759999986,45,0.15849502925776052,9.509701755465631,2.157148101101718,2.0077749756211767,5.3075087638476207e-17,0.8052690025882839,1.6105380051765679,299.8405759999987,15.920000000000062,283.9205759999986,5
mean_MAD,W1__ID450_NE__3CT_FP21_3__3CT_W1_C3-Trial____25,450,NE,Novel,W1,Outside interaction,273.06041600000003,32,0.11719018255652257,7.0314109533913545,2.165419056149301,2.128604282435175,-3.0328621507700686e-17,0.7948664005828624,1.5897328011657248,299.840416,26.779999999999998,273.06041600000003,9
mean_MAD,W2__ID450_NE__3CT_FP17_3__3CT_W2_C3-Trial____19,450,NE,Novel,W2,Outside interaction,247.56000000000017,40,0.16157699143641935,9.694619486185161,2.422344636046428,1.9533328958833214,-3.0328621507700686e-17,0.760892984328149,1.521785968656298,299.84000000000015,52.27999999999997,247.56000000000017,17
mean_MAD,Preinduction__ID459_NE__3CT_FP8_2__3CT_Preinduction_cohort2_FP-Trial____10,459,NE,Novel,Preinduction,Outside interaction,286.4548079999997,48,0.16756569853070874,10.053941911842525,2.2043013650212746,2.0819584381334497,-3.0324576612861035e-17,0.7845939890392788,1.5691879780785576,299.8798079999997,13.424999999999999,286.4548079999997,2
mean_MAD,W1__ID459_NE__3CT_FP8_2__3CT_W1_cohort2_FP-Trial____10,459,NE,Novel,W1,Outside interaction,287.7400000000001,47,0.16334190588725928,9.800514353235556,2.3011863653117084,2.162967391359379,0.0,0.784199254512848,1.568398509025696,299.84000000000015,12.099999999999994,287.7400000000001,4
mean_MAD,W2__ID459_NE__3CT_FP8_2__3CT_W2_C2-Trial____10,459,NE,Novel,W2,Outside interaction,285.5002560000004,58,0.20315218211222874,12.189130926733725,2.3020303820069836,1.8726931956090924,-7.582155376925172e-18,0.7104767235930638,1.4209534471861276,299.8402560000004,14.340000000000025,285.5002560000004,6
mean_MAD,Preinduction__ID463_WT__3CT_FP5_2__3CT_Preinduction_cohort2_FP-Trial_____7,463,WT,Novel,Preinduction,Outside interaction,283.5347760000007,36,0.12696855217505987,7.618113130503592,2.4113265083970377,2.1425757716348848,-2.2746466130775518e-17,0.7517488565289121,1.5034977130578242,299.8397760000007,16.305,283.5347760000007,4
mean_MAD,W1__ID463_WT__3CT_FP5_2__3CT_W1_cohort2_FP-Trial_____7,463,WT,Novel,W1,Outside interaction,281.5199360000003,36,0.12787726692293636,7.672636015376181,2.4062208685364777,2.1960738549241805,3.0328621507700686e-17,0.7436360911068565,1.487272182213713,299.8399360000003,18.319999999999993,281.5199360000003,7
