trial_key,mouse_id,genotype,trial_type,timepoint,peak_number,peak_time_s,peak_amp_z,analysis_window,interaction_bout_number
W2__ID376_NE__3CT_FP2_1__3CT_W2-Trial_____4,376,NE,Novel,W2,24,123.16009599999961,2.0588304099803634,Outside interaction,
W2__ID376_NE__3CT_FP2_1__3CT_W2-Trial_____4,376,NE,Novel,W2,25,169.9601279999997,1.972278045909777,Outside interaction,
W2__ID376_NE__3CT_FP2_1__3CT_W2-Trial_____4,376,NE,Novel,W2,26,173.9601279999997,2.090900695853069,Outside interaction,
W2__ID376_NE__3CT_FP2_1__3CT_W2-Trial_____4,376,NE,Novel,W2,27,194.16015999999945,2.8269117499634002,Outside interaction,
W2__ID376_NE__3CT_FP2_1__3CT_W2-Trial_____4,376,NE,Novel,W2,28,194.80015999999978,2.859288463503042,Outside interaction,
W2__ID376_NE__3CT_FP2_1__3CT_W2-Trial_____4,376,NE,Novel,W2,29,195.48016000000007,2.7196103127040634,Outside interaction,
W2__ID376_NE__3CT_FP2_1__3CT_W2-Trial_____4,376,NE,Novel,W2,30,196.76015999999981,2.442905418883842,Outside interaction,
W2__ID376_NE__3CT_FP2_1__3CT_W2-Trial_____4,376,NE,Novel,W2,31,212.96015999999963,2.0408052199803004,Outside interaction,
W2__ID376_NE__3CT_FP2_1__3CT_W2-Trial_____4,376,NE,Novel,W2,32,221.28015999999934,2.0917988638767797,Outside interaction,
W2__ID376_NE__3CT_FP2_1__3CT_W2-Trial_____4,376,NE,Novel,W2,33,234.3201599999993,2.370026358124865,Outside interaction,
W2__ID376_NE__3CT_FP2_1__3CT_W2-Trial_____4,376,NE,Novel,W2,34,260.6001919999999,3.141325962816281,Outside interaction,
W2__ID376_NE__3CT_FP2_1__3CT_W2-Trial_____4,376,NE,Novel,W2,35,261.20019199999933,4.80517772761171,Outside interaction,
W2__ID376_NE__3CT_FP2_1__3CT_W2-Trial_____4,376,NE,Novel,W2,36,263.20019199999933,2.105967372062683,Outside interaction,
W2__ID376_NE__3CT_FP2_1__3CT_W2-Trial_____4,376,NE,Novel,W2,37,269.16019199999937,4.344830856464797,Outside interaction,
W2__ID376_NE__3CT_FP2_1__3CT_W2-Trial_____4,376,NE,Novel,W2,38,274.480192,2.238472194219136,Outside interaction,
W2__ID376_NE__3CT_FP2_1__3CT_W2-Trial_____4,376,NE,Novel,W2,39,275.2401919999993,5.27957226374443,Outside interaction,
W2__ID376_NE__3CT_FP2_1__3CT_W2-Trial_____4,376,NE,Novel,W2,40,286.28019199999926,2.874171332578863,Outside interaction,
W2__ID376_NE__3CT_FP2_1__3CT_W2-Trial_____4,376,NE,Novel,W2,41,287.0001919999995,4.880596486722188,Outside interaction,
W2__ID376_NE__3CT_FP2_1__3CT_W2-Trial_____4,376,NE,Novel,W2,42,287.84019199999966,2.7642973330272316,Outside interaction,
W2__ID376_NE__3CT_FP2_1__3CT_W2-Trial_____4,376,NE,Novel,W2,43,289.52019199999995,2.079283131597038,Outside interaction,
W2__ID372_NE__3CT_FP4_1__3CT_W2-Trial_____6,372,NE,Social,W2,1,0.5600000000004002,2.901950257566134,Outside interaction,
W2__ID372_NE__3CT_FP4_1__3CT_W2-Trial_____6,372,NE,Social,W2,2,2.0,2.7497361973983914,Outside interaction,
W2__ID372_NE__3CT_FP4_1__3CT_W2-Trial_____6,372,NE,Social,W2,3,2.8400000000001455,3.7642075689899377,Outside interaction,
W2__ID372_NE__3CT_FP4_1__3CT_W2-Trial_____6,372,NE,Social,W2,4,3.6400000000003274,3.390763137041204,Outside interaction,
W2__ID372_NE__3CT_FP4_1__3CT_W2-Trial_____6,372,NE,Social,W2,5,13.200000000000728,2.119761869375244,Outside interaction,
W2__ID372_NE__3CT_FP4_1__3CT_W2-Trial_____6,372,NE,Social,W2,6,15.760000000000218,2.6396246264847045,Outside interaction,
W2__ID372_NE__3CT_FP4_1__3CT_W2-Trial_____6,372,NE,Social,W2,7,17.0,2.243514298638644,Outside interaction,
W2__ID372_NE__3CT_FP4_1__3CT_W2-Trial_____6,372,NE,Social,W2,8,22.160032000000683,2.236987127308319,Outside interaction,
W2__ID372_NE__3CT_FP4_1__3CT_W2-Trial_____6,372,NE,Social,W2,9,23.200032000000647,2.4592232488706394,Interaction,1.0
W2__ID372_NE__3CT_FP4_1__3CT_W2-Trial_____6,372,NE,Social,W2,10,24.8000320000001,1.9908640859023048,Outside interaction,
W2__ID372_NE__3CT_FP4_1__3CT_W2-Trial_____6,372,NE,Social,W2,11,61.720000000000255,2.30282855948943,Outside interaction,
W2__ID372_NE__3CT_FP4_1__3CT_W2-Trial_____6,372,NE,Social,W2,12,77.07999999999993,2.6797025361203213,Outside interaction,
W2__ID372_NE__3CT_FP4_1__3CT_W2-Trial_____6,372,NE,Social,W2,13,85.88000000000011,3.370924171684189,Interaction,3.0
W2__ID372_NE__3CT_FP4_1__3CT_W2-Trial_____6,372,NE,Social,W2,14,86.5600000000004,4.367212015586631,Interaction,3.0
W2__ID372_NE__3CT_FP4_1__3CT_W2-Trial_____6,372,NE,Social,W2,15,87.28000000000065,4.8146765165592065,Interaction,3.0
W2__ID372_NE__3CT_FP4_1__3CT_W2-Trial_____6,372,NE,Social,W2,16,88.07999999999993,2.824938115261695,Interaction,3.0
W2__ID372_NE__3CT_FP4_1__3CT_W2-Trial_____6,372,NE,Social,W2,17,90.44000000000051,2.5736688522498876,Interaction,3.0
W2__ID372_NE__3CT_FP4_1__3CT_W2-Trial_____6,372,NE,Social,W2,18,91.72000000000025,4.512288757723461,Interaction,3.0
W2__ID372_NE__3CT_FP4_1__3CT_W2-Trial_____6,372,NE,Social,W2,19,95.32000000000062,2.5264289681616727,Interaction,3.0
W2__ID372_NE__3CT_FP4_1__3CT_W2-Trial_____6,372,NE,Social,W2,20,101.03999999999996,2.356668075370579,Interaction,3.0
W2__ID372_NE__3CT_FP4_1__3CT_W2-Trial_____6,372,NE,Social,W2,21,102.36000000000058,2.7309527099166324,Interaction,3.0
W2__ID372_NE__3CT_FP4_1__3CT_W2-Trial_____6,372,NE,Social,W2,22,129.32000000000062,2.097725602165023,Outside interaction,
W2__ID372_NE__3CT_FP4_1__3CT_W2-Trial_____6,372,NE,Social,W2,23,134.76000000000022,1.942302219929752,Interaction,6.0
W2__ID372_NE__3CT_FP4_1__3CT_W2-Trial_____6,372,NE,Social,W2,24,141.48000000000047,2.1418769685895813,Outside interaction,
W2__ID372_NE__3CT_FP4_1__3CT_W2-Trial_____6,372,NE,Social,W2,25,142.60000000000036,2.50456413784503,Outside interaction,
W2__ID372_NE__3CT_FP4_1__3CT_W2-Trial_____6,372,NE,Social,W2,26,150.4400000000005,2.7996085586051294,Outside interaction,
W2__ID372_NE__3CT_FP4_1__3CT_W2-Trial_____6,372,NE,Social,W2,27,180.79996800000026,3.469527901813817,Interaction,7.0
W2__ID372_NE__3CT_FP4_1__3CT_W2-Trial_____6,372,NE,Social,W2,28,181.6399680000004,2.0198930876554693,Interaction,7.0
W2__ID372_NE__3CT_FP4_1__3CT_W2-Trial_____6,372,NE,Social,W2,29,182.67996800000037,5.183691495059532,Interaction,7.0
W2__ID372_NE__3CT_FP4_1__3CT_W2-Trial_____6,372,NE,Social,W2,30,185.83996800000023,3.6318954205028016,Interaction,7.0
W2__ID372_NE__3CT_FP4_1__3CT_W2-Trial_____6,372,NE,Social,W2,31,206.71996800000034,2.0403000595541707,Outside interaction,
W2__ID372_NE__3CT_FP4_1__3CT_W2-Trial_____6,372,NE,Social,W2,32,270.0399360000001,2.5215639034324613,Outside interaction,
W2__ID372_NE__3CT_FP4_1__3CT_W2-Trial_____6,372,NE,Social,W2,33,272.43993600000067,2.0954989821616525,Outside interaction,
W2__ID372_NE__3CT_FP6_1__3CT_W2-Trial_____8,372,NE,Novel,W2,1,0.680000000000291,3.44041892294631,Interaction,1.0
W2__ID372_NE__3CT_FP6_1__3CT_W2-Trial_____8,372,NE,Novel,W2,2,8.0,2.274144934713952,Interaction,2.0
W2__ID372_NE__3CT_FP6_1__3CT_W2-Trial_____8,372,NE,Novel,W2,3,9.920000000000073,2.267470989044095,Interaction,2.0
W2__ID372_NE__3CT_FP6_1__3CT_W2-Trial_____8,372,NE,Novel,W2,4,30.400031999999555,2.3855758458685448,Outside interaction,
W2__ID372_NE__3CT_FP6_1__3CT_W2-Trial_____8,372,NE,Novel,W2,5,30.960031999999956,5.464886699048118,Outside interaction,
W2__ID372_NE__3CT_FP6_1__3CT_W2-Trial_____8,372,NE,Novel,W2,6,31.88003200000003,3.503981304952991,Outside interaction,
W2__ID372_NE__3CT_FP6_1__3CT_W2-Trial_____8,372,NE,Novel,W2,7,51.92006399999991,2.3898549821678237,Outside interaction,
W2__ID372_NE__3CT_FP6_1__3CT_W2-Trial_____8,372,NE,Novel,W2,8,63.080063999999766,2.0917867925562854,Outside interaction,
W2__ID372_NE__3CT_FP6_1__3CT_W2-Trial_____8,372,NE,Novel,W2,9,65.48006400000031,2.725118247739992,Outside interaction,
W2__ID372_NE__3CT_FP6_1__3CT_W2-Trial_____8,372,NE,Novel,W2,10,67.44006400000035,2.197450634668927,Outside interaction,
W2__ID372_NE__3CT_FP6_1__3CT_W2-Trial_____8,372,NE,Novel,W2,11,77.40006399999947,3.339462248656667,Outside interaction,
W2__ID372_NE__3CT_FP6_1__3CT_W2-Trial_____8,372,NE,Novel,W2,12,94.24006399999962,2.989399203660382,Outside interaction,
W2__ID372_NE__3CT_FP6_1__3CT_W2-Trial_____8,372,NE,Novel,W2,13,95.64006400000017,2.3073834859506617,Interaction,4.0
W2__ID372_NE__3CT_FP6_1__3CT_W2-Trial_____8,372,NE,Novel,W2,14,96.1600639999997,2.0629631804079716,Interaction,4.0
W2__ID372_NE__3CT_FP6_1__3CT_W2-Trial_____8,372,NE,Novel,W2,15,110.44006400000035,3.205034545877348,Interaction,5.0
W2__ID372_NE__3CT_FP6_1__3CT_W2-Trial_____8,372,NE,Novel,W2,16,145.20009599999958,5.112259639221574,Outside interaction,
W2__ID372_NE__3CT_FP6_1__3CT_W2-Trial_____8,372,NE,Novel,W2,17,152.8801279999998,5.082585913962075,Outside interaction,
W2__ID372_NE__3CT_FP6_1__3CT_W2-Trial_____8,372,NE,Novel,W2,18,156.48012800000015,2.6610371389462015,Outside interaction,
W2__ID372_NE__3CT_FP6_1__3CT_W2-Trial_____8,372,NE,Novel,W2,19,176.40012800000022,2.0637818044030705,Outside interaction,
W2__ID372_NE__3CT_FP6_1__3CT_W2-Trial_____8,372,NE,Novel,W2,20,177.3201280000003,3.9642890354905815,Outside interaction,
W2__ID372_NE__3CT_FP6_1__3CT_W2-Trial_____8,372,NE,Novel,W2,21,191.36012800000026,2.0269580776383123,Outside interaction,
W2__ID372_NE__3CT_FP6_1__3CT_W2-Trial_____8,372,NE,Novel,W2,22,191.8801279999998,3.337809989835454,Outside interaction,
W2__ID372_NE__3CT_FP6_1__3CT_W2-Trial_____8,372,NE,Novel,W2,23,193.20009599999958,2.322982509350933,Interaction,6.0
W2__ID372_NE__3CT_FP6_1__3CT_W2-Trial_____8,372,NE,Novel,W2,24,193.92009599999983,2.2450533644852566,Interaction,6.0
W2__ID372_NE__3CT_FP6_1__3CT_W2-Trial_____8,372,NE,Novel,W2,25,194.80009599999994,2.3712885246309243,Interaction,6.0
W2__ID372_NE__3CT_FP6_1__3CT_W2-Trial_____8,372,NE,Novel,W2,26,196.5200960000002,2.2030618052531885,Interaction,6.0
W2__ID372_NE__3CT_FP6_1__3CT_W2-Trial_____8,372,NE,Novel,W2,27,201.24009599999954,2.210519243498091,Interaction,7.0
W2__ID372_NE__3CT_FP6_1__3CT_W2-Trial_____8,372,NE,Novel,W2,28,217.9601279999997,3.7225823803216374,Interaction,7.0
W2__ID372_NE__3CT_FP6_1__3CT_W2-Trial_____8,372,NE,Novel,W2,29,220.48012800000015,3.559631983646424,Interaction,7.0
W2__ID372_NE__3CT_FP6_1__3CT_W2-Trial_____8,372,NE,Novel,W2,30,230.60012800000004,2.6592894080090463,Outside interaction,
W2__ID372_NE__3CT_FP6_1__3CT_W2-Trial_____8,372,NE,Novel,W2,31,231.7601279999999,1.928807597343968,Outside interaction,
W2__ID372_NE__3CT_FP6_1__3CT_W2-Trial_____8,372,NE,Novel,W2,32,240.8801279999998,1.9433106029775007,Interaction,9.0
W2__ID372_NE__3CT_FP6_1__3CT_W2-Trial_____8,372,NE,Novel,W2,33,244.8801279999998,2.5051846097712054,Interaction,9.0
W2__ID372_NE__3CT_FP6_1__3CT_W2-Trial_____8,372,NE,Novel,W2,34,260.7601279999999,1.9415019384223835,Outside interaction,
W2__ID372_NE__3CT_FP6_1__3CT_W2-Trial_____8,372,NE,Novel,W2,35,265.72012799999993,2.506084128734764,Outside interaction,
W2__ID372_NE__3CT_FP6_1__3CT_W2-Trial_____8,372,NE,Novel,W2,36,268.2001279999995,2.2314125409703416,Outside interaction,
W2__ID372_NE__3CT_FP6_1__3CT_W2-Trial_____8,372,NE,Novel,W2,37,294.0801279999996,2.6377984716583294,Outside interaction,
W2__ID374_WT__3CT_FP8_1__3CT_W2-Trial____10,374,WT,Social,W2,1,25.640000000001237,2.281889249729791,Interaction,1.0
W2__ID374_WT__3CT_FP8_1__3CT_W2-Trial____10,374,WT,Social,W2,2,26.44000000000051,3.8422979270320887,Interaction,1.0
W2__ID374_WT__3CT_FP8_1__3CT_W2-Trial____10,374,WT,Social,W2,3,27.080000000001746,4.288327569386682,Interaction,1.0
W2__ID374_WT__3CT_FP8_1__3CT_W2-Trial____10,374,WT,Social,W2,4,27.76000000000022,4.048817771423845,Interaction,1.0
W2__ID374_WT__3CT_FP8_1__3CT_W2-Trial____10,374,WT,Social,W2,5,28.640000000001237,4.7776978734440565,Interaction,1.0
W2__ID374_WT__3CT_FP8_1__3CT_W2-Trial____10,374,WT,Social,W2,6,29.640000000001237,3.5425194454955435,Interaction,1.0
W2__ID374_WT__3CT_FP8_1__3CT_W2-Trial____10,374,WT,Social,W2,7,30.640000000001237,2.745646308709789,Interaction,1.0
W2__ID374_WT__3CT_FP8_1__3CT_W2-Trial____10,374,WT,Social,W2,8,34.2400000000016,2.1741676504582133,Outside interaction,
W2__ID374_WT__3CT_FP8_1__3CT_W2-Trial____10,374,WT,Social,W2,9,55.840000000000146,2.069185402682428,Interaction,3.0
W2__ID374_WT__3CT_FP8_1__3CT_W2-Trial____10,374,WT,Social,W2,10,57.600000000000364,3.1709501195264567,Interaction,3.0
W2__ID374_WT__3CT_FP8_1__3CT_W2-Trial____10,374,WT,Social,W2,11,58.36000000000058,4.936657956434699,Interaction,3.0
W2__ID374_WT__3CT_FP8_1__3CT_W2-Trial____10,374,WT,Social,W2,12,59.0,2.943984587832523,Interaction,3.0
W2__ID374_WT__3CT_FP8_1__3CT_W2-Trial____10,374,WT,Social,W2,13,60.1200000000008,3.369959059909828,Interaction,3.0
W2__ID374_WT__3CT_FP8_1__3CT_W2-Trial____10,374,WT,Social,W2,14,101.3600320000005,2.4426551790342144,Interaction,5.0
W2__ID374_WT__3CT_FP8_1__3CT_W2-Trial____10,374,WT,Social,W2,15,104.12003200000072,4.442859487984268,Interaction,5.0
W2__ID374_WT__3CT_FP8_1__3CT_W2-Trial____10,374,WT,Social,W2,16,104.84003200000006,2.8544631953103807,Interaction,5.0
W2__ID374_WT__3CT_FP8_1__3CT_W2-Trial____10,374,WT,Social,W2,17,109.64003200000116,2.284964236795347,Outside interaction,
W2__ID374_WT__3CT_FP8_1__3CT_W2-Trial____10,374,WT,Social,W2,18,112.88003200000094,1.9888765188645245,Outside interaction,
W2__ID374_WT__3CT_FP8_1__3CT_W2-Trial____10,374,WT,Social,W2,19,125.08003200000167,1.985038502596516,Outside interaction,
W2__ID374_WT__3CT_FP8_1__3CT_W2-Trial____10,374,WT,Social,W2,20,135.36006400000042,2.2245166925251114,Outside interaction,
W2__ID374_WT__3CT_FP8_1__3CT_W2-Trial____10,374,WT,Social,W2,21,135.92006400000173,2.3327642297853375,Interaction,7.0
W2__ID374_WT__3CT_FP8_1__3CT_W2-Trial____10,374,WT,Social,W2,22,136.720064000001,3.4406232294849843,Interaction,7.0
W2__ID374_WT__3CT_FP8_1__3CT_W2-Trial____10,374,WT,Social,W2,23,137.4000640000013,4.069269817495976,Interaction,7.0
W2__ID374_WT__3CT_FP8_1__3CT_W2-Trial____10,374,WT,Social,W2,24,162.1600640000015,4.00140119647321,Interaction,8.0
W2__ID374_WT__3CT_FP8_1__3CT_W2-Trial____10,374,WT,Social,W2,25,172.1600640000015,1.9595944862116914,Outside interaction,
W2__ID374_WT__3CT_FP8_1__3CT_W2-Trial____10,374,WT,Social,W2,26,174.52006400000027,2.4146914207366095,Interaction,9.0
W2__ID374_WT__3CT_FP8_1__3CT_W2-Trial____10,374,WT,Social,W2,27,177.20006400000057,3.4871603887555143,Interaction,9.0
W2__ID374_WT__3CT_FP8_1__3CT_W2-Trial____10,374,WT,Social,W2,28,177.84006399999998,3.9451133647831544,Interaction,9.0
W2__ID374_WT__3CT_FP8_1__3CT_W2-Trial____10,374,WT,Social,W2,29,193.1600640000015,2.433810020778089,Outside interaction,
W2__ID374_WT__3CT_FP8_1__3CT_W2-Trial____10,374,WT,Social,W2,30,196.20006400000057,3.633548459679851,Outside interaction,
W2__ID374_WT__3CT_FP8_1__3CT_W2-Trial____10,374,WT,Social,W2,31,199.36006400000042,1.9872872877135581,Outside interaction,
W2__ID374_WT__3CT_FP8_1__3CT_W2-Trial____10,374,WT,Social,W2,32,210.2800640000005,1.9409465787815112,Outside interaction,
W2__ID374_WT__3CT_FP8_1__3CT_W2-Trial____10,374,WT,Social,W2,33,217.2800640000005,2.0983405518921394,Outside interaction,
W2__ID374_WT__3CT_FP8_1__3CT_W2-Trial____10,374,WT,Social,W2,34,223.24006400000144,2.469570830833095,Outside interaction,
W2__ID374_WT__3CT_FP8_1__3CT_W2-Trial____10,374,WT,Social,W2,35,227.68006400000013,2.28966660174936,Outside interaction,
W2__ID374_WT__3CT_FP8_1__3CT_W2-Trial____10,374,WT,Social,W2,36,293.2400000000016,1.923727160642466,Outside interaction,
W2__ID374_WT__3CT_FP9_1__3CT_W2-Trial____11,374,WT,Novel,W2,1,6.8400000000001455,3.505547699559629,Outside interaction,
W2__ID374_WT__3CT_FP9_1__3CT_W2-Trial____11,374,WT,Novel,W2,2,11.320000000001528,3.0164636079170797,Outside interaction,
W2__ID374_WT__3CT_FP9_1__3CT_W2-Trial____11,374,WT,Novel,W2,3,18.080000000001746,2.993695544902552,Interaction,1.0
W2__ID374_WT__3CT_FP9_1__3CT_W2-Trial____11,374,WT,Novel,W2,4,18.88000000000102,2.5024935809002335,Interaction,1.0
W2__ID374_WT__3CT_FP9_1__3CT_W2-Trial____11,374,WT,Novel,W2,5,19.600000000000364,2.5282138488370847,Interaction,1.0
W2__ID374_WT__3CT_FP9_1__3CT_W2-Trial____11,374,WT,Novel,W2,6,20.080000000001746,4.614511318064197,Interaction,1.0
W2__ID374_WT__3CT_FP9_1__3CT_W2-Trial____11,374,WT,Novel,W2,7,20.68000000000029,4.790492285015396,Interaction,1.0
W2__ID374_WT__3CT_FP9_1__3CT_W2-Trial____11,374,WT,Novel,W2,8,24.68000000000029,2.9262983142501713,Outside interaction,
W2__ID374_WT__3CT_FP9_1__3CT_W2-Trial____11,374,WT,Novel,W2,9,25.56000000000131,2.7214109220349685,Outside interaction,
W2__ID374_WT__3CT_FP9_1__3CT_W2-Trial____11,374,WT,Novel,W2,10,27.0,2.012355062304012,Outside interaction,
W2__ID374_WT__3CT_FP9_1__3CT_W2-Trial____11,374,WT,Novel,W2,11,29.520000000000437,2.3830392262415043,Outside interaction,
W2__ID374_WT__3CT_FP9_1__3CT_W2-Trial____11,374,WT,Novel,W2,12,49.2400000000016,1.9101390059734271,Outside interaction,
W2__ID374_WT__3CT_FP9_1__3CT_W2-Trial____11,374,WT,Novel,W2,13,86.44000000000051,2.718396496406363,Outside interaction,
W2__ID374_WT__3CT_FP9_1__3CT_W2-Trial____11,374,WT,Novel,W2,14,86.96000000000095,2.2104150758924814,Outside interaction,
W2__ID374_WT__3CT_FP9_1__3CT_W2-Trial____11,374,WT,Novel,W2,15,88.04000000000087,2.0469721080694643,Outside interaction,
W2__ID374_WT__3CT_FP9_1__3CT_W2-Trial____11,374,WT,Novel,W2,16,97.36000000000058,2.2730613184533937,Outside interaction,
W2__ID374_WT__3CT_FP9_1__3CT_W2-Trial____11,374,WT,Novel,W2,17,97.96000000000095,2.315820172114491,Outside interaction,
W2__ID374_WT__3CT_FP9_1__3CT_W2-Trial____11,374,WT,Novel,W2,18,99.28000000000065,2.840382430286542,Outside interaction,
W2__ID374_WT__3CT_FP9_1__3CT_W2-Trial____11,374,WT,Novel,W2,19,99.88000000000102,3.98050301970474,Outside interaction,
W2__ID374_WT__3CT_FP9_1__3CT_W2-Trial____11,374,WT,Novel,W2,20,100.8799680000011,2.351813264535957,Outside interaction,
W2__ID374_WT__3CT_FP9_1__3CT_W2-Trial____11,374,WT,Novel,W2,21,103.31996800000161,2.291496638196323,Outside interaction,
W2__ID374_WT__3CT_FP9_1__3CT_W2-Trial____11,374,WT,Novel,W2,22,110.19996800000081,2.888562896275921,Outside interaction,
W2__ID374_WT__3CT_FP9_1__3CT_W2-Trial____11,374,WT,Novel,W2,23,140.67996800000037,2.541957104970685,Outside interaction,
W2__ID374_WT__3CT_FP9_1__3CT_W2-Trial____11,374,WT,Novel,W2,24,142.3199680000016,3.0264165501419833,Outside interaction,
W2__ID374_WT__3CT_FP9_1__3CT_W2-Trial____11,374,WT,Novel,W2,25,143.11996800000088,4.047225690060405,Outside interaction,
W2__ID374_WT__3CT_FP9_1__3CT_W2-Trial____11,374,WT,Novel,W2,26,152.4400000000005,2.4514537435992,Outside interaction,
W2__ID374_WT__3CT_FP9_1__3CT_W2-Trial____11,374,WT,Novel,W2,27,157.52000000000044,2.3340236469144187,Outside interaction,
W2__ID374_WT__3CT_FP9_1__3CT_W2-Trial____11,374,WT,Novel,W2,28,170.32000000000153,3.2680312727161946,Outside interaction,
W2__ID374_WT__3CT_FP9_1__3CT_W2-Trial____11,374,WT,Novel,W2,29,175.60000000000036,2.4149935703848144,Outside interaction,
W2__ID374_WT__3CT_FP9_1__3CT_W2-Trial____11,374,WT,Novel,W2,30,201.4400000000005,3.651544254872763,Outside interaction,
W2__ID374_WT__3CT_FP9_1__3CT_W2-Trial____11,374,WT,Novel,W2,31,202.2400000000016,5.862888579050218,Outside interaction,
W2__ID374_WT__3CT_FP9_1__3CT_W2-Trial____11,374,WT,Novel,W2,32,209.20000000000073,2.5461174902188652,Outside interaction,
W2__ID374_WT__3CT_FP9_1__3CT_W2-Trial____11,374,WT,Novel,W2,33,237.8000000000011,2.0281588919372178,Outside interaction,
W2__ID374_WT__3CT_FP9_1__3CT_W2-Trial____11,374,WT,Novel,W2,34,277.2400000000016,3.590649697755881,Interaction,3.0
W2__ID374_WT__3CT_FP9_1__3CT_W2-Trial____11,374,WT,Novel,W2,35,278.08000000000175,5.3373536290818215,Interaction,3.0
W2__ID374_WT__3CT_FP9_1__3CT_W2-Trial____11,374,WT,Novel,W2,36,279.2400000000016,3.6074169282387945,Interaction,3.0
W2__ID374_WT__3CT_FP9_1__3CT_W2-Trial____11,374,WT,Novel,W2,37,283.2400000000016,4.088847728313533,Interaction,4.0
W2__ID374_WT__3CT_FP9_1__3CT_W2-Trial____11,374,WT,Novel,W2,38,293.84000000000015,2.565298569208727,Interaction,5.0
W2__ID429_WT__3CT_FP11_1__3CT_W2-Trial____13,429,WT,Social,W2,1,25.159999999999854,3.2356061516514014,Interaction,4.0
W2__ID429_WT__3CT_FP11_1__3CT_W2-Trial____13,429,WT,Social,W2,2,26.159999999999854,2.1093492456798875,Interaction,4.0
W2__ID429_WT__3CT_FP11_1__3CT_W2-Trial____13,429,WT,Social,W2,3,38.76003199999832,3.1032631703826654,Outside interaction,
W2__ID429_WT__3CT_FP11_1__3CT_W2-Trial____13,429,WT,Social,W2,4,42.88003199999912,2.793154863886883,Outside interaction,
W2__ID429_WT__3CT_FP11_1__3CT_W2-Trial____13,429,WT,Social,W2,5,71.84006399999998,2.2357949707170333,Outside interaction,
W2__ID429_WT__3CT_FP11_1__3CT_W2-Trial____13,429,WT,Social,W2,6,75.4800639999994,2.053665419881593,Outside interaction,
W2__ID429_WT__3CT_FP11_1__3CT_W2-Trial____13,429,WT,Social,W2,7,84.12006399999882,2.2617051987172303,Outside interaction,
W2__ID429_WT__3CT_FP11_1__3CT_W2-Trial____13,429,WT,Social,W2,8,98.00009599999976,5.3175653764728406,Interaction,6.0
W2__ID429_WT__3CT_FP11_1__3CT_W2-Trial____13,429,WT,Social,W2,9,127.12009599999874,2.9010787225435934,Outside interaction,
W2__ID429_WT__3CT_FP11_1__3CT_W2-Trial____13,429,WT,Social,W2,10,131.48009599999932,4.671035152861161,Interaction,8.0
W2__ID429_WT__3CT_FP11_1__3CT_W2-Trial____13,429,WT,Social,W2,11,143.24009599999954,2.6928151099375293,Outside interaction,
W2__ID429_WT__3CT_FP11_1__3CT_W2-Trial____13,429,WT,Social,W2,12,143.96009599999888,5.268946000604489,Outside interaction,
W2__ID429_WT__3CT_FP11_1__3CT_W2-Trial____13,429,WT,Social,W2,13,144.52009599999838,3.7188479654990676,Outside interaction,
W2__ID429_WT__3CT_FP11_1__3CT_W2-Trial____13,429,WT,Social,W2,14,182.2801279999985,4.27665226445999,Outside interaction,
W2__ID429_WT__3CT_FP11_1__3CT_W2-Trial____13,429,WT,Social,W2,15,198.16012799999953,3.9916256200439575,Interaction,9.0
W2__ID429_WT__3CT_FP11_1__3CT_W2-Trial____13,429,WT,Social,W2,16,203.44012799999837,2.9187367492839593,Outside interaction,
W2__ID429_WT__3CT_FP11_1__3CT_W2-Trial____13,429,WT,Social,W2,17,204.6401279999991,2.337230782556026,Outside interaction,
W2__ID429_WT__3CT_FP11_1__3CT_W2-Trial____13,429,WT,Social,W2,18,217.72015999999894,2.6019745771780216,Interaction,10.0
W2__ID429_WT__3CT_FP11_1__3CT_W2-Trial____13,429,WT,Social,W2,19,290.8801919999987,2.7496306421870895,Interaction,12.0
W2__ID429_WT__3CT_FP12_1__3CT_W2-Trial____14,429,WT,Novel,W2,1,1.3999999999996362,2.083963422379517,Interaction,1.0
W2__ID429_WT__3CT_FP12_1__3CT_W2-Trial____14,429,WT,Novel,W2,2,25.200064000000566,1.9861170157527654,Outside interaction,
W2__ID429_WT__3CT_FP12_1__3CT_W2-Trial____14,429,WT,Novel,W2,3,25.760064000000057,2.0617518611060084,Outside interaction,
W2__ID429_WT__3CT_FP12_1__3CT_W2-Trial____14,429,WT,Novel,W2,4,27.280064000000493,2.5804954692704793,Outside interaction,
W2__ID429_WT__3CT_FP12_1__3CT_W2-Trial____14,429,WT,Novel,W2,5,36.72009600000092,2.2462828555203425,Outside interaction,
W2__ID429_WT__3CT_FP12_1__3CT_W2-Trial____14,429,WT,Novel,W2,6,40.520096000000194,5.615049367518269,Interaction,2.0
W2__ID429_WT__3CT_FP12_1__3CT_W2-Trial____14,429,WT,Novel,W2,7,41.04009600000063,4.097882943525143,Interaction,2.0
W2__ID429_WT__3CT_FP12_1__3CT_W2-Trial____14,429,WT,Novel,W2,8,41.80009600000085,2.2439804108862553,Interaction,2.0
W2__ID429_WT__3CT_FP12_1__3CT_W2-Trial____14,429,WT,Novel,W2,9,46.400095999999394,3.838441516053036,Interaction,2.0
W2__ID429_WT__3CT_FP12_1__3CT_W2-Trial____14,429,WT,Novel,W2,10,47.28009600000041,3.7335353065769787,Interaction,2.0
W2__ID429_WT__3CT_FP12_1__3CT_W2-Trial____14,429,WT,Novel,W2,11,51.16009599999961,3.7413459560356084,Interaction,3.0
