trial_key,mouse_id,genotype,trial_type,timepoint,peak_number,peak_time_s,peak_amp_z,analysis_window,interaction_bout_number
Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,1,15.879967999999735,6.794913954924792,Interaction,1.0
Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,2,16.759967999999844,8.386635535582183,Interaction,1.0
Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,3,22.639967999999953,3.173554823743518,Interaction,1.0
Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,4,23.759967999999844,2.831405872975297,Interaction,1.0
Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,5,33.23996799999986,3.703458735017035,Interaction,2.0
Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,6,34.439968000000135,2.078672324864903,Interaction,2.0
Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,7,40.07996800000001,2.2038992700924016,Interaction,2.0
Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,8,45.95993599999974,2.5827348030301174,Interaction,2.0
Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,9,57.759935999999925,3.9982191661530138,Interaction,4.0
Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,10,58.359935999999834,4.152368750437678,Interaction,4.0
Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,11,59.479935999999725,3.49898646940149,Interaction,4.0
Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,12,85.63990400000012,2.2952076221701865,Outside interaction,
Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,13,92.71990400000004,4.452207427567389,Interaction,5.0
Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,14,94.1599040000001,2.1736988199205944,Interaction,5.0
Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,15,95.11990400000013,2.4577298595140062,Interaction,5.0
Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,16,96.51990399999977,2.4666519668720475,Interaction,5.0
Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,17,103.71990400000004,2.2771422575797517,Outside interaction,
Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,18,110.91990399999986,3.513851181731046,Outside interaction,
Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,19,111.91990399999986,2.8660482130648055,Outside interaction,
Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,20,114.67990400000008,2.144030695968328,Interaction,6.0
Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,21,115.8799039999999,2.7714816722569524,Interaction,6.0
Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,22,142.2398720000001,2.963196436076782,Outside interaction,
Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,23,142.9598719999999,3.3696561405807834,Outside interaction,
Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,24,173.9598719999999,2.246067319456999,Interaction,7.0
Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,25,175.6398720000002,2.2032787791698394,Interaction,7.0
Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,26,204.91987199999994,2.1600207852269304,Outside interaction,
Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,27,231.11987199999976,3.1250798866575917,Outside interaction,
Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,28,232.839872,2.140528312154169,Outside interaction,
Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,29,276.5998400000003,3.3915938793111944,Outside interaction,
Preinduction__ID376_NE__3CT_FP1_1__3CT_Preinduction-Trial_____3,376,NE,Social,Preinduction,30,293.7198400000002,2.039021311560029,Outside interaction,
Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,1,1.3200000000006185,3.7596468998221817,Outside interaction,
Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,2,2.600000000000364,2.292925892904198,Outside interaction,
Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,3,18.720000000000255,2.9418593264356976,Outside interaction,
Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,4,20.600000000000364,2.1344070465859257,Outside interaction,
Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,5,22.360000000000582,4.098177076727421,Outside interaction,
Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,6,23.68000000000029,2.3582432138347627,Outside interaction,
Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,7,45.87996800000019,2.24095105042181,Outside interaction,
Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,8,47.51996800000052,2.300222883668018,Outside interaction,
Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,9,57.31996799999979,2.0293102702855084,Outside interaction,
Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,10,58.1999679999999,2.3776877151859743,Outside interaction,
Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,11,66.47996800000055,2.8173234812743995,Interaction,2.0
Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,12,80.79996800000026,2.267213535052206,Outside interaction,
Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,13,81.67996800000037,1.9626891049487862,Outside interaction,
Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,14,97.27996799999983,4.053962082696484,Outside interaction,
Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,15,106.87996800000019,2.0398345137070186,Outside interaction,
Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,16,110.43996800000059,2.0911810080211035,Outside interaction,
Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,17,123.99993600000016,5.07858564182219,Outside interaction,
Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,18,142.3999359999998,1.9876668994695783,Outside interaction,
Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,19,174.0399040000002,2.3654636687775494,Outside interaction,
Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,20,174.91990400000032,2.3411454566052208,Outside interaction,
Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,21,177.75990400000046,2.775615382814643,Outside interaction,
Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,22,184.91990400000032,2.6560946513338055,Outside interaction,
Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,23,191.39990399999988,2.289153458060632,Outside interaction,
Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,24,208.1198720000002,2.0414307059361123,Outside interaction,
Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,25,208.75987200000054,2.407630153871633,Outside interaction,
Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,26,210.07987200000025,2.8415772145649765,Outside interaction,
Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,27,211.75987200000054,2.6790589356480226,Outside interaction,
Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,28,225.359872,2.666124797752067,Outside interaction,
Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,29,253.71980799999983,2.003441859401716,Outside interaction,
Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,30,259.8798080000006,1.9949472340045717,Outside interaction,
Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,31,261.1198080000004,4.470413058535623,Outside interaction,
Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,32,282.47977600000013,2.4899861583595864,Outside interaction,
Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,33,298.2397440000004,2.9318291952281923,Outside interaction,
Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,34,298.8397439999999,5.769758580431349,Outside interaction,
Preinduction__ID376_NE__3CT_FP2_1__3CT_Preinduction-Trial_____4,376,NE,Novel,Preinduction,35,299.63974400000006,3.7202126453766455,Outside interaction,
Preinduction__ID372_NE__3CT_FP_2_1__3CT_Preinduction-Trial_____8,372,NE,Social,Preinduction,1,3.759968000000299,3.2187595832671585,Outside interaction,
Preinduction__ID372_NE__3CT_FP_2_1__3CT_Preinduction-Trial_____8,372,NE,Social,Preinduction,2,10.399967999999717,5.442453016082903,Outside interaction,
Preinduction__ID372_NE__3CT_FP_2_1__3CT_Preinduction-Trial_____8,372,NE,Social,Preinduction,3,14.159967999999935,2.4221950464491018,Outside interaction,
Preinduction__ID372_NE__3CT_FP_2_1__3CT_Preinduction-Trial_____8,372,NE,Social,Preinduction,4,15.239967999999863,2.5345664748278813,Outside interaction,
Preinduction__ID372_NE__3CT_FP_2_1__3CT_Preinduction-Trial_____8,372,NE,Social,Preinduction,5,23.43996799999968,2.586542316738773,Outside interaction,
Preinduction__ID372_NE__3CT_FP_2_1__3CT_Preinduction-Trial_____8,372,NE,Social,Preinduction,6,24.279967999999826,2.053984837966672,Outside interaction,
Preinduction__ID372_NE__3CT_FP_2_1__3CT_Preinduction-Trial_____8,372,NE,Social,Preinduction,7,25.31996799999979,3.1394825298795235,Outside interaction,
Preinduction__ID372_NE__3CT_FP_2_1__3CT_Preinduction-Trial_____8,372,NE,Social,Preinduction,8,26.1999679999999,2.9257667610245175,Outside interaction,
Preinduction__ID372_NE__3CT_FP_2_1__3CT_Preinduction-Trial_____8,372,NE,Social,Preinduction,9,28.399967999999717,2.740973715670502,Outside interaction,
Preinduction__ID372_NE__3CT_FP_2_1__3CT_Preinduction-Trial_____8,372,NE,Social,Preinduction,10,34.479967999999644,2.230596303068941,Outside interaction,
Preinduction__ID372_NE__3CT_FP_2_1__3CT_Preinduction-Trial_____8,372,NE,Social,Preinduction,11,51.71993599999951,3.0343944841237467,Outside interaction,
Preinduction__ID372_NE__3CT_FP_2_1__3CT_Preinduction-Trial_____8,372,NE,Social,Preinduction,12,54.31993599999987,3.4742445787261573,Outside interaction,
Preinduction__ID372_NE__3CT_FP_2_1__3CT_Preinduction-Trial_____8,372,NE,Social,Preinduction,13,60.919936000000234,2.9237662580719723,Outside interaction,
Preinduction__ID372_NE__3CT_FP_2_1__3CT_Preinduction-Trial_____8,372,NE,Social,Preinduction,14,68.67993599999954,2.2859149788443833,Outside interaction,
Preinduction__ID372_NE__3CT_FP_2_1__3CT_Preinduction-Trial_____8,372,NE,Social,Preinduction,15,70.55993599999965,2.2178633767276983,Outside interaction,
Preinduction__ID372_NE__3CT_FP_2_1__3CT_Preinduction-Trial_____8,372,NE,Social,Preinduction,16,75.47993599999973,5.532445342387018,Interaction,1.0
Preinduction__ID372_NE__3CT_FP_2_1__3CT_Preinduction-Trial_____8,372,NE,Social,Preinduction,17,76.03993600000013,4.725526286447075,Interaction,1.0
Preinduction__ID372_NE__3CT_FP_2_1__3CT_Preinduction-Trial_____8,372,NE,Social,Preinduction,18,76.75993599999947,3.5777772233353446,Interaction,1.0
Preinduction__ID372_NE__3CT_FP_2_1__3CT_Preinduction-Trial_____8,372,NE,Social,Preinduction,19,99.31990399999995,3.2330658656341433,Outside interaction,
Preinduction__ID372_NE__3CT_FP_2_1__3CT_Preinduction-Trial_____8,372,NE,Social,Preinduction,20,100.63990399999966,2.2989317416276167,Outside interaction,
Preinduction__ID372_NE__3CT_FP_2_1__3CT_Preinduction-Trial_____8,372,NE,Social,Preinduction,21,112.67990399999962,3.623642066511787,Outside interaction,
Preinduction__ID372_NE__3CT_FP_2_1__3CT_Preinduction-Trial_____8,372,NE,Social,Preinduction,22,114.27990399999999,2.167013895631748,Outside interaction,
Preinduction__ID372_NE__3CT_FP_2_1__3CT_Preinduction-Trial_____8,372,NE,Social,Preinduction,23,127.55987199999981,2.4560963021341706,Outside interaction,
Preinduction__ID372_NE__3CT_FP_2_1__3CT_Preinduction-Trial_____8,372,NE,Social,Preinduction,24,140.07987200000025,2.2911519107851412,Outside interaction,
Preinduction__ID372_NE__3CT_FP_2_1__3CT_Preinduction-Trial_____8,372,NE,Social,Preinduction,25,144.71987199999967,2.6465429855717693,Outside interaction,
Preinduction__ID372_NE__3CT_FP_2_1__3CT_Preinduction-Trial_____8,372,NE,Social,Preinduction,26,153.5598719999998,2.412514334596595,Outside interaction,
Preinduction__ID372_NE__3CT_FP_2_1__3CT_Preinduction-Trial_____8,372,NE,Social,Preinduction,27,202.03984000000037,2.8094269943779313,Outside interaction,
Preinduction__ID372_NE__3CT_FP_2_1__3CT_Preinduction-Trial_____8,372,NE,Social,Preinduction,28,203.1198400000003,2.266569010352668,Outside interaction,
Preinduction__ID372_NE__3CT_FP_2_1__3CT_Preinduction-Trial_____8,372,NE,Social,Preinduction,29,205.39984000000004,2.9781031346055493,Outside interaction,
Preinduction__ID372_NE__3CT_FP_2_1__3CT_Preinduction-Trial_____8,372,NE,Social,Preinduction,30,210.51983999999993,2.549507516168965,Outside interaction,
Preinduction__ID372_NE__3CT_FP_2_1__3CT_Preinduction-Trial_____8,372,NE,Social,Preinduction,31,218.95983999999953,3.2425657120044806,Interaction,2.0
Preinduction__ID372_NE__3CT_FP_2_1__3CT_Preinduction-Trial_____8,372,NE,Social,Preinduction,32,230.3198080000002,2.615821825919522,Interaction,3.0
Preinduction__ID372_NE__3CT_FP_2_1__3CT_Preinduction-Trial_____8,372,NE,Social,Preinduction,33,231.55980799999998,4.024209394378557,Interaction,3.0
Preinduction__ID372_NE__3CT_FP_2_1__3CT_Preinduction-Trial_____8,372,NE,Social,Preinduction,34,232.71980799999983,3.099671455809615,Interaction,3.0
Preinduction__ID372_NE__3CT_FP_2_1__3CT_Preinduction-Trial_____8,372,NE,Social,Preinduction,35,233.47980800000005,3.859466661047719,Interaction,3.0
Preinduction__ID372_NE__3CT_FP_2_1__3CT_Preinduction-Trial_____8,372,NE,Social,Preinduction,36,247.11977599999955,3.2234327072907227,Outside interaction,
Preinduction__ID372_NE__3CT_FP_2_1__3CT_Preinduction-Trial_____8,372,NE,Social,Preinduction,37,248.35977600000024,2.459424453402673,Outside interaction,
Preinduction__ID372_NE__3CT_FP_2_1__3CT_Preinduction-Trial_____8,372,NE,Social,Preinduction,38,256.599776,2.512986427891662,Outside interaction,
Preinduction__ID372_NE__3CT_FP_2_1__3CT_Preinduction-Trial_____8,372,NE,Social,Preinduction,39,257.55977600000006,2.0562682036392306,Outside interaction,
Preinduction__ID372_NE__3CT_FP_2_1__3CT_Preinduction-Trial_____8,372,NE,Social,Preinduction,40,258.1997759999995,2.080024457365149,Outside interaction,
Preinduction__ID372_NE__3CT_FP_2_1__3CT_Preinduction-Trial_____8,372,NE,Social,Preinduction,41,272.3597440000003,3.4077795993911817,Outside interaction,
Preinduction__ID372_NE__3CT_FP_2_1__3CT_Preinduction-Trial_____8,372,NE,Social,Preinduction,42,278.3597440000003,2.353021452719322,Outside interaction,
Preinduction__ID372_NE__3CT_FP_2_1__3CT_Preinduction-Trial_____8,372,NE,Social,Preinduction,43,280.719744,3.7458053258037527,Outside interaction,
Preinduction__ID372_NE__3CT_FP_2_1__3CT_Preinduction-Trial_____8,372,NE,Social,Preinduction,44,292.6797120000001,3.9479781557752136,Outside interaction,
Preinduction__ID372_NE__3CT_FP_3_1__3CT_Preinduction-Trial_____9,372,NE,Novel,Preinduction,1,3.1599999999998545,5.405552719005363,Interaction,1.0
Preinduction__ID372_NE__3CT_FP_3_1__3CT_Preinduction-Trial_____9,372,NE,Novel,Preinduction,2,54.039936000000125,2.180347363034882,Outside interaction,
Preinduction__ID372_NE__3CT_FP_3_1__3CT_Preinduction-Trial_____9,372,NE,Novel,Preinduction,3,54.919936000000234,2.7707377395020023,Outside interaction,
Preinduction__ID372_NE__3CT_FP_3_1__3CT_Preinduction-Trial_____9,372,NE,Novel,Preinduction,4,60.75993600000038,4.358329805807827,Outside interaction,
Preinduction__ID372_NE__3CT_FP_3_1__3CT_Preinduction-Trial_____9,372,NE,Novel,Preinduction,5,75.67990399999962,2.1732192604895295,Outside interaction,
Preinduction__ID372_NE__3CT_FP_3_1__3CT_Preinduction-Trial_____9,372,NE,Novel,Preinduction,6,103.31990399999995,1.9234634441100344,Outside interaction,
Preinduction__ID372_NE__3CT_FP_3_1__3CT_Preinduction-Trial_____9,372,NE,Novel,Preinduction,7,107.79990400000042,2.0998205737199607,Outside interaction,
Preinduction__ID372_NE__3CT_FP_3_1__3CT_Preinduction-Trial_____9,372,NE,Novel,Preinduction,8,110.43990399999984,3.457973209988874,Outside interaction,
Preinduction__ID372_NE__3CT_FP_3_1__3CT_Preinduction-Trial_____9,372,NE,Novel,Preinduction,9,113.51990399999977,3.5680557860580535,Outside interaction,
Preinduction__ID372_NE__3CT_FP_3_1__3CT_Preinduction-Trial_____9,372,NE,Novel,Preinduction,10,114.0399040000002,2.728161158129978,Outside interaction,
Preinduction__ID372_NE__3CT_FP_3_1__3CT_Preinduction-Trial_____9,372,NE,Novel,Preinduction,11,117.23990400000002,3.3432551886169937,Outside interaction,
Preinduction__ID372_NE__3CT_FP_3_1__3CT_Preinduction-Trial_____9,372,NE,Novel,Preinduction,12,117.75990400000046,3.285019553999691,Outside interaction,
Preinduction__ID372_NE__3CT_FP_3_1__3CT_Preinduction-Trial_____9,372,NE,Novel,Preinduction,13,123.9198720000004,1.9715994330872022,Outside interaction,
Preinduction__ID372_NE__3CT_FP_3_1__3CT_Preinduction-Trial_____9,372,NE,Novel,Preinduction,14,165.35984000000008,2.0121729242961157,Outside interaction,
Preinduction__ID372_NE__3CT_FP_3_1__3CT_Preinduction-Trial_____9,372,NE,Novel,Preinduction,15,167.95984000000044,4.9559020094845705,Outside interaction,
Preinduction__ID372_NE__3CT_FP_3_1__3CT_Preinduction-Trial_____9,372,NE,Novel,Preinduction,16,168.79983999999968,2.025358319845762,Outside interaction,
Preinduction__ID372_NE__3CT_FP_3_1__3CT_Preinduction-Trial_____9,372,NE,Novel,Preinduction,17,174.79983999999968,2.4786456684694795,Outside interaction,
Preinduction__ID372_NE__3CT_FP_3_1__3CT_Preinduction-Trial_____9,372,NE,Novel,Preinduction,18,179.519808,1.9531910799121508,Outside interaction,
Preinduction__ID372_NE__3CT_FP_3_1__3CT_Preinduction-Trial_____9,372,NE,Novel,Preinduction,19,217.15977600000042,2.0031409525427217,Outside interaction,
Preinduction__ID372_NE__3CT_FP_3_1__3CT_Preinduction-Trial_____9,372,NE,Novel,Preinduction,20,219.2797760000003,2.547188839233183,Outside interaction,
Preinduction__ID372_NE__3CT_FP_3_1__3CT_Preinduction-Trial_____9,372,NE,Novel,Preinduction,21,220.43977600000017,2.703811006079646,Outside interaction,
Preinduction__ID372_NE__3CT_FP_3_1__3CT_Preinduction-Trial_____9,372,NE,Novel,Preinduction,22,220.99977599999966,2.33494956009663,Outside interaction,
Preinduction__ID372_NE__3CT_FP_3_1__3CT_Preinduction-Trial_____9,372,NE,Novel,Preinduction,23,222.23977600000035,2.0997191811925036,Outside interaction,
Preinduction__ID372_NE__3CT_FP_3_1__3CT_Preinduction-Trial_____9,372,NE,Novel,Preinduction,24,256.2797440000004,3.4277950097015895,Interaction,8.0
Preinduction__ID372_NE__3CT_FP_3_1__3CT_Preinduction-Trial_____9,372,NE,Novel,Preinduction,25,268.19971199999964,2.011072550507493,Outside interaction,
Preinduction__ID374_WT__3CT_FP_5_1__3CT_Preinduction-Trial____11,374,WT,Social,Preinduction,1,4.959999999999127,6.008466921434849,Interaction,1.0
Preinduction__ID374_WT__3CT_FP_5_1__3CT_Preinduction-Trial____11,374,WT,Social,Preinduction,2,5.8400000000001455,3.686084822621826,Interaction,1.0
Preinduction__ID374_WT__3CT_FP_5_1__3CT_Preinduction-Trial____11,374,WT,Social,Preinduction,3,7.920000000000073,2.421866643693174,Interaction,1.0
Preinduction__ID374_WT__3CT_FP_5_1__3CT_Preinduction-Trial____11,374,WT,Social,Preinduction,4,12.679968000000372,2.236828538387637,Interaction,2.0
Preinduction__ID374_WT__3CT_FP_5_1__3CT_Preinduction-Trial____11,374,WT,Social,Preinduction,5,13.359967999998844,3.3245541351795262,Interaction,2.0
Preinduction__ID374_WT__3CT_FP_5_1__3CT_Preinduction-Trial____11,374,WT,Social,Preinduction,6,14.079968000000008,4.036265929817459,Interaction,2.0
Preinduction__ID374_WT__3CT_FP_5_1__3CT_Preinduction-Trial____11,374,WT,Social,Preinduction,7,15.919968000000154,2.8197400698210835,Interaction,2.0
Preinduction__ID374_WT__3CT_FP_5_1__3CT_Preinduction-Trial____11,374,WT,Social,Preinduction,8,18.519968000000517,3.5723576913921056,Outside interaction,
Preinduction__ID374_WT__3CT_FP_5_1__3CT_Preinduction-Trial____11,374,WT,Social,Preinduction,9,22.079968000000008,2.259020529908531,Interaction,3.0
Preinduction__ID374_WT__3CT_FP_5_1__3CT_Preinduction-Trial____11,374,WT,Social,Preinduction,10,22.7599680000003,4.890028527595862,Interaction,3.0
Preinduction__ID374_WT__3CT_FP_5_1__3CT_Preinduction-Trial____11,374,WT,Social,Preinduction,11,28.87996799999928,2.485911598917799,Interaction,3.0
Preinduction__ID374_WT__3CT_FP_5_1__3CT_Preinduction-Trial____11,374,WT,Social,Preinduction,12,32.159967999999935,2.759123509126745,Interaction,3.0
Preinduction__ID374_WT__3CT_FP_5_1__3CT_Preinduction-Trial____11,374,WT,Social,Preinduction,13,33.27996799999892,2.432660196870417,Interaction,3.0
Preinduction__ID374_WT__3CT_FP_5_1__3CT_Preinduction-Trial____11,374,WT,Social,Preinduction,14,36.039967999999135,2.6717996870217355,Interaction,3.0
Preinduction__ID374_WT__3CT_FP_5_1__3CT_Preinduction-Trial____11,374,WT,Social,Preinduction,15,37.99996800000008,4.519031117106428,Interaction,3.0
Preinduction__ID374_WT__3CT_FP_5_1__3CT_Preinduction-Trial____11,374,WT,Social,Preinduction,16,49.479935999999725,2.3237991539117537,Outside interaction,
Preinduction__ID374_WT__3CT_FP_5_1__3CT_Preinduction-Trial____11,374,WT,Social,Preinduction,17,50.3999359999998,2.6888412900113714,Outside interaction,
Preinduction__ID374_WT__3CT_FP_5_1__3CT_Preinduction-Trial____11,374,WT,Social,Preinduction,18,50.99993600000016,2.4843112404888186,Outside interaction,
Preinduction__ID374_WT__3CT_FP_5_1__3CT_Preinduction-Trial____11,374,WT,Social,Preinduction,19,70.07990400000017,3.0402678635307723,Interaction,4.0
Preinduction__ID374_WT__3CT_FP_5_1__3CT_Preinduction-Trial____11,374,WT,Social,Preinduction,20,92.55990399999973,4.4906249615775,Outside interaction,
Preinduction__ID374_WT__3CT_FP_5_1__3CT_Preinduction-Trial____11,374,WT,Social,Preinduction,21,93.07990400000017,2.264775665899985,Outside interaction,
Preinduction__ID374_WT__3CT_FP_5_1__3CT_Preinduction-Trial____11,374,WT,Social,Preinduction,22,109.0399039999993,2.234019123122682,Outside interaction,
Preinduction__ID374_WT__3CT_FP_5_1__3CT_Preinduction-Trial____11,374,WT,Social,Preinduction,23,127.39987199999996,2.753523926830598,Outside interaction,
Preinduction__ID374_WT__3CT_FP_5_1__3CT_Preinduction-Trial____11,374,WT,Social,Preinduction,24,128.2398720000001,1.9449376198093604,Outside interaction,
Preinduction__ID374_WT__3CT_FP_5_1__3CT_Preinduction-Trial____11,374,WT,Social,Preinduction,25,131.07987200000025,3.8338372626833808,Outside interaction,
Preinduction__ID374_WT__3CT_FP_5_1__3CT_Preinduction-Trial____11,374,WT,Social,Preinduction,26,132.31987200000003,4.212065643684575,Outside interaction,
Preinduction__ID374_WT__3CT_FP_5_1__3CT_Preinduction-Trial____11,374,WT,Social,Preinduction,27,132.7998719999996,2.023331074227233,Outside interaction,
Preinduction__ID374_WT__3CT_FP_5_1__3CT_Preinduction-Trial____11,374,WT,Social,Preinduction,28,141.6798719999988,3.8342060202592783,Interaction,5.0
Preinduction__ID374_WT__3CT_FP_5_1__3CT_Preinduction-Trial____11,374,WT,Social,Preinduction,29,178.15984000000026,2.4909956648784877,Outside interaction,
Preinduction__ID374_WT__3CT_FP_5_1__3CT_Preinduction-Trial____11,374,WT,Social,Preinduction,30,190.03983999999946,2.14720048443423,Outside interaction,
Preinduction__ID374_WT__3CT_FP_5_1__3CT_Preinduction-Trial____11,374,WT,Social,Preinduction,31,190.7598399999988,2.4471744581834742,Outside interaction,
Preinduction__ID374_WT__3CT_FP_5_1__3CT_Preinduction-Trial____11,374,WT,Social,Preinduction,32,213.79980799999976,2.231418467510757,Outside interaction,
Preinduction__ID374_WT__3CT_FP_5_1__3CT_Preinduction-Trial____11,374,WT,Social,Preinduction,33,217.19977599999947,2.9652525454555567,Outside interaction,
Preinduction__ID374_WT__3CT_FP_5_1__3CT_Preinduction-Trial____11,374,WT,Social,Preinduction,34,219.3997760000002,1.9234317141095578,Outside interaction,
Preinduction__ID374_WT__3CT_FP_5_1__3CT_Preinduction-Trial____11,374,WT,Social,Preinduction,35,226.79977599999984,3.0522110423994375,Outside interaction,
Preinduction__ID374_WT__3CT_FP_5_1__3CT_Preinduction-Trial____11,374,WT,Social,Preinduction,36,233.79977599999984,3.292287262540272,Outside interaction,
Preinduction__ID374_WT__3CT_FP_5_1__3CT_Preinduction-Trial____11,374,WT,Social,Preinduction,37,245.9197439999989,2.404385873193894,Outside interaction,
