trial_key,mouse_id,genotype,trial_type,timepoint,analysis_window,duration_s,n_peaks,transient_freq_per_min,mean_peak_amp_z,trial_SD,threshold_z,n_interaction_bouts
W2__ID400_NE__3CT_FP14_2__3CT_W2_C2-Trial____17,400,NE,Novel,W2,Interaction,77.20000000000007,6,4.663212435233157,2.0353596123135183,0.8351789777996482,1.6703579555992965,6
W2__ID400_NE__3CT_FP14_2__3CT_W2_C2-Trial____17,400,NE,Novel,W2,Outside interaction,222.64047999999886,22,5.928840972674901,2.340257119828444,0.8351789777996482,1.6703579555992965,6
W2__ID584_NE__3CT_FP13_3__3CT_W2_C3-Trial____15,584,NE,Social,W2,Interaction,84.60000000000011,10,7.092198581560274,2.4427667400669124,0.9636023354676693,1.9272046709353385,20
W2__ID584_NE__3CT_FP13_3__3CT_W2_C3-Trial____15,584,NE,Social,W2,Outside interaction,215.24044800000073,36,10.035288534615914,2.6416648420252,0.9636023354676693,1.9272046709353385,20
W2__ID584_NE__3CT_FP14_3__3CT_W2_C3-Trial____16,584,NE,Novel,W2,Interaction,38.339999999999996,6,9.389671361502348,2.7226309187390547,0.952820616447137,1.905641232894274,14
W2__ID584_NE__3CT_FP14_3__3CT_W2_C3-Trial____16,584,NE,Novel,W2,Outside interaction,261.5004800000026,46,10.554473934426326,2.7728486064270483,0.952820616447137,1.905641232894274,14
W2__ID450_NE__3CT_FP16_3__3CT_W2_C3-Trial____18,450,NE,Social,W2,Interaction,121.01999999999998,5,2.478929102627665,2.3923214858375688,0.8978523481089732,1.7957046962179464,19
W2__ID450_NE__3CT_FP16_3__3CT_W2_C3-Trial____18,450,NE,Social,W2,Outside interaction,178.82009599999992,11,3.6908603382027056,2.672931602520141,0.8978523481089732,1.7957046962179464,19
W2__ID450_NE__3CT_FP17_3__3CT_W2_C3-Trial____19,450,NE,Novel,W2,Interaction,52.27999999999997,1,1.1476664116296869,1.825176999658933,0.851291044845983,1.702582089691966,17
W2__ID450_NE__3CT_FP17_3__3CT_W2_C3-Trial____19,450,NE,Novel,W2,Outside interaction,247.56000000000017,21,5.089675230247209,2.871869264777189,0.851291044845983,1.702582089691966,17
W2__ID597_NE__3CT_FP25_3__3CT_W2_C3-Trial____27,597,NE,Social,W2,Interaction,63.14000000000006,16,15.204307887234702,3.0360357442608303,0.9640391507979509,1.9280783015959018,11
W2__ID597_NE__3CT_FP25_3__3CT_W2_C3-Trial____27,597,NE,Social,W2,Outside interaction,236.74032000000017,22,5.575729558868549,2.731975966944692,0.9640391507979509,1.9280783015959018,11
W2__ID597_NE__3CT_FP26_3__3CT_W2_C3-Trial____28,597,NE,Novel,W2,Interaction,34.81999999999998,11,18.954623779437117,2.6980437727233513,0.9633903598037317,1.9267807196074633,8
W2__ID597_NE__3CT_FP26_3__3CT_W2_C3-Trial____28,597,NE,Novel,W2,Outside interaction,265.06022400000046,41,9.280909684887295,2.744577366406395,0.9633903598037317,1.9267807196074633,8
