mouse_id,genotype,condition,week,behavior,pre_mean_dFF,post_mean_dFF,n_events
372,NE,Novel,W2,Novel_interaction,-0.1279927082948461,0.30062477628514495,8
372,NE,Novel,W2,Social_interaction,1.4504590029512703,3.1000441782654895,2
374,WT,Social,W2,Novel_interaction,-0.22569769201457568,0.09495617328687267,3
374,WT,Social,W2,Social_interaction,-0.05686713899597291,1.093094544924368,10
374,WT,Novel,W2,Novel_interaction,0.10591922051672573,2.9769175274787467,5
374,WT,Novel,W2,Social_interaction,0.007604910662052035,1.2284519686586195,6
429,WT,Social,W2,Novel_interaction,0.3412456967625153,0.2922200702021159,5
429,WT,Social,W2,Social_interaction,-0.04708949092009279,1.436166097427351,12
429,WT,Novel,W2,Novel_interaction,0.397744306100397,1.9546745660250942,7
429,WT,Novel,W2,Social_interaction,-0.06562099073057616,1.6238928911199701,7
423,NE,Social,W2,Novel_interaction,0.059611727961140344,0.8442770361720758,7
423,NE,Social,W2,Social_interaction,0.39697773190926544,1.3784044769966581,10
423,NE,Novel,W2,Novel_interaction,-0.03443789021938299,0.9165536010949794,12
423,NE,Novel,W2,Social_interaction,0.6236393845272804,0.9734258656275726,5
463,WT,Social,W2,Novel_interaction,0.6143257195856143,3.0261016809901364,3
463,WT,Social,W2,Social_interaction,0.44353149222254934,4.816293901461874,7
463,WT,Novel,W2,Novel_interaction,0.4079582588879895,-0.1625046495210761,6
463,WT,Novel,W2,Social_interaction,0.12919311995432584,1.378916950742802,10
459,NE,Social,W2,Novel_interaction,0.3263089711796517,0.36530391431838494,12
459,NE,Social,W2,Social_interaction,0.7750218296079759,1.2434673143425168,11
459,NE,Novel,W2,Novel_interaction,-0.07986738605744965,0.4546923619741337,5
459,NE,Novel,W2,Social_interaction,-0.08396432133675817,0.7794039464675844,10
398,NE,Social,W2,Novel_interaction,-0.09622510049698309,1.3332302120235906,7
398,NE,Social,W2,Social_interaction,-0.2439530854015269,1.4364006941021799,8
398,NE,Novel,W2,Novel_interaction,-0.3505098661128238,0.45152663662145637,12
398,NE,Novel,W2,Social_interaction,0.9488038360603396,2.464767151772684,3
400,NE,Social,W2,Novel_interaction,-0.7542828512536073,-0.12330044845936314,13
400,NE,Social,W2,Social_interaction,2.5797029150552757,2.5829433080604978,3
400,NE,Novel,W2,Novel_interaction,0.16956126968142468,0.06962835369917335,5
400,NE,Novel,W2,Social_interaction,-0.31422509436649054,-0.8188107309358582,14
