syllable,centroid x,centroid y,heading,latent_state 0,latent_state 1,latent_state 2,latent_state 3,latent_state 4,latent_state 5,latent_state 6
17,259.7787,681.9175,-1.0991,1.5146,6.7441,-2.6493,-1.3457,2.2607,-5.0579,-0.1796
17,259.206,682.8745,2.1562,-1.6908,-2.7576,2.4307,2.4069,0.585,-2.3144,3.6737
17,258.6489,681.6953,2.4389,-1.3699,0.8979,-1.673,0.6295,-0.7549,0.3887,-1.0682
17,257.3823,683.1723,2.4081,-1.4468,0.1278,-0.6714,0.3972,0.0275,0.4023,0.2501
17,254.9028,684.5218,2.4472,-1.6589,0.2239,-1.1972,0.4052,-0.2626,0.82,0.0687
17,251.5072,687.6127,2.4331,-1.5917,0.2285,-0.8851,0.1588,-0.295,0.5466,0.1251
17,247.7495,690.0722,2.4875,-1.4168,0.3393,-1.1714,0.4778,-0.0821,0.468,-0.041
17,242.9705,695.1804,2.4555,-1.519,0.305,-1.0897,0.3042,-0.1929,0.5113,-0.0371
17,238.9629,699.0255,2.5131,-1.4724,0.276,-1.1998,0.3734,-0.2143,0.3081,-0.0126
17,233.6187,701.8551,2.4798,-1.5699,0.3469,-1.2424,0.3602,-0.0726,0.4901,-0.2836
17,230.2184,705.3553,2.4334,-1.7183,0.2763,-1.1808,0.4213,-0.2694,0.2514,-0.4386
17,225.3809,708.0435,2.4501,-1.6336,0.4765,-1.0828,0.5219,-0.2774,0.4675,-0.1915
17,220.5732,711.6456,2.4582,-1.7504,0.3644,-1.0087,0.6182,0.0783,0.4343,-0.4925
17,216.9605,715.0944,2.4482,-1.4883,0.4172,-0.9009,0.7974,-0.1011,0.3234,-0.595
17,212.7623,719.5723,2.4763,-1.5296,0.4144,-0.9177,0.6569,-0.2548,0.3934,-0.4726
17,208.2928,723.9773,2.5098,-1.6963,0.4394,-0.8986,0.4795,-0.491,0.2714,-0.6281
17,203.8244,726.2252,2.5142,-1.5763,0.3945,-0.9327,0.5783,-0.3904,0.27,-0.5508
17,200.2985,730.93,2.4952,-1.5061,0.3631,-1.1042,0.7826,-0.3174,0.3457,-0.4148
17,194.8244,734.6966,2.5208,-1.4087,0.3873,-1.0867,0.6709,-0.3568,0.2923,-0.2622
17,189.8291,737.302,2.4925,-1.3543,0.4112,-1.0844,0.5074,-0.2955,0.0853,-0.0591
17,184.7201,740.8327,2.45,-1.3285,0.3181,-0.9966,0.5313,-0.3631,-0.0398,-0.007
17,180.78,743.4915,2.5083,-1.4958,0.384,-1.0042,0.6882,-0.3957,0.0378,-0.2616
17,175.9934,746.1443,2.51,-1.3649,0.4652,-0.8591,0.6094,-0.2445,0.451,-0.1485
17,172.2262,749.5989,2.5127,-1.4801,0.4473,-1.0963,0.5183,-0.0504,0.3919,-0.3829
17,167.7374,751.8433,2.5271,-1.4544,0.4248,-0.8213,0.5145,-0.2022,0.4902,-0.2201
17,164.3223,754.2635,2.5582,-1.4958,0.5898,-0.8213,0.6032,-0.0933,0.637,-0.3361
17,161.0226,756.1056,2.5814,-1.3524,0.5339,-0.6781,0.5148,-0.1286,0.7837,-0.33
17,157.805,759.5639,2.5512,-1.4327,0.4693,-0.8295,0.612,-0.2686,0.7585,-0.5773
16,155.0547,761.9239,2.5863,-1.462,0.4697,-0.9585,0.5902,-0.4567,0.814,-0.4581
16,151.7578,763.8916,2.6057,-1.5842,0.4517,-0.9524,0.6491,-0.4901,0.5403,-0.602
16,148.1869,767.027,2.5948,-1.5804,0.4438,-1.2093,0.665,-0.3496,0.5206,-0.6908
16,143.5961,769.7225,2.6006,-1.545,0.5095,-1.2605,0.6564,-0.41,0.4758,-0.7548
