"trial_type","contrast","ratio","SE","df","null","z.ratio","p.value"
"Hab","W1 / Preinduction",0.988637282322443,0.0609242167193907,Inf,1,-0.185442123040944,0.965796650696792
"Hab","W2 / Preinduction",1.19090541126791,0.0701850567199129,Inf,1,2.96455827076073,0.00594644299131142
"Social","W1 / Preinduction",1.07542090863519,0.0683718236191551,Inf,1,1.14368958550767,0.41634162067312
"Social","W2 / Preinduction",1.23267287499187,0.0759230680535608,Inf,1,3.39628699170382,0.00135157751569348
"Novel","W1 / Preinduction",1.01423392562665,0.0658868825640217,Inf,1,0.217566078963435,0.955250747004368
"Novel","W2 / Preinduction",1.13654789520818,0.0678624796723108,Inf,1,2.14364437921651,0.0606421343897026
