"trial_type","timepoint","rate","SE","df","asymp.LCL","asymp.UCL"
"Hab","Preinduction",87.2992776839347,6.28197234859886,Inf,75.8156745169584,100.522272375642
"Hab","W1",86.3073206381575,6.22356685071017,Inf,74.9321207132356,99.4093524223716
"Hab","W2",103.965182193578,7.25929075201797,Inf,90.6678694485645,119.212673401083
"Social","Preinduction",79.1480341061326,4.729701474526,Inf,70.4002689180641,88.9827751958791
"Social","W1",85.1174507551063,4.98064499232802,Inf,75.894547548228,95.461145195497
"Social","W2",97.563634751561,5.49794682498094,Inf,87.3616253955742,108.95702527094
"Novel","Preinduction",87.6595499327862,4.44452626486587,Inf,79.3672808828049,96.8181926978859
"Novel","W1",88.9072894469953,4.86561528861399,Inf,79.8645035840582,98.9739591693853
"Novel","W2",99.6292769710045,4.82223679612609,Inf,90.6123278785032,109.543514245372
