"trial_type","timepoint","n_mice","mean_peaks","sd_peaks","sem_peaks","median_peaks","mean_duration_s"
"Hab","Preinduction",6,36.1666666666667,5.38206899497458,2.19722046635693,38,299.840282666667
"Hab","W1",6,33,6.48074069840786,2.64575131106459,33,299.846741333334
"Hab","W2",6,41.3333333333333,8.5945719303911,3.50871929785087,40,299.846746666667
"Social","Preinduction",6,35.5,7.81664889834512,3.19113354990563,37.5,299.840186666667
"Social","W1",6,33.8333333333333,4.9564772436345,2.02347336143683,32.5,299.853413333333
"Social","W2",6,40.8333333333333,11.0347934582695,4.50493556496033,39.5,299.846768
"Novel","Preinduction",6,34.1666666666667,6.64580067912563,2.71313676601662,37,299.846986666666
"Novel","W1",5,31.8,5.58569601750758,2.49799919935936,33,299.8561728
"Novel","W2",6,41.6666666666667,5.8878405775519,2.40370085030933,41,299.866832
