mouse_id,genotype,trial_key,trial_type,timepoint,analysis_window,duration_s,n_peaks,transient_freq_per_sec,transient_freq_per_min,mean_peak_amp_z,median_peak_amp_z,n_social_bouts,trial_SD,threshold_z
566,NE,W2__ID566_NE__3CT_FP6_3__3CT_W2_C3-Trial_____8,Hab,W2,Social_interaction,13.67999999999996,3,0.21929824561403571,13.157894736842144,2.76056914734698,2.440407360643575,6,1.0086056891058899,2.0172113782117798
580,NE,Preinduction__ID580_NE__3CT_FP10_3__3CT_Preinduction_C3-Trial____12,Hab,Preinduction,Social_interaction,13.38000000000001,3,0.22421524663677114,13.452914798206269,3.1050740099899663,2.9270338882453966,3,0.9603647556511368,1.9207295113022735
580,NE,W1__ID580_NE__3CT_FP9_3__3CT_W1_C3-Trial____12,Hab,W1,Social_interaction,15.780000000000005,6,0.38022813688212914,22.813688212927747,3.289936139226585,2.6879659911986113,4,0.933652835829447,1.867305671658894
580,NE,W2__ID580_NE__3CT_FP9_3__3CT_W2_C3-Trial____11,Hab,W2,Social_interaction,22.73999999999992,10,0.43975373790677375,26.385224274406426,2.606639269249483,2.3832288647828395,8,0.8567714969595295,1.713542993919059
588,NE,Preinduction__ID588_NE__3CT_FP0_3__3CT_Preinduction_C3-Trial_____1,Hab,Preinduction,Social_interaction,22.04700000000001,7,0.31750351521748976,19.050210913049387,3.6156341266258196,3.6944527627272987,5,0.9293160071879207,1.8586320143758415
588,NE,W1__ID588_NE__3CT_FP0_3__3CT_W1_C3-Trial_____1,Hab,W1,Social_interaction,59.52000000000001,9,0.15120967741935482,9.072580645161288,3.0043481038310174,2.584974872980161,6,0.9359780528074622,1.8719561056149243
588,NE,W2__ID588_NE__3CT_FP0_3__3CT_W2_C3-Trial_____1,Hab,W2,Social_interaction,36.6,7,0.1912568306010929,11.475409836065573,3.1731164518860067,3.2562709215339924,4,1.0028279244256284,2.005655848851257
590,NE,Preinduction__ID590_NE__3CT_FP3_3__3CT_Preinduction_C3-Trial_____5,Hab,Preinduction,Social_interaction,28.259999999999955,7,0.24769992922859205,14.861995753715522,2.3113348682397925,2.3245953837476576,7,1.0057814513869774,2.0115629027739548
590,NE,W1__ID590_NE__3CT_FP3_3__3CT_W1_C3-Trial_____5,Hab,W1,Social_interaction,43.27999999999999,12,0.2772643253234751,16.635859519408505,2.4023048872225097,2.3849707626029284,6,0.9048364882287209,1.8096729764574417
590,NE,W2__ID590_NE__3CT_FP3_3__3CT_W2_C3-Trial_____5,Hab,W2,Social_interaction,27.359999999999985,4,0.1461988304093568,8.771929824561408,2.2881027111540195,2.3188209304151846,5,0.9287160437785298,1.8574320875570596
