mouse_id,genotype,trial_key,trial_type,timepoint,analysis_window,duration_s,n_peaks,transient_freq_per_sec,transient_freq_per_min,mean_peak_amp_z,median_peak_amp_z,mean_absolute_deviation,threshold_z,n_social_bouts
533,NE,Preinduction__ID533_NE__3CT_FP20_3__3CT_Preinduction_C3-Trial____22,Hab,Preinduction,Entire_trial,299.84060800000225,87,0.2901541608400132,17.409249650400792,1.9289414066383828,1.619994163494915,0.7380191200154634,1.1070286800231952,2
533,NE,W1__ID533_NE__3CT_FP22_3__3CT_W1_C3-Trial____26,Hab,W1,Entire_trial,299.8405120000007,79,0.2634734028202294,15.808404169213764,2.030889367576424,1.6956921972774686,0.754273160875511,1.1314097413132664,3
533,NE,W2__ID533_NE__3CT_FP18_3__3CT_W2_C3-Trial____20,Hab,W2,Entire_trial,299.8402559999995,87,0.29015450146894267,17.40927008813656,2.0284872960246068,1.726851895284399,0.7596008435357958,1.1394012653036938,5
541,NE,Preinduction__ID541_NE__3CT_FP23_3__3CT_Preinduction_C3-Trial____25,Hab,Preinduction,Entire_trial,299.8405440000024,98,0.3268403888701563,19.61042333220938,2.005279884889111,1.7779470447412076,0.7625265155911125,1.1437897733866689,3
541,NE,W1__ID541_NE__3CT_FP25_3__3CT_W1_C3-Trial____30,Hab,W1,Entire_trial,299.84028800000124,115,0.3835375184805036,23.012251108830217,2.022936529622169,1.7564152960966792,0.7628477178027792,1.1442715767041687,8
541,NE,W2__ID541_NE__3CT_FP21_3__3CT_W2_C3-Trial____23,Hab,W2,Entire_trial,299.8401279999998,141,0.4702505996795735,28.21503598077441,1.8990117179720667,1.7220086497593887,0.7834695083248147,1.175204262487222,6
566,NE,Preinduction__ID566_NE__3CT_FP7_3__3CT_Preinduction_C3-Trial_____9,Hab,Preinduction,Entire_trial,299.84064000000035,98,0.3268402842256469,19.610417053538814,2.080328686875334,1.768450111712425,0.7519012498137227,1.1278518747205841,9
566,NE,W1__ID566_NE__3CT_FP6_3__3CT_W1_C3-Trial_____9,Hab,W1,Entire_trial,299.84003200000006,100,0.3335111703830127,20.010670222980764,2.052729248522414,1.8952326392988346,0.7908423182817441,1.1862634774226162,11
566,NE,W2__ID566_NE__3CT_FP6_3__3CT_W2_C3-Trial_____8,Hab,W2,Entire_trial,299.84003200000006,118,0.39354318105195496,23.612590863117298,1.9448785511450826,1.7346810135962705,0.7767016771253614,1.1650525156880422,6
580,NE,Preinduction__ID580_NE__3CT_FP10_3__3CT_Preinduction_C3-Trial____12,Hab,Preinduction,Entire_trial,299.84031999999934,75,0.25013313753133726,15.007988251880235,2.2402715727359648,1.9055230960497254,0.7598999700361915,1.139849955054287,3
580,NE,W1__ID580_NE__3CT_FP9_3__3CT_W1_C3-Trial____12,Hab,W1,Entire_trial,299.8400959999999,70,0.2334577694372137,14.007466166232822,2.2928209500153023,2.012717156912321,0.7438206283911922,1.1157309425867883,4
580,NE,W2__ID580_NE__3CT_FP9_3__3CT_W2_C3-Trial____11,Hab,W2,Entire_trial,299.88035200000013,76,0.25343440973418613,15.206064584051168,2.1392153903281432,1.8242725603114895,0.779182659333546,1.168773989000319,8
588,NE,Preinduction__ID588_NE__3CT_FP0_3__3CT_Preinduction_C3-Trial_____1,Hab,Preinduction,Entire_trial,299.8396480000001,78,0.26013904605437627,15.608342763262575,2.222909093748474,1.9756279342797418,0.735319323234646,1.102978984851969,5
588,NE,W1__ID588_NE__3CT_FP0_3__3CT_W1_C3-Trial_____1,Hab,W1,Entire_trial,299.83990399999993,79,0.26347393707810157,15.808436224686094,2.124520452813892,1.7905287648281478,0.732948620119053,1.0994229301785796,6
588,NE,W2__ID588_NE__3CT_FP0_3__3CT_W2_C3-Trial_____1,Hab,W2,Entire_trial,299.8398079999997,111,0.3701976756868791,22.211860541212747,2.0531560048983666,1.8393978586045772,0.7829645542638494,1.174446831395774,4
590,NE,Preinduction__ID590_NE__3CT_FP3_3__3CT_Preinduction_C3-Trial_____5,Hab,Preinduction,Entire_trial,299.8399359999994,93,0.3101654877621111,18.609929265726667,2.006397789951553,1.8175924463135376,0.7870554648146632,1.1805831972219947,7
590,NE,W1__ID590_NE__3CT_FP3_3__3CT_W1_C3-Trial_____5,Hab,W1,Entire_trial,299.87961599999926,80,0.26677371762407553,16.006423057444533,1.9652933485345698,1.790117281431188,0.7772906541862906,1.1659359812794359,6
590,NE,W2__ID590_NE__3CT_FP3_3__3CT_W2_C3-Trial_____5,Hab,W2,Entire_trial,299.8399040000004,97,0.3235059733743774,19.410358402462645,1.8215591184156734,1.7151445517359236,0.7710036464456372,1.1565054696684558,5
533,NE,Preinduction__ID533_NE__3CT_FP22_3__3CT_Preinduction_C3-Trial____24,Novel,Preinduction,Entire_trial,299.8408640000016,84,0.2801486057617535,16.80891634570521,1.8922075689421116,1.4369015105300291,0.6797566454197647,1.019634968129647,3
533,NE,W1__ID533_NE__3CT_FP24_3__3CT_W1_C3-Trial____28,Novel,W1,Entire_trial,299.88041599999997,74,0.24676503049802362,14.805901829881417,2.1453025463363367,1.67635513809068,0.7463779975205963,1.1195669962808945,4
533,NE,W2__ID533_NE__3CT_FP20_3__3CT_W2_C3-Trial____22,Novel,W2,Entire_trial,299.88038400000005,88,0.29345033785204166,17.6070202711225,2.143453309006589,1.7530400819219905,0.7358214574690846,1.103732186203627,5
541,NE,Preinduction__ID541_NE__3CT_FP25_3__3CT_Preinduction_C3-Trial____27,Novel,Preinduction,Entire_trial,299.8407999999981,96,0.32016990349545693,19.210194209727415,2.051645074700158,1.8883564393991445,0.7436683971009644,1.1155025956514466,5
541,NE,W1__ID541_NE__3CT_FP28_3__3CT_W1_C3-Trial____33,Novel,W1,Entire_trial,299.840064,93,0.3101653553542465,18.609921321254788,1.9886472928383083,1.7651281789932458,0.7547865544405146,1.1321798316607719,5
541,NE,W2__ID541_NE__3CT_FP23_3__3CT_W2_C3-Trial____25,Novel,W2,Entire_trial,299.8800319999973,110,0.36681335288106476,22.008801172863887,1.9313411973714378,1.711189342226916,0.7762005622187369,1.1643008433281055,11
566,NE,Preinduction__ID566_NE__3CT_FP9_3__3CT_Preinduction_C3-Trial____11,Novel,Preinduction,Entire_trial,299.84031999999934,94,0.313500199039276,18.81001194235656,2.0564445775516464,1.836810344594292,0.7587468940046301,1.1381203410069451,5
566,NE,W1__ID566_NE__3CT_FP8_3__3CT_W1_C3-Trial____11,Novel,W1,Entire_trial,299.84019199999966,110,0.36686209165714556,22.011725499428735,2.032504868332079,1.8695785104820977,0.7912685914290236,1.1869028871435354,12
566,NE,W2__ID566_NE__3CT_FP8_3__3CT_W2_C3-Trial____10,Novel,W2,Entire_trial,299.84019199999966,109,0.3635269817329897,21.811618903979383,2.0082027272601186,1.8199039751872534,0.77981822489645,1.169727337344675,6
580,NE,Preinduction__ID580_NE__3CT_FP12_3__3CT_Preinduction_C3-Trial____14,Novel,Preinduction,Entire_trial,299.8399360000003,82,0.27347924727411865,16.40875483644712,2.0925516113697977,1.733220000300126,0.738756574840038,1.1081348622600569,5
580,NE,W1__ID580_NE__3CT_FP11_3__3CT_W1_C3-Trial____14,Novel,W1,Entire_trial,299.88035200000013,79,0.26343839959211457,15.806303975526873,2.2240563366252606,1.926074887983539,0.7278838690135274,1.0918258035202912,9
580,NE,W2__ID580_NE__3CT_FP11_3__3CT_W2_C3-Trial____13,Novel,W2,Entire_trial,299.8403520000011,91,0.3034948411479976,18.209690468879856,2.171389926737675,1.8465801743910928,0.784249234932091,1.1763738523981364,9
588,NE,Preinduction__ID588_NE__3CT_FP2_3__3CT_Preinduction_C3-Trial_____4,Novel,Preinduction,Entire_trial,299.8397759999998,77,0.25680382045109335,15.4082292270656,2.269358232017345,2.0308634898974676,0.7432161764368839,1.1148242646553257,3
588,NE,W1__ID588_NE__3CT_FP2_3__3CT_W1_C3-Trial_____4,Novel,W1,Entire_trial,299.8398400000001,89,0.29682513171031566,17.80950790261894,2.0415330767819566,1.6312346231332242,0.7086361573836815,1.0629542360755222,4
