"trial_type","dispersion_ratio","dispersion_p","singular_fit"
"Hab",0.572937898195308,0.897768563459405,FALSE
"Social",0.626184706958281,0.856101967258231,FALSE
"Novel",0.511439442475242,0.92836152656585,FALSE
