"trial_type","timepoint","rate","SE","df","asymp.LCL","asymp.UCL"
"Hab","Preinduction",35.889343854516,3.0469290305516,Inf,30.3878739430595,42.3868087883086
"Hab","W1",32.7462748527186,2.86395409606531,Inf,27.587778358737,38.8693320203578
"Hab","W2",41.0155168984346,3.34034631737194,Inf,34.9643493526981,48.1139405591701
"Social","Preinduction",35.1618913670461,3.13684150544017,Inf,29.5212911316319,41.8802348107058
"Social","W1",33.5095675266561,3.03247128928574,Inf,28.0633010758767,40.0127951015986
"Social","W2",40.4434089631708,3.46653791386203,Inf,34.1891626679251,47.8417486982448
"Novel","Preinduction",34.0969086659946,2.54801235227151,Inf,29.4514006616325,39.4751745064453
"Novel","W1",31.6750617149698,2.67428542704747,Inf,26.8442700584218,37.3751840695843
"Novel","W2",41.5788348124958,2.85252927613108,Inf,36.34756821245,47.5630032320197
