"trial_type","dispersion_ratio","dispersion_p","singular_fit"
"Hab",0.350259880829185,0.989749672241732,FALSE
"Social",0.749226807487652,0.735518609731478,FALSE
"Novel",0.743349221441136,0.731871420783729,FALSE
